DATE,TIME,実績(万kW),DATETIME
2021/5/26,6:00,557,2021-05-26 6:00:00
2021/5/26,7:00,554,2021-05-26 7:00:00
2021/5/26,8:00,616,2021-05-26 8:00:00
2021/5/26,9:00,660,2021-05-26 9:00:00
2021/5/26,10:00,638,2021-05-26 10:00:00
2021/5/26,11:00,645,2021-05-26 11:00:00
2021/5/26,12:00,633,2021-05-26 12:00:00
2021/5/26,13:00,658,2021-05-26 13:00:00
2021/5/26,14:00,661,2021-05-26 14:00:00
2021/5/26,15:00,657,2021-05-26 15:00:00
2021/5/26,16:00,652,2021-05-26 16:00:00
2021/5/26,17:00,628,2021-05-26 17:00:00
2021/5/26,18:00,631,2021-05-26 18:00:00
2021/5/26,19:00,623,2021-05-26 19:00:00
2021/5/26,20:00,600,2021-05-26 20:00:00
2021/5/26,21:00,578,2021-05-26 21:00:00
2021/5/26,22:00,558,2021-05-26 22:00:00
2021/5/26,23:00,546,2021-05-26 23:00:00
2021/5/27,0:00,525,2021-05-27 0:00:00
2021/5/27,1:00,509,2021-05-27 1:00:00
2021/5/27,2:00,540,2021-05-27 2:00:00
2021/5/27,3:00,586,2021-05-27 3:00:00
2021/5/27,4:00,615,2021-05-27 4:00:00
2021/5/27,5:00,614,2021-05-27 5:00:00
2021/5/27,6:00,597,2021-05-27 6:00:00
2021/5/27,7:00,603,2021-05-27 7:00:00
2021/5/27,8:00,659,2021-05-27 8:00:00
2021/5/27,9:00,691,2021-05-27 9:00:00
2021/5/27,10:00,681,2021-05-27 10:00:00
2021/5/27,11:00,668,2021-05-27 11:00:00
2021/5/27,12:00,636,2021-05-27 12:00:00
2021/5/27,13:00,658,2021-05-27 13:00:00
2021/5/27,14:00,669,2021-05-27 14:00:00
2021/5/27,15:00,654,2021-05-27 15:00:00
2021/5/27,16:00,642,2021-05-27 16:00:00
2021/5/27,17:00,615,2021-05-27 17:00:00
2021/5/27,18:00,623,2021-05-27 18:00:00
2021/5/27,19:00,615,2021-05-27 19:00:00
2021/5/27,20:00,586,2021-05-27 20:00:00
2021/5/27,21:00,569,2021-05-27 21:00:00
2021/5/27,22:00,537,2021-05-27 22:00:00
2021/5/27,23:00,519,2021-05-27 23:00:00
2021/5/28,0:00,505,2021-05-28 0:00:00
2021/5/28,1:00,503,2021-05-28 1:00:00
2021/5/28,2:00,525,2021-05-28 2:00:00
2021/5/28,3:00,578,2021-05-28 3:00:00
2021/5/28,4:00,598,2021-05-28 4:00:00
2021/5/28,5:00,592,2021-05-28 5:00:00
2021/5/28,6:00,581,2021-05-28 6:00:00
2021/5/28,7:00,578,2021-05-28 7:00:00
2021/5/28,8:00,633,2021-05-28 8:00:00
2021/5/28,9:00,683,2021-05-28 9:00:00
2021/5/28,10:00,690,2021-05-28 10:00:00
2021/5/28,11:00,697,2021-05-28 11:00:00
2021/5/28,12:00,664,2021-05-28 12:00:00
2021/5/28,13:00,685,2021-05-28 13:00:00
2021/5/28,14:00,679,2021-05-28 14:00:00
2021/5/28,15:00,649,2021-05-28 15:00:00
2021/5/28,16:00,641,2021-05-28 16:00:00
2021/5/28,17:00,618,2021-05-28 17:00:00
2021/5/28,18:00,625,2021-05-28 18:00:00
2021/5/28,19:00,622,2021-05-28 19:00:00
2021/5/28,20:00,600,2021-05-28 20:00:00
2021/5/28,21:00,578,2021-05-28 21:00:00
2021/5/28,22:00,556,2021-05-28 22:00:00
2021/5/28,23:00,541,2021-05-28 23:00:00
2021/5/29,0:00,526,2021-05-29 0:00:00
2021/5/29,1:00,518,2021-05-29 1:00:00
2021/5/29,2:00,546,2021-05-29 2:00:00
2021/5/29,3:00,590,2021-05-29 3:00:00
2021/5/29,4:00,596,2021-05-29 4:00:00
2021/5/29,5:00,573,2021-05-29 5:00:00
2021/5/29,6:00,547,2021-05-29 6:00:00
2021/5/29,7:00,534,2021-05-29 7:00:00
2021/5/29,8:00,558,2021-05-29 8:00:00
2021/5/29,9:00,584,2021-05-29 9:00:00
2021/5/29,10:00,590,2021-05-29 10:00:00
2021/5/29,11:00,609,2021-05-29 11:00:00
2021/5/29,12:00,601,2021-05-29 12:00:00
2021/5/29,13:00,598,2021-05-29 13:00:00
2021/5/29,14:00,593,2021-05-29 14:00:00
2021/5/29,15:00,583,2021-05-29 15:00:00
2021/5/29,16:00,582,2021-05-29 16:00:00
2021/5/29,17:00,587,2021-05-29 17:00:00
2021/5/29,18:00,587,2021-05-29 18:00:00
2021/5/29,19:00,588,2021-05-29 19:00:00
2021/5/29,20:00,571,2021-05-29 20:00:00
2021/5/29,21:00,552,2021-05-29 21:00:00
2021/5/29,22:00,523,2021-05-29 22:00:00
2021/5/29,23:00,507,2021-05-29 23:00:00
2021/5/30,0:00,489,2021-05-30 0:00:00
2021/5/30,1:00,485,2021-05-30 1:00:00
2021/5/30,2:00,509,2021-05-30 2:00:00
2021/5/30,3:00,554,2021-05-30 3:00:00
2021/5/30,4:00,584,2021-05-30 4:00:00
2021/5/30,5:00,550,2021-05-30 5:00:00
2021/5/30,6:00,525,2021-05-30 6:00:00
2021/5/30,7:00,502,2021-05-30 7:00:00
2021/5/30,8:00,510,2021-05-30 8:00:00
2021/5/30,9:00,529,2021-05-30 9:00:00
2021/5/30,10:00,544,2021-05-30 10:00:00
2021/5/30,11:00,553,2021-05-30 11:00:00
2021/5/30,12:00,563,2021-05-30 12:00:00
2021/5/30,13:00,556,2021-05-30 13:00:00
2021/5/30,14:00,547,2021-05-30 14:00:00
2021/5/30,15:00,545,2021-05-30 15:00:00
2021/5/30,16:00,551,2021-05-30 16:00:00
2021/5/30,17:00,579,2021-05-30 17:00:00
2021/5/30,18:00,581,2021-05-30 18:00:00
2021/5/30,19:00,586,2021-05-30 19:00:00
2021/5/30,20:00,572,2021-05-30 20:00:00
2021/5/30,21:00,549,2021-05-30 21:00:00
2021/5/30,22:00,518,2021-05-30 22:00:00
2021/5/30,23:00,498,2021-05-30 23:00:00
2021/5/31,0:00,487,2021-05-31 0:00:00
2021/5/31,1:00,484,2021-05-31 1:00:00
2021/5/31,2:00,510,2021-05-31 2:00:00
2021/5/31,3:00,556,2021-05-31 3:00:00
2021/5/31,4:00,587,2021-05-31 4:00:00
2021/5/31,5:00,578,2021-05-31 5:00:00
2021/5/31,6:00,565,2021-05-31 6:00:00
2021/5/31,7:00,565,2021-05-31 7:00:00
2021/5/31,8:00,625,2021-05-31 8:00:00
2021/5/31,9:00,670,2021-05-31 9:00:00
2021/5/31,10:00,698,2021-05-31 10:00:00
2021/5/31,11:00,714,2021-05-31 11:00:00
2021/5/31,12:00,682,2021-05-31 12:00:00
2021/5/31,13:00,719,2021-05-31 13:00:00
2021/5/31,14:00,725,2021-05-31 14:00:00
2021/5/31,15:00,716,2021-05-31 15:00:00
2021/5/31,16:00,713,2021-05-31 16:00:00
2021/5/31,17:00,686,2021-05-31 17:00:00
2021/5/31,18:00,668,2021-05-31 18:00:00
2021/5/31,19:00,658,2021-05-31 19:00:00
2021/5/31,20:00,629,2021-05-31 20:00:00
2021/5/31,21:00,605,2021-05-31 21:00:00
2021/5/31,22:00,586,2021-05-31 22:00:00
2021/5/31,23:00,561,2021-05-31 23:00:00
2021/6/1,0:00,547,2021-06-01 0:00:00
2021/6/1,1:00,529,2021-06-01 1:00:00
2021/6/1,2:00,555,2021-06-01 2:00:00
2021/6/1,3:00,600,2021-06-01 3:00:00
2021/6/1,4:00,621,2021-06-01 4:00:00
2021/6/1,5:00,611,2021-06-01 5:00:00
2021/6/1,6:00,599,2021-06-01 6:00:00
2021/6/1,7:00,590,2021-06-01 7:00:00
2021/6/1,8:00,654,2021-06-01 8:00:00
2021/6/1,9:00,714,2021-06-01 9:00:00
2021/6/1,10:00,731,2021-06-01 10:00:00
2021/6/1,11:00,750,2021-06-01 11:00:00
2021/6/1,12:00,720,2021-06-01 12:00:00
2021/6/1,13:00,763,2021-06-01 13:00:00
2021/6/1,14:00,765,2021-06-01 14:00:00
2021/6/1,15:00,751,2021-06-01 15:00:00
2021/6/1,16:00,744,2021-06-01 16:00:00
2021/6/1,17:00,706,2021-06-01 17:00:00
2021/6/1,18:00,682,2021-06-01 18:00:00
2021/6/1,19:00,659,2021-06-01 19:00:00
2021/6/1,20:00,633,2021-06-01 20:00:00
2021/6/1,21:00,606,2021-06-01 21:00:00
2021/6/1,22:00,584,2021-06-01 22:00:00
2021/6/1,23:00,569,2021-06-01 23:00:00
2021/6/2,0:00,554,2021-06-02 0:00:00
2021/6/2,1:00,535,2021-06-02 1:00:00
2021/6/2,2:00,558,2021-06-02 2:00:00
2021/6/2,3:00,602,2021-06-02 3:00:00
2021/6/2,4:00,627,2021-06-02 4:00:00
2021/6/2,5:00,618,2021-06-02 5:00:00
2021/6/2,6:00,596,2021-06-02 6:00:00
2021/6/2,7:00,602,2021-06-02 7:00:00
2021/6/2,8:00,662,2021-06-02 8:00:00
2021/6/2,9:00,708,2021-06-02 9:00:00
2021/6/2,10:00,699,2021-06-02 10:00:00
2021/6/2,11:00,728,2021-06-02 11:00:00
2021/6/2,12:00,709,2021-06-02 12:00:00
2021/6/2,13:00,746,2021-06-02 13:00:00
2021/6/2,14:00,743,2021-06-02 14:00:00
2021/6/2,15:00,727,2021-06-02 15:00:00
2021/6/2,16:00,712,2021-06-02 16:00:00
2021/6/2,17:00,676,2021-06-02 17:00:00
2021/6/2,18:00,661,2021-06-02 18:00:00
2021/6/2,19:00,649,2021-06-02 19:00:00
2021/6/2,20:00,626,2021-06-02 20:00:00
2021/6/2,21:00,601,2021-06-02 21:00:00
2021/6/2,22:00,585,2021-06-02 22:00:00
2021/6/2,23:00,571,2021-06-02 23:00:00
2021/6/3,0:00,546,2021-06-03 0:00:00
2021/6/3,1:00,536,2021-06-03 1:00:00
2021/6/3,2:00,555,2021-06-03 2:00:00
2021/6/3,3:00,597,2021-06-03 3:00:00
2021/6/3,4:00,618,2021-06-03 4:00:00
2021/6/3,5:00,604,2021-06-03 5:00:00
2021/6/3,6:00,586,2021-06-03 6:00:00
2021/6/3,7:00,596,2021-06-03 7:00:00
2021/6/3,8:00,654,2021-06-03 8:00:00
2021/6/3,9:00,714,2021-06-03 9:00:00
2021/6/3,10:00,727,2021-06-03 10:00:00
2021/6/3,11:00,731,2021-06-03 11:00:00
2021/6/3,12:00,685,2021-06-03 12:00:00
2021/6/3,13:00,709,2021-06-03 13:00:00
2021/6/3,14:00,712,2021-06-03 14:00:00
2021/6/3,15:00,704,2021-06-03 15:00:00
2021/6/3,16:00,702,2021-06-03 16:00:00
2021/6/3,17:00,680,2021-06-03 17:00:00
2021/6/3,18:00,666,2021-06-03 18:00:00
2021/6/3,19:00,643,2021-06-03 19:00:00
2021/6/3,20:00,617,2021-06-03 20:00:00
2021/6/3,21:00,600,2021-06-03 21:00:00
2021/6/3,22:00,587,2021-06-03 22:00:00
2021/6/3,23:00,573,2021-06-03 23:00:00
2021/6/4,0:00,554,2021-06-04 0:00:00
2021/6/4,1:00,548,2021-06-04 1:00:00
2021/6/4,2:00,568,2021-06-04 2:00:00
2021/6/4,3:00,607,2021-06-04 3:00:00
2021/6/4,4:00,627,2021-06-04 4:00:00
2021/6/4,5:00,624,2021-06-04 5:00:00
2021/6/4,6:00,610,2021-06-04 6:00:00
2021/6/4,7:00,611,2021-06-04 7:00:00
2021/6/4,8:00,679,2021-06-04 8:00:00
2021/6/4,9:00,719,2021-06-04 9:00:00
2021/6/4,10:00,712,2021-06-04 10:00:00
2021/6/4,11:00,712,2021-06-04 11:00:00
2021/6/4,12:00,670,2021-06-04 12:00:00
2021/6/4,13:00,703,2021-06-04 13:00:00
2021/6/4,14:00,710,2021-06-04 14:00:00
2021/6/4,15:00,689,2021-06-04 15:00:00
2021/6/4,16:00,689,2021-06-04 16:00:00
2021/6/4,17:00,654,2021-06-04 17:00:00
2021/6/4,18:00,641,2021-06-04 18:00:00
2021/6/4,19:00,632,2021-06-04 19:00:00
2021/6/4,20:00,610,2021-06-04 20:00:00
2021/6/4,21:00,583,2021-06-04 21:00:00
2021/6/4,22:00,573,2021-06-04 22:00:00
2021/6/4,23:00,559,2021-06-04 23:00:00
2021/6/5,0:00,547,2021-06-05 0:00:00
2021/6/5,1:00,528,2021-06-05 1:00:00
2021/6/5,2:00,548,2021-06-05 2:00:00
2021/6/5,3:00,586,2021-06-05 3:00:00
2021/6/5,4:00,608,2021-06-05 4:00:00
2021/6/5,5:00,591,2021-06-05 5:00:00
2021/6/5,6:00,539,2021-06-05 6:00:00
2021/6/5,7:00,515,2021-06-05 7:00:00
2021/6/5,8:00,553,2021-06-05 8:00:00
2021/6/5,9:00,565,2021-06-05 9:00:00
2021/6/5,10:00,564,2021-06-05 10:00:00
2021/6/5,11:00,562,2021-06-05 11:00:00
2021/6/5,12:00,572,2021-06-05 12:00:00
2021/6/5,13:00,572,2021-06-05 13:00:00
2021/6/5,14:00,556,2021-06-05 14:00:00
2021/6/5,15:00,541,2021-06-05 15:00:00
2021/6/5,16:00,540,2021-06-05 16:00:00
2021/6/5,17:00,556,2021-06-05 17:00:00
2021/6/5,18:00,573,2021-06-05 18:00:00
2021/6/5,19:00,573,2021-06-05 19:00:00
2021/6/5,20:00,551,2021-06-05 20:00:00
2021/6/5,21:00,528,2021-06-05 21:00:00
2021/6/5,22:00,516,2021-06-05 22:00:00
2021/6/5,23:00,498,2021-06-05 23:00:00
2021/6/6,0:00,478,2021-06-06 0:00:00
2021/6/6,1:00,475,2021-06-06 1:00:00
2021/6/6,2:00,495,2021-06-06 2:00:00
2021/6/6,3:00,536,2021-06-06 3:00:00
2021/6/6,4:00,558,2021-06-06 4:00:00
2021/6/6,5:00,542,2021-06-06 5:00:00
2021/6/6,6:00,500,2021-06-06 6:00:00
2021/6/6,7:00,481,2021-06-06 7:00:00
2021/6/6,8:00,499,2021-06-06 8:00:00
2021/6/6,9:00,505,2021-06-06 9:00:00
2021/6/6,10:00,527,2021-06-06 10:00:00
2021/6/6,11:00,542,2021-06-06 11:00:00
2021/6/6,12:00,545,2021-06-06 12:00:00
2021/6/6,13:00,551,2021-06-06 13:00:00
2021/6/6,14:00,563,2021-06-06 14:00:00
2021/6/6,15:00,554,2021-06-06 15:00:00
2021/6/6,16:00,556,2021-06-06 16:00:00
2021/6/6,17:00,561,2021-06-06 17:00:00
2021/6/6,18:00,576,2021-06-06 18:00:00
2021/6/6,19:00,581,2021-06-06 19:00:00
2021/6/6,20:00,563,2021-06-06 20:00:00
2021/6/6,21:00,537,2021-06-06 21:00:00
2021/6/6,22:00,505,2021-06-06 22:00:00
2021/6/6,23:00,488,2021-06-06 23:00:00
2021/6/7,0:00,480,2021-06-07 0:00:00
2021/6/7,1:00,468,2021-06-07 1:00:00
2021/6/7,2:00,492,2021-06-07 2:00:00
2021/6/7,3:00,547,2021-06-07 3:00:00
2021/6/7,4:00,568,2021-06-07 4:00:00
2021/6/7,5:00,567,2021-06-07 5:00:00
2021/6/7,6:00,545,2021-06-07 6:00:00
2021/6/7,7:00,558,2021-06-07 7:00:00
2021/6/7,8:00,628,2021-06-07 8:00:00
2021/6/7,9:00,687,2021-06-07 9:00:00
2021/6/7,10:00,710,2021-06-07 10:00:00
2021/6/7,11:00,726,2021-06-07 11:00:00
2021/6/7,12:00,695,2021-06-07 12:00:00
2021/6/7,13:00,742,2021-06-07 13:00:00
2021/6/7,14:00,758,2021-06-07 14:00:00
2021/6/7,15:00,748,2021-06-07 15:00:00
2021/6/7,16:00,741,2021-06-07 16:00:00
2021/6/7,17:00,709,2021-06-07 17:00:00
2021/6/7,18:00,688,2021-06-07 18:00:00
2021/6/7,19:00,666,2021-06-07 19:00:00
2021/6/7,20:00,635,2021-06-07 20:00:00
2021/6/7,21:00,606,2021-06-07 21:00:00
2021/6/7,22:00,590,2021-06-07 22:00:00
2021/6/7,23:00,570,2021-06-07 23:00:00
2021/6/8,0:00,543,2021-06-08 0:00:00
2021/6/8,1:00,532,2021-06-08 1:00:00
2021/6/8,2:00,548,2021-06-08 2:00:00
2021/6/8,3:00,596,2021-06-08 3:00:00
2021/6/8,4:00,620,2021-06-08 4:00:00
2021/6/8,5:00,609,2021-06-08 5:00:00
2021/6/8,6:00,596,2021-06-08 6:00:00
2021/6/8,7:00,604,2021-06-08 7:00:00
2021/6/8,8:00,677,2021-06-08 8:00:00
2021/6/8,9:00,744,2021-06-08 9:00:00
2021/6/8,10:00,765,2021-06-08 10:00:00
2021/6/8,11:00,788,2021-06-08 11:00:00
2021/6/8,12:00,760,2021-06-08 12:00:00
2021/6/8,13:00,802,2021-06-08 13:00:00
2021/6/8,14:00,812,2021-06-08 14:00:00
2021/6/8,15:00,797,2021-06-08 15:00:00
2021/6/8,16:00,795,2021-06-08 16:00:00
2021/6/8,17:00,751,2021-06-08 17:00:00
2021/6/8,18:00,717,2021-06-08 18:00:00
2021/6/8,19:00,687,2021-06-08 19:00:00
2021/6/8,20:00,654,2021-06-08 20:00:00
2021/6/8,21:00,616,2021-06-08 21:00:00
2021/6/8,22:00,592,2021-06-08 22:00:00
2021/6/8,23:00,577,2021-06-08 23:00:00
2021/6/9,0:00,557,2021-06-09 0:00:00
2021/6/9,1:00,532,2021-06-09 1:00:00
2021/6/9,2:00,546,2021-06-09 2:00:00
2021/6/9,3:00,589,2021-06-09 3:00:00
2021/6/9,4:00,607,2021-06-09 4:00:00
2021/6/9,5:00,595,2021-06-09 5:00:00
2021/6/9,6:00,588,2021-06-09 6:00:00
2021/6/9,7:00,602,2021-06-09 7:00:00
2021/6/9,8:00,665,2021-06-09 8:00:00
2021/6/9,9:00,731,2021-06-09 9:00:00
2021/6/9,10:00,763,2021-06-09 10:00:00
2021/6/9,11:00,778,2021-06-09 11:00:00
2021/6/9,12:00,754,2021-06-09 12:00:00
2021/6/9,13:00,801,2021-06-09 13:00:00
2021/6/9,14:00,803,2021-06-09 14:00:00
2021/6/9,15:00,796,2021-06-09 15:00:00
2021/6/9,16:00,781,2021-06-09 16:00:00
2021/6/9,17:00,746,2021-06-09 17:00:00
2021/6/9,18:00,709,2021-06-09 18:00:00
2021/6/9,19:00,675,2021-06-09 19:00:00
2021/6/9,20:00,644,2021-06-09 20:00:00
2021/6/9,21:00,610,2021-06-09 21:00:00
2021/6/9,22:00,589,2021-06-09 22:00:00
2021/6/9,23:00,563,2021-06-09 23:00:00
2021/6/10,0:00,546,2021-06-10 0:00:00
2021/6/10,1:00,528,2021-06-10 1:00:00
2021/6/10,2:00,549,2021-06-10 2:00:00
2021/6/10,3:00,588,2021-06-10 3:00:00
2021/6/10,4:00,605,2021-06-10 4:00:00
2021/6/10,5:00,597,2021-06-10 5:00:00
2021/6/10,6:00,593,2021-06-10 6:00:00
2021/6/10,7:00,609,2021-06-10 7:00:00
2021/6/10,8:00,688,2021-06-10 8:00:00
2021/6/10,9:00,763,2021-06-10 9:00:00
2021/6/10,10:00,782,2021-06-10 10:00:00
2021/6/10,11:00,806,2021-06-10 11:00:00
2021/6/10,12:00,778,2021-06-10 12:00:00
2021/6/10,13:00,819,2021-06-10 13:00:00
2021/6/10,14:00,819,2021-06-10 14:00:00
2021/6/10,15:00,802,2021-06-10 15:00:00
2021/6/10,16:00,794,2021-06-10 16:00:00
2021/6/10,17:00,746,2021-06-10 17:00:00
2021/6/10,18:00,711,2021-06-10 18:00:00
2021/6/10,19:00,679,2021-06-10 19:00:00
2021/6/10,20:00,644,2021-06-10 20:00:00
2021/6/10,21:00,619,2021-06-10 21:00:00
2021/6/10,22:00,594,2021-06-10 22:00:00
2021/6/10,23:00,575,2021-06-10 23:00:00
2021/6/11,0:00,548,2021-06-11 0:00:00
2021/6/11,1:00,537,2021-06-11 1:00:00
2021/6/11,2:00,552,2021-06-11 2:00:00
2021/6/11,3:00,585,2021-06-11 3:00:00
2021/6/11,4:00,605,2021-06-11 4:00:00
2021/6/11,5:00,611,2021-06-11 5:00:00
2021/6/11,6:00,596,2021-06-11 6:00:00
2021/6/11,7:00,601,2021-06-11 7:00:00
2021/6/11,8:00,667,2021-06-11 8:00:00
2021/6/11,9:00,720,2021-06-11 9:00:00
2021/6/11,10:00,732,2021-06-11 10:00:00
2021/6/11,11:00,752,2021-06-11 11:00:00
2021/6/11,12:00,728,2021-06-11 12:00:00
2021/6/11,13:00,759,2021-06-11 13:00:00
2021/6/11,14:00,747,2021-06-11 14:00:00
2021/6/11,15:00,729,2021-06-11 15:00:00
2021/6/11,16:00,721,2021-06-11 16:00:00
2021/6/11,17:00,685,2021-06-11 17:00:00
2021/6/11,18:00,674,2021-06-11 18:00:00
2021/6/11,19:00,657,2021-06-11 19:00:00
2021/6/11,20:00,633,2021-06-11 20:00:00
2021/6/11,21:00,606,2021-06-11 21:00:00
2021/6/11,22:00,588,2021-06-11 22:00:00
2021/6/11,23:00,580,2021-06-11 23:00:00
2021/6/12,0:00,556,2021-06-12 0:00:00
2021/6/12,1:00,531,2021-06-12 1:00:00
2021/6/12,2:00,543,2021-06-12 2:00:00
2021/6/12,3:00,577,2021-06-12 3:00:00
2021/6/12,4:00,599,2021-06-12 4:00:00
2021/6/12,5:00,585,2021-06-12 5:00:00
2021/6/12,6:00,554,2021-06-12 6:00:00
2021/6/12,7:00,554,2021-06-12 7:00:00
2021/6/12,8:00,586,2021-06-12 8:00:00
2021/6/12,9:00,618,2021-06-12 9:00:00
2021/6/12,10:00,621,2021-06-12 10:00:00
2021/6/12,11:00,624,2021-06-12 11:00:00
2021/6/12,12:00,623,2021-06-12 12:00:00
2021/6/12,13:00,621,2021-06-12 13:00:00
2021/6/12,14:00,615,2021-06-12 14:00:00
2021/6/12,15:00,616,2021-06-12 15:00:00
2021/6/12,16:00,610,2021-06-12 16:00:00
2021/6/12,17:00,609,2021-06-12 17:00:00
2021/6/12,18:00,617,2021-06-12 18:00:00
2021/6/12,19:00,605,2021-06-12 19:00:00
2021/6/12,20:00,584,2021-06-12 20:00:00
2021/6/12,21:00,563,2021-06-12 21:00:00
2021/6/12,22:00,540,2021-06-12 22:00:00
2021/6/12,23:00,525,2021-06-12 23:00:00
2021/6/13,0:00,517,2021-06-13 0:00:00
2021/6/13,1:00,505,2021-06-13 1:00:00
2021/6/13,2:00,519,2021-06-13 2:00:00
2021/6/13,3:00,555,2021-06-13 3:00:00
2021/6/13,4:00,575,2021-06-13 4:00:00
2021/6/13,5:00,562,2021-06-13 5:00:00
2021/6/13,6:00,534,2021-06-13 6:00:00
2021/6/13,7:00,531,2021-06-13 7:00:00
2021/6/13,8:00,553,2021-06-13 8:00:00
2021/6/13,9:00,571,2021-06-13 9:00:00
2021/6/13,10:00,583,2021-06-13 10:00:00
2021/6/13,11:00,594,2021-06-13 11:00:00
2021/6/13,12:00,601,2021-06-13 12:00:00
2021/6/13,13:00,603,2021-06-13 13:00:00
2021/6/13,14:00,601,2021-06-13 14:00:00
2021/6/13,15:00,607,2021-06-13 15:00:00
2021/6/13,16:00,604,2021-06-13 16:00:00
2021/6/13,17:00,615,2021-06-13 17:00:00
2021/6/13,18:00,626,2021-06-13 18:00:00
2021/6/13,19:00,623,2021-06-13 19:00:00
2021/6/13,20:00,606,2021-06-13 20:00:00
2021/6/13,21:00,576,2021-06-13 21:00:00
2021/6/13,22:00,542,2021-06-13 22:00:00
2021/6/13,23:00,521,2021-06-13 23:00:00
2021/6/14,0:00,498,2021-06-14 0:00:00
2021/6/14,1:00,488,2021-06-14 1:00:00
2021/6/14,2:00,508,2021-06-14 2:00:00
2021/6/14,3:00,551,2021-06-14 3:00:00
2021/6/14,4:00,577,2021-06-14 4:00:00
2021/6/14,5:00,577,2021-06-14 5:00:00
2021/6/14,6:00,573,2021-06-14 6:00:00
2021/6/14,7:00,598,2021-06-14 7:00:00
2021/6/14,8:00,671,2021-06-14 8:00:00
2021/6/14,9:00,727,2021-06-14 9:00:00
2021/6/14,10:00,748,2021-06-14 10:00:00
2021/6/14,11:00,769,2021-06-14 11:00:00
2021/6/14,12:00,732,2021-06-14 12:00:00
2021/6/14,13:00,781,2021-06-14 13:00:00
2021/6/14,14:00,803,2021-06-14 14:00:00
2021/6/14,15:00,782,2021-06-14 15:00:00
2021/6/14,16:00,768,2021-06-14 16:00:00
2021/6/14,17:00,727,2021-06-14 17:00:00
2021/6/14,18:00,709,2021-06-14 18:00:00
2021/6/14,19:00,683,2021-06-14 19:00:00
2021/6/14,20:00,653,2021-06-14 20:00:00
2021/6/14,21:00,624,2021-06-14 21:00:00
2021/6/14,22:00,603,2021-06-14 22:00:00
2021/6/14,23:00,580,2021-06-14 23:00:00
2021/6/15,0:00,558,2021-06-15 0:00:00
2021/6/15,1:00,534,2021-06-15 1:00:00
2021/6/15,2:00,556,2021-06-15 2:00:00
2021/6/15,3:00,586,2021-06-15 3:00:00
2021/6/15,4:00,614,2021-06-15 4:00:00
2021/6/15,5:00,604,2021-06-15 5:00:00
2021/6/15,6:00,603,2021-06-15 6:00:00
2021/6/15,7:00,624,2021-06-15 7:00:00
2021/6/15,8:00,707,2021-06-15 8:00:00
2021/6/15,9:00,772,2021-06-15 9:00:00
2021/6/15,10:00,787,2021-06-15 10:00:00
2021/6/15,11:00,804,2021-06-15 11:00:00
2021/6/15,12:00,772,2021-06-15 12:00:00
2021/6/15,13:00,806,2021-06-15 13:00:00
2021/6/15,14:00,812,2021-06-15 14:00:00
2021/6/15,15:00,784,2021-06-15 15:00:00
2021/6/15,16:00,764,2021-06-15 16:00:00
2021/6/15,17:00,728,2021-06-15 17:00:00
2021/6/15,18:00,708,2021-06-15 18:00:00
2021/6/15,19:00,677,2021-06-15 19:00:00
2021/6/15,20:00,648,2021-06-15 20:00:00
2021/6/15,21:00,621,2021-06-15 21:00:00
2021/6/15,22:00,597,2021-06-15 22:00:00
2021/6/15,23:00,579,2021-06-15 23:00:00
2021/6/16,0:00,547,2021-06-16 0:00:00
2021/6/16,1:00,533,2021-06-16 1:00:00
2021/6/16,2:00,557,2021-06-16 2:00:00
2021/6/16,3:00,599,2021-06-16 3:00:00
2021/6/16,4:00,618,2021-06-16 4:00:00
2021/6/16,5:00,624,2021-06-16 5:00:00
2021/6/16,6:00,617,2021-06-16 6:00:00
2021/6/16,7:00,636,2021-06-16 7:00:00
2021/6/16,8:00,702,2021-06-16 8:00:00
2021/6/16,9:00,750,2021-06-16 9:00:00
2021/6/16,10:00,752,2021-06-16 10:00:00
2021/6/16,11:00,745,2021-06-16 11:00:00
2021/6/16,12:00,699,2021-06-16 12:00:00
2021/6/16,13:00,736,2021-06-16 13:00:00
2021/6/16,14:00,740,2021-06-16 14:00:00
2021/6/16,15:00,732,2021-06-16 15:00:00
2021/6/16,16:00,717,2021-06-16 16:00:00
2021/6/16,17:00,686,2021-06-16 17:00:00
2021/6/16,18:00,675,2021-06-16 18:00:00
2021/6/16,19:00,656,2021-06-16 19:00:00
2021/6/16,20:00,630,2021-06-16 20:00:00
2021/6/16,21:00,606,2021-06-16 21:00:00
2021/6/16,22:00,585,2021-06-16 22:00:00
2021/6/16,23:00,566,2021-06-16 23:00:00
2021/6/17,0:00,545,2021-06-17 0:00:00
2021/6/17,1:00,531,2021-06-17 1:00:00
2021/6/17,2:00,546,2021-06-17 2:00:00
2021/6/17,3:00,586,2021-06-17 3:00:00
2021/6/17,4:00,609,2021-06-17 4:00:00
2021/6/17,5:00,605,2021-06-17 5:00:00
2021/6/17,6:00,596,2021-06-17 6:00:00
2021/6/17,7:00,601,2021-06-17 7:00:00
2021/6/17,8:00,685,2021-06-17 8:00:00
2021/6/17,9:00,745,2021-06-17 9:00:00
2021/6/17,10:00,763,2021-06-17 10:00:00
2021/6/17,11:00,773,2021-06-17 11:00:00
2021/6/17,12:00,745,2021-06-17 12:00:00
2021/6/17,13:00,793,2021-06-17 13:00:00
2021/6/17,14:00,788,2021-06-17 14:00:00
