DATE,TIME,実績(万kW),DATETIME
2021/8/12,19:00,615,2021-08-12 19:00:00
2021/8/12,20:00,585,2021-08-12 20:00:00
2021/8/12,21:00,549,2021-08-12 21:00:00
2021/8/12,22:00,536,2021-08-12 22:00:00
2021/8/12,23:00,522,2021-08-12 23:00:00
2021/8/13,0:00,497,2021-08-13 0:00:00
2021/8/13,1:00,479,2021-08-13 1:00:00
2021/8/13,2:00,491,2021-08-13 2:00:00
2021/8/13,3:00,522,2021-08-13 3:00:00
2021/8/13,4:00,539,2021-08-13 4:00:00
2021/8/13,5:00,534,2021-08-13 5:00:00
2021/8/13,6:00,524,2021-08-13 6:00:00
2021/8/13,7:00,541,2021-08-13 7:00:00
2021/8/13,8:00,575,2021-08-13 8:00:00
2021/8/13,9:00,599,2021-08-13 9:00:00
2021/8/13,10:00,609,2021-08-13 10:00:00
2021/8/13,11:00,604,2021-08-13 11:00:00
2021/8/13,12:00,608,2021-08-13 12:00:00
2021/8/13,13:00,609,2021-08-13 13:00:00
2021/8/13,14:00,609,2021-08-13 14:00:00
2021/8/13,15:00,608,2021-08-13 15:00:00
2021/8/13,16:00,611,2021-08-13 16:00:00
2021/8/13,17:00,630,2021-08-13 17:00:00
2021/8/13,18:00,630,2021-08-13 18:00:00
2021/8/13,19:00,614,2021-08-13 19:00:00
2021/8/13,20:00,595,2021-08-13 20:00:00
2021/8/13,21:00,562,2021-08-13 21:00:00
2021/8/13,22:00,543,2021-08-13 22:00:00
2021/8/13,23:00,530,2021-08-13 23:00:00
2021/8/14,0:00,508,2021-08-14 0:00:00
2021/8/14,1:00,488,2021-08-14 1:00:00
2021/8/14,2:00,508,2021-08-14 2:00:00
2021/8/14,3:00,537,2021-08-14 3:00:00
2021/8/14,4:00,549,2021-08-14 4:00:00
2021/8/14,5:00,545,2021-08-14 5:00:00
2021/8/14,6:00,527,2021-08-14 6:00:00
2021/8/14,7:00,539,2021-08-14 7:00:00
2021/8/14,8:00,566,2021-08-14 8:00:00
2021/8/14,9:00,585,2021-08-14 9:00:00
2021/8/14,10:00,587,2021-08-14 10:00:00
2021/8/14,11:00,591,2021-08-14 11:00:00
2021/8/14,12:00,582,2021-08-14 12:00:00
2021/8/14,13:00,580,2021-08-14 13:00:00
2021/8/14,14:00,569,2021-08-14 14:00:00
2021/8/14,15:00,569,2021-08-14 15:00:00
2021/8/14,16:00,574,2021-08-14 16:00:00
2021/8/14,17:00,591,2021-08-14 17:00:00
2021/8/14,18:00,599,2021-08-14 18:00:00
2021/8/14,19:00,580,2021-08-14 19:00:00
2021/8/14,20:00,546,2021-08-14 20:00:00
2021/8/14,21:00,540,2021-08-14 21:00:00
2021/8/14,22:00,527,2021-08-14 22:00:00
2021/8/14,23:00,500,2021-08-14 23:00:00
2021/8/15,0:00,483,2021-08-15 0:00:00
2021/8/15,1:00,466,2021-08-15 1:00:00
2021/8/15,2:00,482,2021-08-15 2:00:00
2021/8/15,3:00,516,2021-08-15 3:00:00
2021/8/15,4:00,538,2021-08-15 4:00:00
2021/8/15,5:00,534,2021-08-15 5:00:00
2021/8/15,6:00,499,2021-08-15 6:00:00
2021/8/15,7:00,494,2021-08-15 7:00:00
2021/8/15,8:00,522,2021-08-15 8:00:00
2021/8/15,9:00,538,2021-08-15 9:00:00
2021/8/15,10:00,556,2021-08-15 10:00:00
2021/8/15,11:00,592,2021-08-15 11:00:00
2021/8/15,12:00,614,2021-08-15 12:00:00
2021/8/15,13:00,623,2021-08-15 13:00:00
2021/8/15,14:00,627,2021-08-15 14:00:00
2021/8/15,15:00,617,2021-08-15 15:00:00
2021/8/15,16:00,609,2021-08-15 16:00:00
2021/8/15,17:00,624,2021-08-15 17:00:00
2021/8/15,18:00,639,2021-08-15 18:00:00
2021/8/15,19:00,638,2021-08-15 19:00:00
2021/8/15,20:00,620,2021-08-15 20:00:00
2021/8/15,21:00,588,2021-08-15 21:00:00
2021/8/15,22:00,559,2021-08-15 22:00:00
2021/8/15,23:00,529,2021-08-15 23:00:00
2021/8/16,0:00,515,2021-08-16 0:00:00
2021/8/16,1:00,489,2021-08-16 1:00:00
2021/8/16,2:00,504,2021-08-16 2:00:00
2021/8/16,3:00,527,2021-08-16 3:00:00
2021/8/16,4:00,535,2021-08-16 4:00:00
2021/8/16,5:00,538,2021-08-16 5:00:00
2021/8/16,6:00,530,2021-08-16 6:00:00
2021/8/16,7:00,553,2021-08-16 7:00:00
2021/8/16,8:00,619,2021-08-16 8:00:00
2021/8/16,9:00,664,2021-08-16 9:00:00
2021/8/16,10:00,677,2021-08-16 10:00:00
2021/8/16,11:00,691,2021-08-16 11:00:00
2021/8/16,12:00,677,2021-08-16 12:00:00
2021/8/16,13:00,699,2021-08-16 13:00:00
2021/8/16,14:00,691,2021-08-16 14:00:00
2021/8/16,15:00,696,2021-08-16 15:00:00
2021/8/16,16:00,700,2021-08-16 16:00:00
2021/8/16,17:00,685,2021-08-16 17:00:00
2021/8/16,18:00,685,2021-08-16 18:00:00
2021/8/16,19:00,668,2021-08-16 19:00:00
2021/8/16,20:00,630,2021-08-16 20:00:00
2021/8/16,21:00,596,2021-08-16 21:00:00
2021/8/16,22:00,581,2021-08-16 22:00:00
2021/8/16,23:00,563,2021-08-16 23:00:00
2021/8/17,0:00,531,2021-08-17 0:00:00
2021/8/17,1:00,522,2021-08-17 1:00:00
2021/8/17,2:00,525,2021-08-17 2:00:00
2021/8/17,3:00,547,2021-08-17 3:00:00
2021/8/17,4:00,569,2021-08-17 4:00:00
2021/8/17,5:00,577,2021-08-17 5:00:00
2021/8/17,6:00,578,2021-08-17 6:00:00
2021/8/17,7:00,615,2021-08-17 7:00:00
2021/8/17,8:00,694,2021-08-17 8:00:00
2021/8/17,9:00,767,2021-08-17 9:00:00
2021/8/17,10:00,770,2021-08-17 10:00:00
2021/8/17,11:00,786,2021-08-17 11:00:00
2021/8/17,12:00,734,2021-08-17 12:00:00
2021/8/17,13:00,762,2021-08-17 13:00:00
2021/8/17,14:00,770,2021-08-17 14:00:00
2021/8/17,15:00,745,2021-08-17 15:00:00
2021/8/17,16:00,746,2021-08-17 16:00:00
2021/8/17,17:00,722,2021-08-17 17:00:00
2021/8/17,18:00,719,2021-08-17 18:00:00
2021/8/17,19:00,689,2021-08-17 19:00:00
2021/8/17,20:00,659,2021-08-17 20:00:00
2021/8/17,21:00,624,2021-08-17 21:00:00
2021/8/17,22:00,609,2021-08-17 22:00:00
2021/8/17,23:00,590,2021-08-17 23:00:00
2021/8/18,0:00,562,2021-08-18 0:00:00
2021/8/18,1:00,540,2021-08-18 1:00:00
2021/8/18,2:00,553,2021-08-18 2:00:00
2021/8/18,3:00,583,2021-08-18 3:00:00
2021/8/18,4:00,600,2021-08-18 4:00:00
2021/8/18,5:00,587,2021-08-18 5:00:00
2021/8/18,6:00,594,2021-08-18 6:00:00
2021/8/18,7:00,625,2021-08-18 7:00:00
2021/8/18,8:00,713,2021-08-18 8:00:00
2021/8/18,9:00,773,2021-08-18 9:00:00
2021/8/18,10:00,792,2021-08-18 10:00:00
2021/8/18,11:00,791,2021-08-18 11:00:00
2021/8/18,12:00,762,2021-08-18 12:00:00
2021/8/18,13:00,783,2021-08-18 13:00:00
2021/8/18,14:00,782,2021-08-18 14:00:00
2021/8/18,15:00,765,2021-08-18 15:00:00
2021/8/18,16:00,756,2021-08-18 16:00:00
2021/8/18,17:00,740,2021-08-18 17:00:00
2021/8/18,18:00,735,2021-08-18 18:00:00
2021/8/18,19:00,700,2021-08-18 19:00:00
2021/8/18,20:00,670,2021-08-18 20:00:00
2021/8/18,21:00,649,2021-08-18 21:00:00
2021/8/18,22:00,628,2021-08-18 22:00:00
2021/8/18,23:00,601,2021-08-18 23:00:00
2021/8/19,0:00,577,2021-08-19 0:00:00
2021/8/19,1:00,552,2021-08-19 1:00:00
2021/8/19,2:00,562,2021-08-19 2:00:00
2021/8/19,3:00,597,2021-08-19 3:00:00
2021/8/19,4:00,626,2021-08-19 4:00:00
2021/8/19,5:00,623,2021-08-19 5:00:00
2021/8/19,6:00,619,2021-08-19 6:00:00
2021/8/19,7:00,661,2021-08-19 7:00:00
2021/8/19,8:00,741,2021-08-19 8:00:00
2021/8/19,9:00,786,2021-08-19 9:00:00
2021/8/19,10:00,801,2021-08-19 10:00:00
2021/8/19,11:00,807,2021-08-19 11:00:00
2021/8/19,12:00,781,2021-08-19 12:00:00
2021/8/19,13:00,820,2021-08-19 13:00:00
2021/8/19,14:00,816,2021-08-19 14:00:00
2021/8/19,15:00,803,2021-08-19 15:00:00
2021/8/19,16:00,796,2021-08-19 16:00:00
2021/8/19,17:00,756,2021-08-19 17:00:00
2021/8/19,18:00,747,2021-08-19 18:00:00
2021/8/19,19:00,722,2021-08-19 19:00:00
2021/8/19,20:00,685,2021-08-19 20:00:00
2021/8/19,21:00,651,2021-08-19 21:00:00
2021/8/19,22:00,627,2021-08-19 22:00:00
2021/8/19,23:00,608,2021-08-19 23:00:00
2021/8/20,0:00,586,2021-08-20 0:00:00
2021/8/20,1:00,560,2021-08-20 1:00:00
2021/8/20,2:00,569,2021-08-20 2:00:00
2021/8/20,3:00,617,2021-08-20 3:00:00
2021/8/20,4:00,634,2021-08-20 4:00:00
2021/8/20,5:00,636,2021-08-20 5:00:00
2021/8/20,6:00,640,2021-08-20 6:00:00
2021/8/20,7:00,664,2021-08-20 7:00:00
2021/8/20,8:00,743,2021-08-20 8:00:00
2021/8/20,9:00,809,2021-08-20 9:00:00
2021/8/20,10:00,825,2021-08-20 10:00:00
2021/8/20,11:00,824,2021-08-20 11:00:00
2021/8/20,12:00,787,2021-08-20 12:00:00
2021/8/20,13:00,831,2021-08-20 13:00:00
2021/8/20,14:00,826,2021-08-20 14:00:00
2021/8/20,15:00,823,2021-08-20 15:00:00
2021/8/20,16:00,813,2021-08-20 16:00:00
2021/8/20,17:00,770,2021-08-20 17:00:00
2021/8/20,18:00,758,2021-08-20 18:00:00
2021/8/20,19:00,733,2021-08-20 19:00:00
2021/8/20,20:00,695,2021-08-20 20:00:00
2021/8/20,21:00,662,2021-08-20 21:00:00
2021/8/20,22:00,645,2021-08-20 22:00:00
2021/8/20,23:00,618,2021-08-20 23:00:00
2021/8/21,0:00,585,2021-08-21 0:00:00
2021/8/21,1:00,564,2021-08-21 1:00:00
2021/8/21,2:00,565,2021-08-21 2:00:00
2021/8/21,3:00,606,2021-08-21 3:00:00
2021/8/21,4:00,615,2021-08-21 4:00:00
2021/8/21,5:00,603,2021-08-21 5:00:00
2021/8/21,6:00,584,2021-08-21 6:00:00
2021/8/21,7:00,600,2021-08-21 7:00:00
2021/8/21,8:00,640,2021-08-21 8:00:00
2021/8/21,9:00,688,2021-08-21 9:00:00
2021/8/21,10:00,703,2021-08-21 10:00:00
2021/8/21,11:00,721,2021-08-21 11:00:00
2021/8/21,12:00,715,2021-08-21 12:00:00
2021/8/21,13:00,740,2021-08-21 13:00:00
2021/8/21,14:00,727,2021-08-21 14:00:00
2021/8/21,15:00,709,2021-08-21 15:00:00
2021/8/21,16:00,714,2021-08-21 16:00:00
2021/8/21,17:00,720,2021-08-21 17:00:00
2021/8/21,18:00,729,2021-08-21 18:00:00
2021/8/21,19:00,715,2021-08-21 19:00:00
2021/8/21,20:00,675,2021-08-21 20:00:00
2021/8/21,21:00,643,2021-08-21 21:00:00
2021/8/21,22:00,626,2021-08-21 22:00:00
2021/8/21,23:00,591,2021-08-21 23:00:00
2021/8/22,0:00,576,2021-08-22 0:00:00
2021/8/22,1:00,543,2021-08-22 1:00:00
2021/8/22,2:00,546,2021-08-22 2:00:00
2021/8/22,3:00,582,2021-08-22 3:00:00
2021/8/22,4:00,602,2021-08-22 4:00:00
2021/8/22,5:00,586,2021-08-22 5:00:00
2021/8/22,6:00,567,2021-08-22 6:00:00
2021/8/22,7:00,578,2021-08-22 7:00:00
2021/8/22,8:00,624,2021-08-22 8:00:00
2021/8/22,9:00,657,2021-08-22 9:00:00
2021/8/22,10:00,685,2021-08-22 10:00:00
2021/8/22,11:00,708,2021-08-22 11:00:00
2021/8/22,12:00,702,2021-08-22 12:00:00
2021/8/22,13:00,712,2021-08-22 13:00:00
2021/8/22,14:00,705,2021-08-22 14:00:00
2021/8/22,15:00,694,2021-08-22 15:00:00
2021/8/22,16:00,694,2021-08-22 16:00:00
2021/8/22,17:00,710,2021-08-22 17:00:00
2021/8/22,18:00,715,2021-08-22 18:00:00
2021/8/22,19:00,701,2021-08-22 19:00:00
2021/8/22,20:00,669,2021-08-22 20:00:00
2021/8/22,21:00,629,2021-08-22 21:00:00
2021/8/22,22:00,598,2021-08-22 22:00:00
2021/8/22,23:00,583,2021-08-22 23:00:00
2021/8/23,0:00,556,2021-08-23 0:00:00
2021/8/23,1:00,523,2021-08-23 1:00:00
2021/8/23,2:00,540,2021-08-23 2:00:00
2021/8/23,3:00,574,2021-08-23 3:00:00
2021/8/23,4:00,592,2021-08-23 4:00:00
2021/8/23,5:00,597,2021-08-23 5:00:00
2021/8/23,6:00,598,2021-08-23 6:00:00
2021/8/23,7:00,639,2021-08-23 7:00:00
2021/8/23,8:00,751,2021-08-23 8:00:00
2021/8/23,9:00,831,2021-08-23 9:00:00
2021/8/23,10:00,864,2021-08-23 10:00:00
2021/8/23,11:00,895,2021-08-23 11:00:00
2021/8/23,12:00,868,2021-08-23 12:00:00
2021/8/23,13:00,928,2021-08-23 13:00:00
2021/8/23,14:00,944,2021-08-23 14:00:00
2021/8/23,15:00,953,2021-08-23 15:00:00
2021/8/23,16:00,928,2021-08-23 16:00:00
2021/8/23,17:00,861,2021-08-23 17:00:00
2021/8/23,18:00,835,2021-08-23 18:00:00
2021/8/23,19:00,794,2021-08-23 19:00:00
2021/8/23,20:00,745,2021-08-23 20:00:00
2021/8/23,21:00,713,2021-08-23 21:00:00
2021/8/23,22:00,672,2021-08-23 22:00:00
2021/8/23,23:00,636,2021-08-23 23:00:00
2021/8/24,0:00,598,2021-08-24 0:00:00
2021/8/24,1:00,565,2021-08-24 1:00:00
2021/8/24,2:00,579,2021-08-24 2:00:00
2021/8/24,3:00,604,2021-08-24 3:00:00
2021/8/24,4:00,619,2021-08-24 4:00:00
2021/8/24,5:00,619,2021-08-24 5:00:00
2021/8/24,6:00,633,2021-08-24 6:00:00
2021/8/24,7:00,681,2021-08-24 7:00:00
2021/8/24,8:00,783,2021-08-24 8:00:00
2021/8/24,9:00,846,2021-08-24 9:00:00
2021/8/24,10:00,858,2021-08-24 10:00:00
2021/8/24,11:00,869,2021-08-24 11:00:00
2021/8/24,12:00,836,2021-08-24 12:00:00
2021/8/24,13:00,884,2021-08-24 13:00:00
2021/8/24,14:00,875,2021-08-24 14:00:00
2021/8/24,15:00,861,2021-08-24 15:00:00
2021/8/24,16:00,849,2021-08-24 16:00:00
2021/8/24,17:00,814,2021-08-24 17:00:00
2021/8/24,18:00,801,2021-08-24 18:00:00
2021/8/24,19:00,764,2021-08-24 19:00:00
2021/8/24,20:00,725,2021-08-24 20:00:00
2021/8/24,21:00,682,2021-08-24 21:00:00
2021/8/24,22:00,656,2021-08-24 22:00:00
2021/8/24,23:00,624,2021-08-24 23:00:00
2021/8/25,0:00,588,2021-08-25 0:00:00
2021/8/25,1:00,564,2021-08-25 1:00:00
2021/8/25,2:00,574,2021-08-25 2:00:00
2021/8/25,3:00,601,2021-08-25 3:00:00
2021/8/25,4:00,625,2021-08-25 4:00:00
2021/8/25,5:00,626,2021-08-25 5:00:00
2021/8/25,6:00,634,2021-08-25 6:00:00
2021/8/25,7:00,676,2021-08-25 7:00:00
2021/8/25,8:00,789,2021-08-25 8:00:00
2021/8/25,9:00,874,2021-08-25 9:00:00
2021/8/25,10:00,912,2021-08-25 10:00:00
2021/8/25,11:00,946,2021-08-25 11:00:00
2021/8/25,12:00,928,2021-08-25 12:00:00
2021/8/25,13:00,970,2021-08-25 13:00:00
2021/8/25,14:00,970,2021-08-25 14:00:00
2021/8/25,15:00,966,2021-08-25 15:00:00
2021/8/25,16:00,957,2021-08-25 16:00:00
2021/8/25,17:00,890,2021-08-25 17:00:00
2021/8/25,18:00,858,2021-08-25 18:00:00
2021/8/25,19:00,821,2021-08-25 19:00:00
2021/8/25,20:00,767,2021-08-25 20:00:00
2021/8/25,21:00,722,2021-08-25 21:00:00
2021/8/25,22:00,676,2021-08-25 22:00:00
2021/8/25,23:00,646,2021-08-25 23:00:00
2021/8/26,0:00,606,2021-08-26 0:00:00
2021/8/26,1:00,580,2021-08-26 1:00:00
2021/8/26,2:00,587,2021-08-26 2:00:00
2021/8/26,3:00,609,2021-08-26 3:00:00
2021/8/26,4:00,624,2021-08-26 4:00:00
2021/8/26,5:00,627,2021-08-26 5:00:00
2021/8/26,6:00,645,2021-08-26 6:00:00
2021/8/26,7:00,698,2021-08-26 7:00:00
2021/8/26,8:00,819,2021-08-26 8:00:00
2021/8/26,9:00,904,2021-08-26 9:00:00
2021/8/26,10:00,938,2021-08-26 10:00:00
2021/8/26,11:00,962,2021-08-26 11:00:00
2021/8/26,12:00,941,2021-08-26 12:00:00
2021/8/26,13:00,979,2021-08-26 13:00:00
2021/8/26,14:00,970,2021-08-26 14:00:00
2021/8/26,15:00,942,2021-08-26 15:00:00
2021/8/26,16:00,931,2021-08-26 16:00:00
2021/8/26,17:00,898,2021-08-26 17:00:00
2021/8/26,18:00,865,2021-08-26 18:00:00
2021/8/26,19:00,821,2021-08-26 19:00:00
2021/8/26,20:00,772,2021-08-26 20:00:00
2021/8/26,21:00,729,2021-08-26 21:00:00
2021/8/26,22:00,690,2021-08-26 22:00:00
2021/8/26,23:00,656,2021-08-26 23:00:00
2021/8/27,0:00,607,2021-08-27 0:00:00
2021/8/27,1:00,577,2021-08-27 1:00:00
2021/8/27,2:00,590,2021-08-27 2:00:00
2021/8/27,3:00,616,2021-08-27 3:00:00
2021/8/27,4:00,625,2021-08-27 4:00:00
2021/8/27,5:00,624,2021-08-27 5:00:00
2021/8/27,6:00,634,2021-08-27 6:00:00
2021/8/27,7:00,689,2021-08-27 7:00:00
2021/8/27,8:00,790,2021-08-27 8:00:00
2021/8/27,9:00,881,2021-08-27 9:00:00
2021/8/27,10:00,928,2021-08-27 10:00:00
2021/8/27,11:00,952,2021-08-27 11:00:00
2021/8/27,12:00,935,2021-08-27 12:00:00
2021/8/27,13:00,971,2021-08-27 13:00:00
2021/8/27,14:00,969,2021-08-27 14:00:00
2021/8/27,15:00,956,2021-08-27 15:00:00
2021/8/27,16:00,949,2021-08-27 16:00:00
2021/8/27,17:00,894,2021-08-27 17:00:00
2021/8/27,18:00,862,2021-08-27 18:00:00
2021/8/27,19:00,823,2021-08-27 19:00:00
2021/8/27,20:00,768,2021-08-27 20:00:00
2021/8/27,21:00,722,2021-08-27 21:00:00
2021/8/27,22:00,680,2021-08-27 22:00:00
2021/8/27,23:00,652,2021-08-27 23:00:00
2021/8/28,0:00,617,2021-08-28 0:00:00
2021/8/28,1:00,586,2021-08-28 1:00:00
2021/8/28,2:00,585,2021-08-28 2:00:00
2021/8/28,3:00,602,2021-08-28 3:00:00
2021/8/28,4:00,614,2021-08-28 4:00:00
2021/8/28,5:00,600,2021-08-28 5:00:00
2021/8/28,6:00,595,2021-08-28 6:00:00
2021/8/28,7:00,618,2021-08-28 7:00:00
2021/8/28,8:00,689,2021-08-28 8:00:00
2021/8/28,9:00,753,2021-08-28 9:00:00
2021/8/28,10:00,796,2021-08-28 10:00:00
2021/8/28,11:00,815,2021-08-28 11:00:00
2021/8/28,12:00,815,2021-08-28 12:00:00
2021/8/28,13:00,822,2021-08-28 13:00:00
2021/8/28,14:00,814,2021-08-28 14:00:00
2021/8/28,15:00,819,2021-08-28 15:00:00
2021/8/28,16:00,808,2021-08-28 16:00:00
2021/8/28,17:00,795,2021-08-28 17:00:00
2021/8/28,18:00,785,2021-08-28 18:00:00
2021/8/28,19:00,761,2021-08-28 19:00:00
2021/8/28,20:00,713,2021-08-28 20:00:00
2021/8/28,21:00,675,2021-08-28 21:00:00
2021/8/28,22:00,643,2021-08-28 22:00:00
2021/8/28,23:00,611,2021-08-28 23:00:00
2021/8/29,0:00,583,2021-08-29 0:00:00
2021/8/29,1:00,553,2021-08-29 1:00:00
2021/8/29,2:00,554,2021-08-29 2:00:00
2021/8/29,3:00,583,2021-08-29 3:00:00
2021/8/29,4:00,594,2021-08-29 4:00:00
2021/8/29,5:00,582,2021-08-29 5:00:00
2021/8/29,6:00,569,2021-08-29 6:00:00
2021/8/29,7:00,589,2021-08-29 7:00:00
2021/8/29,8:00,634,2021-08-29 8:00:00
2021/8/29,9:00,675,2021-08-29 9:00:00
2021/8/29,10:00,714,2021-08-29 10:00:00
2021/8/29,11:00,751,2021-08-29 11:00:00
2021/8/29,12:00,770,2021-08-29 12:00:00
2021/8/29,13:00,780,2021-08-29 13:00:00
2021/8/29,14:00,780,2021-08-29 14:00:00
2021/8/29,15:00,778,2021-08-29 15:00:00
2021/8/29,16:00,784,2021-08-29 16:00:00
2021/8/29,17:00,794,2021-08-29 17:00:00
2021/8/29,18:00,778,2021-08-29 18:00:00
2021/8/29,19:00,754,2021-08-29 19:00:00
2021/8/29,20:00,718,2021-08-29 20:00:00
2021/8/29,21:00,681,2021-08-29 21:00:00
2021/8/29,22:00,643,2021-08-29 22:00:00
2021/8/29,23:00,605,2021-08-29 23:00:00
2021/8/30,0:00,571,2021-08-30 0:00:00
2021/8/30,1:00,538,2021-08-30 1:00:00
2021/8/30,2:00,554,2021-08-30 2:00:00
2021/8/30,3:00,575,2021-08-30 3:00:00
2021/8/30,4:00,595,2021-08-30 4:00:00
2021/8/30,5:00,598,2021-08-30 5:00:00
2021/8/30,6:00,624,2021-08-30 6:00:00
2021/8/30,7:00,683,2021-08-30 7:00:00
2021/8/30,8:00,799,2021-08-30 8:00:00
2021/8/30,9:00,884,2021-08-30 9:00:00
2021/8/30,10:00,920,2021-08-30 10:00:00
2021/8/30,11:00,943,2021-08-30 11:00:00
2021/8/30,12:00,940,2021-08-30 12:00:00
2021/8/30,13:00,989,2021-08-30 13:00:00
2021/8/30,14:00,1001,2021-08-30 14:00:00
2021/8/30,15:00,997,2021-08-30 15:00:00
2021/8/30,16:00,954,2021-08-30 16:00:00
2021/8/30,17:00,888,2021-08-30 17:00:00
2021/8/30,18:00,874,2021-08-30 18:00:00
2021/8/30,19:00,825,2021-08-30 19:00:00
2021/8/30,20:00,772,2021-08-30 20:00:00
2021/8/30,21:00,727,2021-08-30 21:00:00
2021/8/30,22:00,696,2021-08-30 22:00:00
2021/8/30,23:00,658,2021-08-30 23:00:00
2021/8/31,0:00,614,2021-08-31 0:00:00
2021/8/31,1:00,579,2021-08-31 1:00:00
2021/8/31,2:00,593,2021-08-31 2:00:00
2021/8/31,3:00,617,2021-08-31 3:00:00
2021/8/31,4:00,630,2021-08-31 4:00:00
2021/8/31,5:00,640,2021-08-31 5:00:00
2021/8/31,6:00,647,2021-08-31 6:00:00
2021/8/31,7:00,695,2021-08-31 7:00:00
2021/8/31,8:00,815,2021-08-31 8:00:00
2021/8/31,9:00,901,2021-08-31 9:00:00
2021/8/31,10:00,940,2021-08-31 10:00:00
2021/8/31,11:00,964,2021-08-31 11:00:00
2021/8/31,12:00,956,2021-08-31 12:00:00
2021/8/31,13:00,992,2021-08-31 13:00:00
2021/8/31,14:00,996,2021-08-31 14:00:00
2021/8/31,15:00,978,2021-08-31 15:00:00
2021/8/31,16:00,953,2021-08-31 16:00:00
2021/8/31,17:00,902,2021-08-31 17:00:00
2021/8/31,18:00,870,2021-08-31 18:00:00
2021/8/31,19:00,822,2021-08-31 19:00:00
2021/8/31,20:00,772,2021-08-31 20:00:00
2021/8/31,21:00,725,2021-08-31 21:00:00
2021/8/31,22:00,693,2021-08-31 22:00:00
2021/8/31,23:00,651,2021-08-31 23:00:00
2021/9/1,0:00,609,2021-09-01 0:00:00
2021/9/1,1:00,574,2021-09-01 1:00:00
2021/9/1,2:00,579,2021-09-01 2:00:00
2021/9/1,3:00,594,2021-09-01 3:00:00
2021/9/1,4:00,619,2021-09-01 4:00:00
2021/9/1,5:00,622,2021-09-01 5:00:00
2021/9/1,6:00,643,2021-09-01 6:00:00
2021/9/1,7:00,675,2021-09-01 7:00:00
2021/9/1,8:00,782,2021-09-01 8:00:00
2021/9/1,9:00,867,2021-09-01 9:00:00
2021/9/1,10:00,877,2021-09-01 10:00:00
2021/9/1,11:00,906,2021-09-01 11:00:00
2021/9/1,12:00,900,2021-09-01 12:00:00
2021/9/1,13:00,917,2021-09-01 13:00:00
2021/9/1,14:00,907,2021-09-01 14:00:00
2021/9/1,15:00,889,2021-09-01 15:00:00
2021/9/1,16:00,885,2021-09-01 16:00:00
2021/9/1,17:00,834,2021-09-01 17:00:00
2021/9/1,18:00,823,2021-09-01 18:00:00
2021/9/1,19:00,788,2021-09-01 19:00:00
2021/9/1,20:00,736,2021-09-01 20:00:00
2021/9/1,21:00,700,2021-09-01 21:00:00
2021/9/1,22:00,676,2021-09-01 22:00:00
2021/9/1,23:00,647,2021-09-01 23:00:00
2021/9/2,0:00,613,2021-09-02 0:00:00
2021/9/2,1:00,579,2021-09-02 1:00:00
2021/9/2,2:00,595,2021-09-02 2:00:00
2021/9/2,3:00,611,2021-09-02 3:00:00
2021/9/2,4:00,625,2021-09-02 4:00:00
2021/9/2,5:00,616,2021-09-02 5:00:00
2021/9/2,6:00,630,2021-09-02 6:00:00
2021/9/2,7:00,673,2021-09-02 7:00:00
2021/9/2,8:00,768,2021-09-02 8:00:00
2021/9/2,9:00,829,2021-09-02 9:00:00
2021/9/2,10:00,840,2021-09-02 10:00:00
2021/9/2,11:00,825,2021-09-02 11:00:00
2021/9/2,12:00,787,2021-09-02 12:00:00
2021/9/2,13:00,819,2021-09-02 13:00:00
2021/9/2,14:00,822,2021-09-02 14:00:00
2021/9/2,15:00,801,2021-09-02 15:00:00
2021/9/2,16:00,797,2021-09-02 16:00:00
2021/9/2,17:00,765,2021-09-02 17:00:00
2021/9/2,18:00,746,2021-09-02 18:00:00
2021/9/2,19:00,710,2021-09-02 19:00:00
2021/9/2,20:00,672,2021-09-02 20:00:00
2021/9/2,21:00,643,2021-09-02 21:00:00
2021/9/2,22:00,618,2021-09-02 22:00:00
2021/9/2,23:00,596,2021-09-02 23:00:00
2021/9/3,0:00,575,2021-09-03 0:00:00
2021/9/3,1:00,549,2021-09-03 1:00:00
2021/9/3,2:00,562,2021-09-03 2:00:00
2021/9/3,3:00,589,2021-09-03 3:00:00
2021/9/3,4:00,618,2021-09-03 4:00:00
2021/9/3,5:00,622,2021-09-03 5:00:00
2021/9/3,6:00,638,2021-09-03 6:00:00
2021/9/3,7:00,675,2021-09-03 7:00:00
2021/9/3,8:00,742,2021-09-03 8:00:00
2021/9/3,9:00,809,2021-09-03 9:00:00
2021/9/3,10:00,810,2021-09-03 10:00:00
2021/9/3,11:00,803,2021-09-03 11:00:00
2021/9/3,12:00,740,2021-09-03 12:00:00
2021/9/3,13:00,766,2021-09-03 13:00:00
2021/9/3,14:00,758,2021-09-03 14:00:00
2021/9/3,15:00,747,2021-09-03 15:00:00
2021/9/3,16:00,747,2021-09-03 16:00:00
2021/9/3,17:00,718,2021-09-03 17:00:00
2021/9/3,18:00,710,2021-09-03 18:00:00
2021/9/3,19:00,684,2021-09-03 19:00:00
2021/9/3,20:00,650,2021-09-03 20:00:00
2021/9/3,21:00,621,2021-09-03 21:00:00
2021/9/3,22:00,613,2021-09-03 22:00:00
2021/9/3,23:00,588,2021-09-03 23:00:00
2021/9/4,0:00,564,2021-09-04 0:00:00
2021/9/4,1:00,534,2021-09-04 1:00:00
2021/9/4,2:00,542,2021-09-04 2:00:00
2021/9/4,3:00,572,2021-09-04 3:00:00
