,,,,,,,,
,,,,,,,太陽光,風力
DATE_TIME,エリア需要〔MWh〕,原子力〔MWh〕,火力〔MWh〕,水力〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕,太陽光実績〔MWh〕,風力実績〔MWh〕
2021/5/14 0:00,12110,2957,6309,1831,0,0,0,7
2021/5/14 1:00,11676,2957,6421,1830,0,0,0,7
2021/5/14 2:00,12175,2957,6666,2148,0,0,0,7
2021/5/14 3:00,12767,2957,6718,2216,0,0,0,7
2021/5/14 4:00,12831,2958,6385,2216,0,0,0,7
2021/5/14 5:00,12464,2959,6071,2184,0,0,190,7
2021/5/14 6:00,12676,2959,5993,1926,0,0,795,8
2021/5/14 7:00,13801,2958,6578,1937,0,0,1098,8
2021/5/14 8:00,15047,2958,5863,1818,0,0,1888,12
2021/5/14 9:00,16465,2958,6203,1692,0,0,3460,16
2021/5/14 10:00,17219,2958,6174,1636,0,0,4255,19
2021/5/14 11:00,17504,2957,6106,1584,0,0,4397,21
2021/5/14 12:00,16814,2956,5847,1593,0,0,4296,21
2021/5/14 13:00,17549,2956,6120,1605,0,0,3973,17
2021/5/14 14:00,17566,2957,6240,1732,0,0,3338,16
2021/5/14 15:00,17354,2956,7302,2022,0,0,2404,15
2021/5/14 16:00,17133,2956,8004,2106,0,0,1481,11
2021/5/14 17:00,16330,2956,8208,2275,0,0,644,14
2021/5/14 18:00,15927,2956,7762,2346,0,0,122,19
2021/5/14 19:00,15511,2955,7435,2363,0,0,0,27
2021/5/14 20:00,14622,2955,6842,2372,0,0,0,24
2021/5/14 21:00,13933,2956,6790,2251,0,0,0,25
2021/5/14 22:00,13602,2956,6781,2203,0,0,0,31
2021/5/14 23:00,13040,2956,6378,2169,0,0,0,36
2021/5/15 0:00,12097,2956,6063,1897,0,0,0,37
2021/5/15 1:00,11639,2957,5730,1893,0,0,0,41
2021/5/15 2:00,12062,2957,6181,2012,0,0,0,39
2021/5/15 3:00,12628,2957,6092,2266,0,0,0,42
2021/5/15 4:00,12612,2958,5684,2348,0,0,0,54
2021/5/15 5:00,11973,2959,5383,2234,0,0,244,58
2021/5/15 6:00,11654,2959,5680,1833,0,0,938,76
2021/5/15 7:00,12158,2958,5720,1627,0,0,1908,83
2021/5/15 8:00,13299,2958,5599,1530,0,0,2851,99
2021/5/15 9:00,14364,2957,5440,1461,0,0,3421,135
2021/5/15 10:00,14910,2956,5253,1388,0,0,3701,148
2021/5/15 11:00,15136,2956,5302,1364,0,0,3694,175
2021/5/15 12:00,14940,2956,5430,1444,0,0,3001,187
2021/5/15 13:00,14861,2956,5566,1662,0,0,2055,189
2021/5/15 14:00,14726,2957,5878,2001,0,0,1449,185
2021/5/15 15:00,14438,2956,5985,1877,0,0,868,190
2021/5/15 16:00,14309,2956,5657,2182,0,0,483,187
2021/5/15 17:00,14366,2957,5689,2256,0,0,222,190
2021/5/15 18:00,14602,2957,6027,2326,0,0,39,166
2021/5/15 19:00,14352,2957,5762,2346,0,0,0,165
2021/5/15 20:00,13752,2957,5558,2352,0,0,0,173
2021/5/15 21:00,13110,2958,5463,2248,0,0,0,171
2021/5/15 22:00,12548,2958,5440,2162,0,0,0,164
2021/5/15 23:00,12084,2958,5490,2101,0,0,0,162
2021/5/16 0:00,11303,2959,5323,1857,0,0,0,155
2021/5/16 1:00,10901,2959,5356,1867,0,0,0,146
2021/5/16 2:00,11281,2959,5294,1911,0,0,0,139
2021/5/16 3:00,11960,2959,5733,2192,0,0,0,143
2021/5/16 4:00,11877,2958,5480,2194,0,0,0,132
2021/5/16 5:00,11343,2959,5264,2192,0,0,113,143
2021/5/16 6:00,11006,2959,5521,1831,0,0,357,145
2021/5/16 7:00,11279,2959,5277,1712,0,0,620,155
2021/5/16 8:00,12044,2959,5243,1722,0,0,894,155
2021/5/16 9:00,12777,2958,5427,1714,0,0,757,155
2021/5/16 10:00,13120,2958,5236,1698,0,0,733,140
2021/5/16 11:00,13367,2958,5013,1688,0,0,819,128
2021/5/16 12:00,13379,2957,5093,1706,0,0,1003,128
2021/5/16 13:00,13315,2958,5082,1684,0,0,1080,131
2021/5/16 14:00,13126,2958,5229,1915,0,0,1149,143
2021/5/16 15:00,13211,2958,5532,1816,0,0,1033,153
2021/5/16 16:00,13257,2958,5153,2090,0,0,666,159
2021/5/16 17:00,13662,2958,5574,2146,0,0,404,165
2021/5/16 18:00,14164,2958,5887,2234,0,0,108,170
2021/5/16 19:00,13973,2958,5693,2263,0,0,0,179
2021/5/16 20:00,13476,2959,5682,2235,0,0,0,200
2021/5/16 21:00,12918,2959,5520,2098,0,0,0,198
2021/5/16 22:00,12385,2959,5387,2047,0,0,0,202
2021/5/16 23:00,11973,2959,5524,2043,0,0,0,211
2021/5/17 0:00,11242,2959,5703,1818,0,0,0,215
2021/5/17 1:00,10927,2959,5863,1833,0,0,0,217
2021/5/17 2:00,11425,2959,5860,1838,0,0,0,211
2021/5/17 3:00,12047,2960,5994,1838,0,0,0,200
2021/5/17 4:00,12181,2959,6197,1839,0,0,0,181
2021/5/17 5:00,12064,2960,5791,1812,0,0,67,153
2021/5/17 6:00,12629,2960,5943,1762,0,0,304,152
2021/5/17 7:00,14028,2960,6521,1815,0,0,470,149
2021/5/17 8:00,16046,2958,8252,1892,0,0,561,149
2021/5/17 9:00,17656,2958,9268,1966,0,0,548,145
2021/5/17 10:00,18033,2958,9381,2008,0,0,648,140
2021/5/17 11:00,18011,2958,9301,2005,0,0,972,161
2021/5/17 12:00,17215,2958,8743,1932,0,0,1174,159
2021/5/17 13:00,18114,2957,9285,1907,0,0,1287,146
2021/5/17 14:00,18128,2957,9049,1836,0,0,1123,142
2021/5/17 15:00,18029,2956,9257,1849,0,0,607,132
2021/5/17 16:00,17898,2956,8970,1945,0,0,472,104
2021/5/17 17:00,17430,2958,8682,1982,0,0,370,69
2021/5/17 18:00,16994,2957,8907,1908,0,0,100,38
2021/5/17 19:00,16227,2958,8503,1901,0,0,0,36
2021/5/17 20:00,15313,2958,7902,1890,0,0,0,42
2021/5/17 21:00,14613,2958,7092,1887,0,0,0,53
2021/5/17 22:00,14057,2958,6827,1886,0,0,0,45
2021/5/17 23:00,13373,2959,6623,1873,0,0,0,44
2021/5/18 0:00,12457,2959,6832,1838,0,0,0,40
2021/5/18 1:00,11913,2959,6942,1803,0,0,0,43
2021/5/18 2:00,12263,2959,6879,1789,0,0,0,48
2021/5/18 3:00,12938,2959,7115,1784,0,0,0,45
2021/5/18 4:00,12929,2959,7007,1785,0,0,0,38
2021/5/18 5:00,12736,2958,7022,1764,0,0,179,31
2021/5/18 6:00,12991,2958,6673,1810,0,0,603,23
2021/5/18 7:00,13950,2957,7237,1845,0,0,1135,13
2021/5/18 8:00,15919,2957,7712,1879,0,0,1526,12
2021/5/18 9:00,17320,2957,7939,1937,0,0,2339,14
2021/5/18 10:00,17869,2957,8132,2015,0,0,2452,10
2021/5/18 11:00,17958,2957,8218,2131,0,0,2100,8
2021/5/18 12:00,17372,2956,8438,2080,0,0,1212,7
2021/5/18 13:00,17882,2956,8974,2360,0,0,530,10
2021/5/18 14:00,17752,2956,8539,2399,0,0,507,8
2021/5/18 15:00,17575,2956,8471,2193,0,0,470,8
2021/5/18 16:00,17580,2956,8851,2250,0,0,392,7
2021/5/18 17:00,17040,2958,8265,2253,0,0,239,8
2021/5/18 18:00,16593,2957,7760,2164,0,0,58,8
2021/5/18 19:00,15934,2957,7496,2151,0,0,0,6
2021/5/18 20:00,15072,2957,7042,2131,0,0,0,7
2021/5/18 21:00,14373,2958,6576,2125,0,0,0,8
2021/5/18 22:00,13826,2957,6570,2125,0,0,0,8
2021/5/18 23:00,13271,2958,6409,2111,0,0,0,9
2021/5/19 0:00,12355,2958,6403,2069,0,0,0,13
2021/5/19 1:00,11836,2958,6913,2058,0,0,0,21
2021/5/19 2:00,12274,2958,6780,2060,0,0,0,14
2021/5/19 3:00,12858,2958,6916,2158,0,0,0,16
2021/5/19 4:00,12952,2957,6804,2051,0,0,0,11
2021/5/19 5:00,12705,2958,6549,2046,0,0,92,10
2021/5/19 6:00,12962,2957,6501,2063,0,0,300,8
2021/5/19 7:00,14146,2957,7131,2120,0,0,432,6
2021/5/19 8:00,16155,2957,8122,2200,0,0,540,7
2021/5/19 9:00,17381,2957,8710,2319,0,0,535,8
2021/5/19 10:00,17636,2957,8325,2459,0,0,573,8
2021/5/19 11:00,17694,2957,7827,2470,0,0,739,11
2021/5/19 12:00,16850,2957,7386,2346,0,0,920,10
2021/5/19 13:00,17359,2956,7921,2666,0,0,907,13
2021/5/19 14:00,17397,2956,7408,2676,0,0,1058,10
2021/5/19 15:00,17197,2956,7108,2679,0,0,998,9
2021/5/19 16:00,17008,2956,7162,2686,0,0,790,8
2021/5/19 17:00,16475,2956,6972,2680,0,0,521,10
2021/5/19 18:00,16298,2957,7500,2599,0,0,160,9
2021/5/19 19:00,15838,2957,7177,2320,0,0,0,7
2021/5/19 20:00,15014,2957,6810,2276,0,0,0,6
2021/5/19 21:00,14371,2956,6775,2226,0,0,0,6
2021/5/19 22:00,13834,2956,6663,2209,0,0,0,6
2021/5/19 23:00,13197,2956,6579,2204,0,0,0,6
2021/5/20 0:00,12454,2957,5967,2264,0,0,0,6
2021/5/20 1:00,11910,2955,5952,2270,0,0,0,6
2021/5/20 2:00,12327,2956,6121,2267,0,0,0,8
2021/5/20 3:00,12932,2956,6219,2260,0,0,0,9
2021/5/20 4:00,12986,2956,5978,2258,0,0,0,13
2021/5/20 5:00,12727,2957,6031,2255,0,0,62,11
2021/5/20 6:00,13085,2957,5894,2256,0,0,336,18
2021/5/20 7:00,14003,2957,6137,2289,0,0,468,18
2021/5/20 8:00,15873,2956,7422,2436,0,0,505,22
2021/5/20 9:00,17001,2957,7728,2628,0,0,726,45
2021/5/20 10:00,16932,2957,7515,2644,0,0,1045,59
2021/5/20 11:00,17167,2957,7803,2650,0,0,936,80
2021/5/20 12:00,16554,2957,7385,2641,0,0,642,119
2021/5/20 13:00,17341,2957,7971,2643,0,0,531,129
2021/5/20 14:00,17449,2957,7882,2627,0,0,466,158
2021/5/20 15:00,17347,2957,7999,2624,0,0,354,170
2021/5/20 16:00,17359,2958,8134,2622,0,0,251,174
2021/5/20 17:00,16984,2958,7847,2627,0,0,166,180
2021/5/20 18:00,16732,2958,7759,2623,0,0,56,187
2021/5/20 19:00,16112,2958,7863,2637,0,0,0,189
2021/5/20 20:00,15312,2957,7182,2640,0,0,0,178
2021/5/20 21:00,14780,2958,6809,2621,0,0,0,153
2021/5/20 22:00,14248,2957,6560,2561,0,0,0,146
2021/5/20 23:00,13670,2958,6331,2519,0,0,0,156
2021/5/21 0:00,12777,2959,6059,2490,0,0,0,159
2021/5/21 1:00,12270,2959,6509,2444,0,0,0,183
2021/5/21 2:00,12743,2959,6919,2394,0,0,0,188
2021/5/21 3:00,13436,2958,6697,2346,0,0,0,175
2021/5/21 4:00,13408,2958,6616,2312,0,0,0,141
2021/5/21 5:00,13237,2959,6365,2322,0,0,67,132
2021/5/21 6:00,13590,2958,6658,2176,0,0,242,131
2021/5/21 7:00,14805,2958,6857,2101,0,0,307,148
2021/5/21 8:00,16674,2957,8057,2031,0,0,409,152
2021/5/21 9:00,17782,2957,9090,2010,0,0,570,138
2021/5/21 10:00,17954,2956,9137,1911,0,0,680,113
2021/5/21 11:00,17825,2956,8161,1947,0,0,1175,111
2021/5/21 12:00,16909,2956,6809,1962,0,0,1451,122
2021/5/21 13:00,17457,2955,8508,1946,0,0,1065,117
2021/5/21 14:00,17312,2956,8507,1959,0,0,739,94
2021/5/21 15:00,16913,2955,8185,1948,0,0,607,83
2021/5/21 16:00,16844,2956,8408,1958,0,0,382,105
2021/5/21 17:00,16411,2956,8323,1989,0,0,197,110
2021/5/21 18:00,16068,2956,8268,2006,0,0,43,94
2021/5/21 19:00,15484,2957,7680,2004,0,0,0,73
2021/5/21 20:00,14696,2956,7130,2024,0,0,0,65
2021/5/21 21:00,13996,2957,6521,2104,0,0,0,53
2021/5/21 22:00,13599,2957,6489,2135,0,0,0,42
2021/5/21 23:00,13209,2957,6271,2150,0,0,0,48
2021/5/22 0:00,12250,2957,5620,2094,0,0,0,34
2021/5/22 1:00,11748,2958,5656,2094,0,0,0,47
2021/5/22 2:00,12168,2958,5957,2116,0,0,0,36
2021/5/22 3:00,12696,2957,5983,2145,0,0,0,37
2021/5/22 4:00,12689,2957,6036,2162,0,0,1,33
2021/5/22 5:00,12188,2958,5256,2188,0,0,222,33
2021/5/22 6:00,11791,2958,4813,2219,0,0,801,44
2021/5/22 7:00,12079,2957,4574,2271,0,0,1256,58
2021/5/22 8:00,13045,2957,4653,2306,0,0,1729,65
2021/5/22 9:00,13793,2957,4225,2334,0,0,2061,55
2021/5/22 10:00,13914,2956,4075,2368,0,0,2584,54
2021/5/22 11:00,14176,2956,4269,2396,0,0,3214,44
2021/5/22 12:00,14108,2956,4471,2409,0,0,2707,33
2021/5/22 13:00,14023,2955,4617,2441,0,0,2195,39
2021/5/22 14:00,14017,2956,4709,2463,0,0,1948,35
2021/5/22 15:00,13900,2956,4993,2477,0,0,1441,30
2021/5/22 16:00,14024,2955,5083,2488,0,0,1145,30
2021/5/22 17:00,14161,2955,5609,2461,0,0,695,19
2021/5/22 18:00,14085,2954,5843,2418,0,0,179,7
2021/5/22 19:00,14081,2954,6267,2414,0,0,0,8
2021/5/22 20:00,13525,2955,5584,2418,0,0,0,7
2021/5/22 21:00,12966,2955,5181,2423,0,0,0,7
2021/5/22 22:00,12445,2955,5089,2398,0,0,0,8
2021/5/22 23:00,12018,2955,5023,2383,0,0,0,12
2021/5/23 0:00,11206,2955,4672,2350,0,0,0,13
2021/5/23 1:00,10778,2956,4708,2429,0,0,0,11
2021/5/23 2:00,11209,2955,4784,2428,0,0,0,13
2021/5/23 3:00,11916,2956,5169,2426,0,0,0,21
2021/5/23 4:00,11955,2956,5092,2426,0,0,1,28
2021/5/23 5:00,11485,2957,4679,2442,0,0,270,33
2021/5/23 6:00,11157,2957,4239,2428,0,0,1108,37
2021/5/23 7:00,11285,2957,3277,2473,0,0,2042,30
2021/5/23 8:00,11966,2957,2838,2489,0,0,2991,34
2021/5/23 9:00,12711,2957,2697,2519,0,0,3772,41
2021/5/23 10:00,12954,2956,2472,2550,0,0,4474,43
2021/5/23 11:00,13297,2956,2770,2543,0,0,4950,35
2021/5/23 12:00,13471,2955,2609,2538,0,0,4941,33
2021/5/23 13:00,13414,2955,2784,2562,0,0,4616,36
2021/5/23 14:00,13305,2956,2901,2604,0,0,3942,32
2021/5/23 15:00,13301,2955,3120,2595,0,0,3130,20
2021/5/23 16:00,13604,2954,3918,2572,0,0,2148,15
2021/5/23 17:00,14047,2953,4751,2662,0,0,1079,9
2021/5/23 18:00,14044,2953,5200,2665,0,0,215,7
2021/5/23 19:00,14124,2954,5542,2671,0,0,0,7
2021/5/23 20:00,13563,2954,5319,2673,0,0,0,7
2021/5/23 21:00,12979,2954,5104,2675,0,0,0,9
2021/5/23 22:00,12449,2954,5140,2670,0,0,0,10
2021/5/23 23:00,12058,2954,5112,2587,0,0,0,13
2021/5/24 0:00,11262,2954,5151,2569,0,0,0,14
2021/5/24 1:00,10841,2954,5243,2567,0,0,0,15
2021/5/24 2:00,11297,2954,5145,2567,0,0,0,12
2021/5/24 3:00,12036,2954,5365,2644,0,0,0,14
2021/5/24 4:00,12160,2955,4976,2641,0,0,1,15
2021/5/24 5:00,11989,2956,4785,2558,0,0,183,27
2021/5/24 6:00,12183,2956,4741,2559,0,0,689,39
2021/5/24 7:00,13351,2956,5699,2568,0,0,1045,36
2021/5/24 8:00,15247,2956,6483,2589,0,0,1449,34
2021/5/24 9:00,16405,2955,6767,2679,0,0,1571,30
2021/5/24 10:00,16873,2955,6981,2683,0,0,1466,35
2021/5/24 11:00,17049,2955,7063,2700,0,0,1261,28
2021/5/24 12:00,16269,2955,6788,2633,0,0,1107,22
2021/5/24 13:00,16988,2954,7945,2590,0,0,785,27
2021/5/24 14:00,17093,2954,8173,2637,0,0,697,40
2021/5/24 15:00,16892,2954,7795,2738,0,0,579,46
2021/5/24 16:00,16858,2955,7522,2755,0,0,464,18
2021/5/24 17:00,16359,2955,7188,2763,0,0,289,14
2021/5/24 18:00,16048,2954,7587,2771,0,0,90,19
2021/5/24 19:00,15417,2955,7005,2778,0,0,0,13
2021/5/24 20:00,14621,2953,6747,2778,0,0,0,8
2021/5/24 21:00,13954,2952,6227,2687,0,0,0,6
2021/5/24 22:00,13354,2953,5938,2687,0,0,0,7
2021/5/24 23:00,12786,2953,5853,2684,0,0,0,15
2021/5/25 0:00,12002,2945,5401,2668,0,0,0,35
2021/5/25 1:00,11609,2891,5449,2661,0,0,0,60
2021/5/25 2:00,12089,2917,5530,2744,0,0,0,87
2021/5/25 3:00,12719,2945,5644,2747,0,0,0,98
2021/5/25 4:00,12821,2950,5526,2746,0,0,1,95
2021/5/25 5:00,12469,2953,5179,2658,0,0,262,70
2021/5/25 6:00,12528,2953,5376,2656,0,0,920,43
2021/5/25 7:00,13658,2953,5009,2668,0,0,1759,22
2021/5/25 8:00,15551,2952,4616,2555,0,0,2812,22
2021/5/25 9:00,16719,2952,4343,2455,0,0,3686,27
2021/5/25 10:00,17157,2952,4451,2443,0,0,4278,29
2021/5/25 11:00,17390,2951,4800,2372,0,0,4550,23
2021/5/25 12:00,16465,2951,4911,2369,0,0,4157,20
2021/5/25 13:00,17192,2951,5498,2422,0,0,3892,19
2021/5/25 14:00,17301,2950,6061,2542,0,0,3305,22
2021/5/25 15:00,16705,2950,5930,2656,0,0,2545,33
2021/5/25 16:00,16987,2950,6751,2766,0,0,2028,41
2021/5/25 17:00,16370,2951,6489,2794,0,0,1037,37
2021/5/25 18:00,15940,2952,6874,2795,0,0,236,40
2021/5/25 19:00,15575,2952,6800,2802,0,0,0,54
2021/5/25 20:00,14801,2953,6303,2805,0,0,0,70
2021/5/25 21:00,14184,2953,6105,2773,0,0,0,77
2021/5/25 22:00,13638,2953,5952,2757,0,0,0,80
2021/5/25 23:00,13041,2953,5412,2667,0,0,0,95
2021/5/26 0:00,12120,2952,5012,2666,0,0,0,76
2021/5/26 1:00,11655,2899,4845,2666,0,0,0,73
2021/5/26 2:00,12063,2886,5323,2661,0,0,0,70
2021/5/26 3:00,12684,2911,5626,2757,0,0,0,74
2021/5/26 4:00,12819,2936,5643,2773,0,0,1,48
2021/5/26 5:00,12442,2951,5049,2657,0,0,166,25
2021/5/26 6:00,12375,2952,5116,2650,0,0,619,18
2021/5/26 7:00,13135,2952,5198,2660,0,0,1111,22
2021/5/26 8:00,14869,2952,5740,2666,0,0,1923,24
2021/5/26 9:00,16149,2952,5687,2744,0,0,2976,32
2021/5/26 10:00,16466,2952,6124,2755,0,0,2177,29
2021/5/26 11:00,16314,2952,5695,2678,0,0,2056,24
2021/5/26 12:00,15431,2951,5537,2680,0,0,3125,25
2021/5/26 13:00,16294,2951,5924,2682,0,0,2859,18
2021/5/26 14:00,16196,2950,5986,2676,0,0,2928,19
2021/5/26 15:00,16493,2950,6754,2691,0,0,2046,14
2021/5/26 16:00,16269,2951,6573,2798,0,0,996,18
2021/5/26 17:00,15844,2951,7157,2806,0,0,342,4
2021/5/26 18:00,15666,2951,7228,2823,0,0,73,9
2021/5/26 19:00,15272,2951,7039,2880,0,0,0,14
2021/5/26 20:00,14509,2951,6407,2877,0,0,0,28
2021/5/26 21:00,13963,2951,5959,2869,0,0,0,44
2021/5/26 22:00,13491,2952,5818,2792,0,0,0,66
2021/5/26 23:00,12958,2952,5670,2789,0,0,0,58
2021/5/27 0:00,12082,2952,5284,2791,0,0,0,58
2021/5/27 1:00,11657,2952,5494,2788,0,0,0,28
2021/5/27 2:00,12187,2952,5739,2788,0,0,0,17
2021/5/27 3:00,12829,2953,6033,2790,0,0,0,27
2021/5/27 4:00,12967,2953,6103,2788,0,0,0,50
2021/5/27 5:00,12735,2953,6132,2793,0,0,68,81
2021/5/27 6:00,13020,2954,5817,2794,0,0,291,118
2021/5/27 7:00,14099,2953,6438,2830,0,0,306,114
2021/5/27 8:00,15974,2953,7342,2848,0,0,366,87
2021/5/27 9:00,17177,2953,7689,2846,0,0,398,81
2021/5/27 10:00,17425,2953,7827,2818,0,0,396,91
2021/5/27 11:00,17220,2953,7470,2824,0,0,596,61
2021/5/27 12:00,16254,2953,7302,2827,0,0,1012,50
2021/5/27 13:00,16827,2953,7697,2819,0,0,997,45
2021/5/27 14:00,16843,2953,7433,2880,0,0,878,14
2021/5/27 15:00,16723,2953,7846,2905,0,0,707,4
2021/5/27 16:00,16664,2954,7837,2903,0,0,483,18
2021/5/27 17:00,16311,2954,7568,2878,0,0,317,38
2021/5/27 18:00,15903,2954,7806,2853,0,0,73,28
2021/5/27 19:00,15445,2955,7647,2845,0,0,0,31
2021/5/27 20:00,14718,2955,7255,2842,0,0,0,38
2021/5/27 21:00,14140,2955,6800,2846,0,0,0,19
2021/5/27 22:00,13497,2954,6550,2842,0,0,0,16
2021/5/27 23:00,12998,2955,5701,2818,0,0,0,19
2021/5/28 0:00,12138,2955,5033,2794,0,0,0,34
2021/5/28 1:00,11780,2954,5087,2797,0,0,0,52
2021/5/28 2:00,12244,2954,5208,2798,0,0,0,48
2021/5/28 3:00,12881,2954,5758,2845,0,0,0,46
2021/5/28 4:00,12955,2955,5546,2848,0,0,1,44
2021/5/28 5:00,12587,2955,4978,2851,0,0,190,38
2021/5/28 6:00,12646,2955,4835,2802,0,0,698,25
2021/5/28 7:00,13510,2955,5399,2807,0,0,1379,10
2021/5/28 8:00,15161,2955,5539,2808,0,0,2061,4
2021/5/28 9:00,16153,2954,5417,2874,0,0,2578,6
2021/5/28 10:00,16519,2953,5453,2889,0,0,2769,6
2021/5/28 11:00,16812,2953,5591,2900,0,0,3523,9
2021/5/28 12:00,15955,2953,5193,2855,0,0,3450,18
2021/5/28 13:00,16706,2952,6019,2856,0,0,2620,44
2021/5/28 14:00,16520,2953,6151,2854,0,0,1794,83
2021/5/28 15:00,16360,2952,6172,2819,0,0,1390,107
2021/5/28 16:00,16214,2953,6476,2828,0,0,767,120
2021/5/28 17:00,15810,2953,6549,2832,0,0,331,137
2021/5/28 18:00,15625,2954,6480,2907,0,0,72,133
2021/5/28 19:00,15281,2954,6346,2903,0,0,0,148
2021/5/28 20:00,14598,2954,5966,2906,0,0,0,160
2021/5/28 21:00,13996,2954,5527,2906,0,0,0,150
2021/5/28 22:00,13537,2954,5782,2830,0,0,0,152
2021/5/28 23:00,13051,2955,5067,2828,0,0,0,145
2021/5/29 0:00,12202,2955,4521,2823,0,0,0,151
2021/5/29 1:00,11766,2955,4487,2823,0,0,0,135
2021/5/29 2:00,12215,2955,4685,2900,0,0,0,113
2021/5/29 3:00,12800,2955,5178,2900,0,0,0,83
2021/5/29 4:00,12739,2954,5056,2904,0,0,2,63
2021/5/29 5:00,12087,2955,4322,2824,0,0,284,38
2021/5/29 6:00,12045,2955,3431,2826,0,0,1173,33
2021/5/29 7:00,12569,2954,3093,2815,0,0,2199,34
2021/5/29 8:00,13611,2953,2931,2787,0,0,3095,46
2021/5/29 9:00,14474,2953,2916,2785,0,0,3853,66
2021/5/29 10:00,14843,2952,2744,2779,0,0,4271,69
2021/5/29 11:00,14886,2952,2673,2742,0,0,4299,67
2021/5/29 12:00,14674,2953,2560,2728,0,0,4460,70
2021/5/29 13:00,14770,2953,2783,2724,0,0,4369,52
2021/5/29 14:00,14647,2952,2880,2722,0,0,3923,40
2021/5/29 15:00,14646,2952,3107,2740,0,0,3111,30
2021/5/29 16:00,14677,2951,3848,2762,0,0,2153,26
2021/5/29 17:00,14725,2951,4985,2842,0,0,1125,22
2021/5/29 18:00,14485,2952,5464,2846,0,0,285,21
2021/5/29 19:00,14390,2952,5366,2843,0,0,0,29
2021/5/29 20:00,13829,2952,5079,2846,0,0,0,29
2021/5/29 21:00,13170,2952,5093,2842,0,0,0,40
2021/5/29 22:00,12516,2952,4460,2839,0,0,0,41
2021/5/29 23:00,12076,2952,4172,2829,0,0,0,31
2021/5/30 0:00,11323,2953,3762,2725,0,0,0,33
2021/5/30 1:00,10833,2953,3994,2720,0,0,0,24
2021/5/30 2:00,11263,2953,4222,2716,0,0,0,22
2021/5/30 3:00,11853,2952,4527,2791,0,0,0,35
2021/5/30 4:00,11784,2953,4528,2780,0,0,2,29
2021/5/30 5:00,11213,2953,3987,2677,0,0,304,22
2021/5/30 6:00,10872,2953,3283,2654,0,0,1179,18
2021/5/30 7:00,11181,2953,2972,2653,0,0,2298,8
2021/5/30 8:00,11826,2953,2779,2613,0,0,3353,13
2021/5/30 9:00,12506,2953,2608,2571,0,0,4202,19
2021/5/30 10:00,13004,2952,2610,2568,0,0,4772,29
2021/5/30 11:00,13410,2952,2651,2567,0,0,5031,43
2021/5/30 12:00,13537,2952,2806,2563,0,0,4977,53
2021/5/30 13:00,13410,2952,2860,2547,0,0,4656,53
2021/5/30 14:00,13262,2952,2799,2631,0,0,4071,50
2021/5/30 15:00,13397,2951,2983,2685,0,0,3234,41
2021/5/30 16:00,13666,2951,3514,2701,0,0,2208,33
2021/5/30 17:00,14015,2950,4473,2779,0,0,1168,19
2021/5/30 18:00,14001,2950,4954,2776,0,0,304,14
2021/5/30 19:00,13951,2950,5247,2772,0,0,0,5
2021/5/30 20:00,13454,2950,4896,2768,0,0,0,7
2021/5/30 21:00,12857,2950,4631,2680,0,0,0,20
2021/5/30 22:00,12185,2950,4310,2656,0,0,0,19
2021/5/30 23:00,11638,2951,4360,2644,0,0,0,4
2021/5/31 0:00,11011,2950,4072,2551,0,0,0,4
2021/5/31 1:00,10576,2951,3973,2546,0,0,0,4
2021/5/31 2:00,11039,2952,4160,2558,0,0,0,3
2021/5/31 3:00,11705,2952,4511,2691,0,0,0,3
2021/5/31 4:00,11779,2952,4685,2699,0,0,2,1
2021/5/31 5:00,11686,2953,4461,2573,0,0,305,0
2021/5/31 6:00,12038,2953,3801,2536,0,0,1269,2
2021/5/31 7:00,12937,2952,4178,2542,0,0,2319,6
2021/5/31 8:00,14906,2951,4515,2542,0,0,3362,8
2021/5/31 9:00,16382,2951,4708,2575,0,0,4205,10
2021/5/31 10:00,17023,2951,4432,2562,0,0,4772,13
2021/5/31 11:00,17442,2950,4709,2560,0,0,5043,15
2021/5/31 12:00,16818,2951,4284,2506,0,0,5017,15
2021/5/31 13:00,17605,2950,4957,2532,0,0,4697,14
2021/5/31 14:00,17638,2949,5073,2546,0,0,4096,16
2021/5/31 15:00,17555,2949,5331,2582,0,0,3254,15
2021/5/31 16:00,17518,2949,6823,2677,0,0,2227,12
2021/5/31 17:00,16885,2948,7423,2702,0,0,1156,13
2021/5/31 18:00,16123,2948,7660,2722,0,0,298,20
2021/5/31 19:00,15603,2949,7676,2704,0,0,1,29
2021/5/31 20:00,14798,2949,7523,2700,0,0,0,27
2021/5/31 21:00,14078,2948,7210,2689,0,0,0,14
2021/5/31 22:00,13519,2949,6686,2606,0,0,0,12
2021/5/31 23:00,12937,2949,6400,2587,0,0,0,6
2021/6/1 0:00,12186,2949,6093,2548,0,0,0,5
2021/6/1 1:00,11672,2949,5593,2545,0,0,0,3
2021/6/1 2:00,12020,2949,5834,2594,0,0,0,0
2021/6/1 3:00,12667,2950,6353,2598,0,0,0,0
2021/6/1 4:00,12844,2950,6474,2707,0,0,2,2
2021/6/1 5:00,12543,2950,5900,2534,0,0,292,2
2021/6/1 6:00,12950,2951,5457,2266,0,0,1261,2
2021/6/1 7:00,13872,2951,5342,2249,0,0,2327,5
2021/6/1 8:00,15683,2950,5629,2395,0,0,3358,7
2021/6/1 9:00,17257,2950,5913,2333,0,0,4197,10
2021/6/1 10:00,17954,2950,6152,2332,0,0,4763,12
