,,,,,,,,
,,,,,,,太陽光,風力
DATE_TIME,エリア需要〔MWh〕,原子力〔MWh〕,火力〔MWh〕,水力〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕,太陽光実績〔MWh〕,風力実績〔MWh〕
2021/4/1 0:00,12166,2061,6639,1577,0,0,0,18
2021/4/1 1:00,11962,2060,6546,1712,0,0,0,14
2021/4/1 2:00,12626,2060,6673,1795,0,0,0,14
2021/4/1 3:00,13162,2060,6846,1807,0,0,0,12
2021/4/1 4:00,13247,2060,6710,1787,0,0,0,12
2021/4/1 5:00,13084,2060,6786,1577,0,0,3,15
2021/4/1 6:00,13397,2060,6720,1553,0,0,330,13
2021/4/1 7:00,14051,2060,5948,1378,0,0,1452,14
2021/4/1 8:00,15387,2060,5945,1365,0,0,2702,14
2021/4/1 9:00,16236,2060,6033,1305,0,0,3732,16
2021/4/1 10:00,16341,2060,5619,1295,0,0,4390,18
2021/4/1 11:00,16523,2060,5924,1259,0,0,4764,20
2021/4/1 12:00,15778,2059,5727,1199,0,0,4767,22
2021/4/1 13:00,16306,2060,5990,1210,0,0,4416,22
2021/4/1 14:00,16168,2060,6153,1326,0,0,3762,18
2021/4/1 15:00,16072,2060,6955,1449,0,0,2803,14
2021/4/1 16:00,16152,2060,7627,1670,0,0,1621,11
2021/4/1 17:00,15720,2060,7673,1806,0,0,486,10
2021/4/1 18:00,15922,2060,8042,2008,0,0,15,16
2021/4/1 19:00,15603,2060,7795,2040,0,0,0,24
2021/4/1 20:00,14941,2060,7667,1914,0,0,0,17
2021/4/1 21:00,14336,2060,7444,1884,0,0,0,17
2021/4/1 22:00,13696,2060,7093,1848,0,0,0,17
2021/4/1 23:00,13067,2060,6833,1800,0,0,0,11
2021/4/2 0:00,12220,2060,6693,1292,0,0,0,14
2021/4/2 1:00,12022,2060,6769,1341,0,0,0,10
2021/4/2 2:00,12596,2060,6700,1427,0,0,0,11
2021/4/2 3:00,13128,2060,6757,1683,0,0,0,11
2021/4/2 4:00,13083,2060,6776,1691,0,0,0,11
2021/4/2 5:00,12797,2060,6793,1665,0,0,5,10
2021/4/2 6:00,12960,2060,6869,1337,0,0,398,16
2021/4/2 7:00,13876,2060,6528,1386,0,0,1470,22
2021/4/2 8:00,15378,2060,6429,1423,0,0,2637,32
2021/4/2 9:00,16350,2060,5797,1591,0,0,3583,46
2021/4/2 10:00,16658,2060,5913,1303,0,0,4147,51
2021/4/2 11:00,16779,2060,6437,1227,0,0,4236,65
2021/4/2 12:00,15954,2060,6292,1172,0,0,3963,73
2021/4/2 13:00,16462,2060,6771,1169,0,0,3465,80
2021/4/2 14:00,16342,2060,7087,1248,0,0,2832,89
2021/4/2 15:00,16132,2060,7196,1474,0,0,2102,89
2021/4/2 16:00,16107,2060,8165,1884,0,0,1196,73
2021/4/2 17:00,15632,2060,7732,1963,0,0,404,75
2021/4/2 18:00,15656,2059,8721,2038,0,0,17,58
2021/4/2 19:00,15324,2060,8222,2041,0,0,0,58
2021/4/2 20:00,14649,2060,7854,1943,0,0,0,49
2021/4/2 21:00,14038,2061,7446,1902,0,0,0,37
2021/4/2 22:00,13456,2061,7300,1769,0,0,0,34
2021/4/2 23:00,12894,2061,7001,1698,0,0,0,29
2021/4/3 0:00,12194,2061,6183,1406,0,0,0,23
2021/4/3 1:00,11888,2061,6088,1414,0,0,0,19
2021/4/3 2:00,12461,2061,6459,1590,0,0,0,14
2021/4/3 3:00,12890,2061,7191,1643,0,0,0,14
2021/4/3 4:00,12784,2061,7159,1645,0,0,0,13
2021/4/3 5:00,12196,2061,6532,1602,0,0,5,16
2021/4/3 6:00,11826,2062,5548,1354,0,0,340,22
2021/4/3 7:00,12381,2061,5321,1313,0,0,1065,18
2021/4/3 8:00,13441,2060,4922,1198,0,0,1595,26
2021/4/3 9:00,13919,2060,4666,1194,0,0,1797,38
2021/4/3 10:00,14079,2060,4388,1126,0,0,2349,54
2021/4/3 11:00,14069,2060,4606,1119,0,0,2699,60
2021/4/3 12:00,13671,2061,4499,1126,0,0,2841,51
2021/4/3 13:00,13809,2060,4807,1177,0,0,2774,48
2021/4/3 14:00,13745,2060,5113,1211,0,0,2274,49
2021/4/3 15:00,13857,2061,5298,1293,0,0,1694,53
2021/4/3 16:00,13762,2061,5039,1549,0,0,944,60
2021/4/3 17:00,13913,2061,5622,1638,0,0,394,61
2021/4/3 18:00,14307,2061,6375,1914,0,0,16,69
2021/4/3 19:00,14313,2061,6364,1908,0,0,0,64
2021/4/3 20:00,13816,2061,6061,1865,0,0,0,64
2021/4/3 21:00,13131,2061,5474,1757,0,0,0,65
2021/4/3 22:00,12502,2061,5587,1751,0,0,0,72
2021/4/3 23:00,12071,2061,5891,1708,0,0,0,71
2021/4/4 0:00,11393,2061,5192,1382,0,0,0,68
2021/4/4 1:00,11118,2061,4987,1365,0,0,0,70
2021/4/4 2:00,11667,2061,4904,1400,0,0,0,66
2021/4/4 3:00,12087,2062,5195,1596,0,0,0,74
2021/4/4 4:00,11943,2061,5253,1568,0,0,0,79
2021/4/4 5:00,11369,2061,5008,1328,0,0,4,82
2021/4/4 6:00,11009,2062,4721,1287,0,0,218,70
2021/4/4 7:00,11568,2062,4945,1285,0,0,607,67
2021/4/4 8:00,12473,2061,5116,1314,0,0,844,75
2021/4/4 9:00,13028,2061,5417,1574,0,0,963,85
2021/4/4 10:00,13349,2061,5619,1605,0,0,1128,85
2021/4/4 11:00,13566,2061,6408,1609,0,0,785,84
2021/4/4 12:00,13624,2061,6970,1401,0,0,548,66
2021/4/4 13:00,13626,2061,7031,1414,0,0,492,57
2021/4/4 14:00,13545,2061,6929,1436,0,0,414,63
2021/4/4 15:00,13612,2061,6819,1672,0,0,372,63
2021/4/4 16:00,13781,2061,6703,1775,0,0,277,58
2021/4/4 17:00,14293,2061,7031,1846,0,0,135,42
2021/4/4 18:00,14623,2060,7203,1859,0,0,8,30
2021/4/4 19:00,14426,2060,7086,1847,0,0,0,40
2021/4/4 20:00,13812,2060,6668,1799,0,0,0,55
2021/4/4 21:00,13185,2061,6040,1814,0,0,0,68
2021/4/4 22:00,12460,2061,5771,1619,0,0,0,70
2021/4/4 23:00,12002,2060,5811,1646,0,0,0,60
2021/4/5 0:00,11295,2060,4989,1626,0,0,0,100
2021/4/5 1:00,11130,2061,5004,1613,0,0,0,118
2021/4/5 2:00,11706,2060,5406,1634,0,0,0,124
2021/4/5 3:00,12272,2060,5402,1873,0,0,0,128
2021/4/5 4:00,12380,2060,5625,1869,0,0,0,138
2021/4/5 5:00,12304,2060,5794,1612,0,0,5,142
2021/4/5 6:00,12885,2060,6126,1604,0,0,239,182
2021/4/5 7:00,14222,2060,6712,1697,0,0,622,201
2021/4/5 8:00,16067,2060,6998,1912,0,0,1060,203
2021/4/5 9:00,17002,2060,7663,1898,0,0,1693,200
2021/4/5 10:00,17099,2060,6884,1880,0,0,2809,202
2021/4/5 11:00,17052,2060,6000,1884,0,0,3782,200
2021/4/5 12:00,16126,2060,5315,1635,0,0,4597,196
2021/4/5 13:00,16660,2060,5787,1701,0,0,4580,190
2021/4/5 14:00,16351,2061,5782,1894,0,0,3964,192
2021/4/5 15:00,16154,2060,6296,1900,0,0,3003,199
2021/4/5 16:00,16376,2060,7611,1906,0,0,1827,194
2021/4/5 17:00,16337,2061,8899,1919,0,0,654,193
2021/4/5 18:00,16749,2060,9043,2100,0,0,24,195
2021/4/5 19:00,16692,2061,8665,2101,0,0,0,199
2021/4/5 20:00,16073,2060,8511,2027,0,0,0,174
2021/4/5 21:00,15464,2060,8133,1905,0,0,0,150
2021/4/5 22:00,14737,2061,7809,1842,0,0,0,143
2021/4/5 23:00,13992,2061,7468,1810,0,0,0,110
2021/4/6 0:00,13061,2061,7370,1490,0,0,0,77
2021/4/6 1:00,12776,2061,7319,1472,0,0,0,57
2021/4/6 2:00,13302,2061,7876,1744,0,0,0,53
2021/4/6 3:00,13767,2061,8233,1786,0,0,0,49
2021/4/6 4:00,13806,2061,8251,1808,0,0,0,46
2021/4/6 5:00,13749,2061,8158,1769,0,0,10,28
2021/4/6 6:00,14217,2062,8038,1466,0,0,374,22
2021/4/6 7:00,15084,2062,7731,1625,0,0,1131,15
2021/4/6 8:00,16733,2062,8072,1425,0,0,1902,11
2021/4/6 9:00,17426,2062,7111,1311,0,0,2708,11
2021/4/6 10:00,17502,2062,6368,1280,0,0,3101,13
2021/4/6 11:00,17225,2061,6827,1289,0,0,3026,12
2021/4/6 12:00,16507,2062,6213,1322,0,0,2860,13
2021/4/6 13:00,17285,2062,7720,1679,0,0,2066,11
2021/4/6 14:00,17185,2062,8411,1735,0,0,1261,8
2021/4/6 15:00,17296,2061,9083,1783,0,0,811,7
2021/4/6 16:00,17480,2061,9760,1822,0,0,410,6
2021/4/6 17:00,17432,2061,9687,1896,0,0,170,6
2021/4/6 18:00,17490,2061,9789,2038,0,0,11,7
2021/4/6 19:00,17052,2061,9521,2045,0,0,0,8
2021/4/6 20:00,16333,2061,9539,1945,0,0,0,6
2021/4/6 21:00,15518,2061,9040,1881,0,0,0,6
2021/4/6 22:00,14722,2061,8067,1807,0,0,0,7
2021/4/6 23:00,13924,2061,7645,1764,0,0,0,6
2021/4/7 0:00,12879,2061,7318,1362,0,0,0,7
2021/4/7 1:00,12626,2061,7135,1454,0,0,0,12
2021/4/7 2:00,13157,2061,7857,1756,0,0,0,15
2021/4/7 3:00,13701,2061,8080,1832,0,0,0,27
2021/4/7 4:00,13731,2061,8130,1838,0,0,0,38
2021/4/7 5:00,13493,2062,7815,1789,0,0,14,42
2021/4/7 6:00,13888,2062,7431,1466,0,0,490,44
2021/4/7 7:00,14657,2062,6575,1396,0,0,1621,50
2021/4/7 8:00,16058,2061,6211,1637,0,0,2803,46
2021/4/7 9:00,16968,2061,5631,1548,0,0,3886,37
2021/4/7 10:00,17079,2061,5432,1365,0,0,4615,43
2021/4/7 11:00,17139,2061,5526,1244,0,0,4978,48
2021/4/7 12:00,16158,2061,5405,1175,0,0,4984,53
2021/4/7 13:00,16642,2061,5485,1160,0,0,4663,52
2021/4/7 14:00,16378,2061,5769,1412,0,0,3997,48
2021/4/7 15:00,16178,2061,6151,1721,0,0,3020,42
2021/4/7 16:00,16336,2061,7394,1811,0,0,1824,43
2021/4/7 17:00,16061,2061,8021,1922,0,0,661,26
2021/4/7 18:00,16242,2061,8842,1982,0,0,33,24
2021/4/7 19:00,16113,2060,8719,1998,0,0,0,31
2021/4/7 20:00,15587,2061,8500,1889,0,0,0,44
2021/4/7 21:00,15016,2061,8211,1811,0,0,0,38
2021/4/7 22:00,14277,2061,7715,1712,0,0,0,34
2021/4/7 23:00,13631,2062,7346,1675,0,0,0,30
2021/4/8 0:00,12757,2062,7264,1420,0,0,0,42
2021/4/8 1:00,12462,2060,7240,1492,0,0,0,28
2021/4/8 2:00,13068,2059,7364,1729,0,0,0,22
2021/4/8 3:00,13624,2058,7988,1797,0,0,0,30
2021/4/8 4:00,13685,2059,8049,1802,0,0,0,28
2021/4/8 5:00,13634,2061,8031,1739,0,0,16,25
2021/4/8 6:00,13968,2062,7705,1613,0,0,436,21
2021/4/8 7:00,14597,2062,6804,1342,0,0,1420,15
2021/4/8 8:00,15891,2061,6738,1560,0,0,2425,10
2021/4/8 9:00,16751,2061,6159,1552,0,0,3373,6
2021/4/8 10:00,16956,2061,5873,1318,0,0,4173,6
2021/4/8 11:00,16962,2061,5613,1215,0,0,4503,12
2021/4/8 12:00,15971,2061,5598,1155,0,0,4504,17
2021/4/8 13:00,16636,2061,5851,1153,0,0,4274,17
2021/4/8 14:00,16500,2061,6030,1274,0,0,3341,18
2021/4/8 15:00,16282,2061,7134,1519,0,0,2297,16
2021/4/8 16:00,16365,2061,8896,1616,0,0,1250,15
2021/4/8 17:00,16245,2061,8598,1662,0,0,387,19
2021/4/8 18:00,16477,2060,8851,1825,0,0,26,20
2021/4/8 19:00,16147,2061,8754,1883,0,0,0,22
2021/4/8 20:00,15531,2061,8417,1998,0,0,0,34
2021/4/8 21:00,14928,2061,8213,1798,0,0,0,61
2021/4/8 22:00,14214,2061,7637,1670,0,0,0,71
2021/4/8 23:00,13539,2061,7089,1624,0,0,0,71
2021/4/9 0:00,12701,2061,6746,1597,0,0,0,59
2021/4/9 1:00,12464,2061,6735,1448,0,0,0,72
2021/4/9 2:00,12983,2060,7155,1643,0,0,0,88
2021/4/9 3:00,13595,2060,7739,1764,0,0,0,73
2021/4/9 4:00,13710,2060,7710,1743,0,0,0,64
2021/4/9 5:00,13630,2060,7655,1734,0,0,19,69
2021/4/9 6:00,14021,2060,7405,1725,0,0,536,68
2021/4/9 7:00,14785,2061,6770,1340,0,0,1752,85
2021/4/9 8:00,16072,2060,6455,1502,0,0,2921,80
2021/4/9 9:00,16929,2060,6122,1518,0,0,3872,74
2021/4/9 10:00,17120,2060,6059,1302,0,0,4493,74
2021/4/9 11:00,17100,2060,6277,1196,0,0,4587,87
2021/4/9 12:00,16167,2060,5874,1166,0,0,4328,87
2021/4/9 13:00,16761,2059,6759,1124,0,0,3854,94
2021/4/9 14:00,16459,2059,6501,1081,0,0,2965,99
2021/4/9 15:00,16267,2059,7389,1205,0,0,2238,104
2021/4/9 16:00,16372,2059,8028,1724,0,0,1413,122
2021/4/9 17:00,16466,2059,8821,1901,0,0,564,140
2021/4/9 18:00,16971,2059,9647,1937,0,0,33,148
2021/4/9 19:00,16902,2059,9430,1940,0,0,0,141
2021/4/9 20:00,16331,2059,9415,1834,0,0,0,110
2021/4/9 21:00,15795,2059,9349,1786,0,0,0,100
2021/4/9 22:00,15122,2059,8732,1666,0,0,0,89
2021/4/9 23:00,14477,2059,8589,1571,0,0,0,85
2021/4/10 0:00,13549,2059,7701,1399,0,0,0,98
2021/4/10 1:00,13301,2059,7763,1525,0,0,0,97
2021/4/10 2:00,13783,2058,8405,1554,0,0,0,101
2021/4/10 3:00,14269,2058,8748,1664,0,0,0,103
2021/4/10 4:00,14133,2058,8678,1677,0,0,0,96
2021/4/10 5:00,13719,2058,8061,1648,0,0,21,89
2021/4/10 6:00,13607,2059,7210,1423,0,0,545,94
2021/4/10 7:00,13840,2059,6335,1154,0,0,1771,89
2021/4/10 8:00,14608,2058,5775,1151,0,0,2965,73
2021/4/10 9:00,15051,2058,5290,1058,0,0,3953,51
2021/4/10 10:00,15083,2058,4779,992,0,0,4652,40
2021/4/10 11:00,15028,2058,4537,883,0,0,5014,41
2021/4/10 12:00,14700,2059,4394,848,0,0,5019,47
2021/4/10 13:00,14475,2059,4659,861,0,0,4694,48
2021/4/10 14:00,14057,2059,4778,905,0,0,4028,41
2021/4/10 15:00,13876,2059,5392,964,0,0,3057,33
2021/4/10 16:00,14158,2059,6016,1254,0,0,1874,27
2021/4/10 17:00,14629,2059,7166,1512,0,0,677,19
2021/4/10 18:00,15327,2059,8246,1828,0,0,37,19
2021/4/10 19:00,15566,2059,8075,1919,0,0,0,22
2021/4/10 20:00,15200,2059,8286,1837,0,0,0,25
2021/4/10 21:00,14630,2059,8169,1710,0,0,0,24
2021/4/10 22:00,13820,2060,7250,1547,0,0,0,22
2021/4/10 23:00,13093,2060,6773,1536,0,0,0,18
2021/4/11 0:00,12254,2060,6877,1300,0,0,0,18
2021/4/11 1:00,12097,2060,6919,1290,0,0,0,15
2021/4/11 2:00,12691,2059,7174,1434,0,0,0,12
2021/4/11 3:00,13134,2059,7277,1545,0,0,0,12
2021/4/11 4:00,13063,2059,7612,1542,0,0,0,11
2021/4/11 5:00,12692,2060,7382,1436,0,0,24,11
2021/4/11 6:00,12477,2060,6155,1227,0,0,571,11
2021/4/11 7:00,12547,2059,5022,1195,0,0,1807,11
2021/4/11 8:00,12867,2060,4804,1124,0,0,2994,13
2021/4/11 9:00,13227,2059,4290,1045,0,0,3988,16
2021/4/11 10:00,13392,2059,3998,943,0,0,4664,18
2021/4/11 11:00,13444,2059,4108,866,0,0,4996,21
2021/4/11 12:00,13322,2059,3927,865,0,0,4980,23
2021/4/11 13:00,12970,2059,4018,875,0,0,4662,21
2021/4/11 14:00,12695,2059,4331,964,0,0,3997,18
2021/4/11 15:00,12616,2059,4700,1174,0,0,3056,14
2021/4/11 16:00,12944,2059,5374,1329,0,0,1891,11
2021/4/11 17:00,13622,2059,6210,1607,0,0,722,10
2021/4/11 18:00,14297,2059,7108,1993,0,0,44,14
2021/4/11 19:00,14634,2059,7175,2000,0,0,0,23
2021/4/11 20:00,14306,2059,7164,1834,0,0,0,32
2021/4/11 21:00,13675,2059,6987,1682,0,0,0,43
2021/4/11 22:00,12916,2059,6359,1555,0,0,0,50
2021/4/11 23:00,12324,2059,6018,1606,0,0,0,57
2021/4/12 0:00,11625,2060,5824,1416,0,0,0,58
2021/4/12 1:00,11461,2060,5916,1257,0,0,0,55
2021/4/12 2:00,12064,2060,6353,1285,0,0,0,47
2021/4/12 3:00,12663,2061,6554,1463,0,0,0,44
2021/4/12 4:00,12845,2061,6734,1558,0,0,0,47
2021/4/12 5:00,12780,2061,6783,1437,0,0,28,54
2021/4/12 6:00,13409,2060,6781,1286,0,0,592,43
2021/4/12 7:00,14261,2060,6103,1257,0,0,1774,40
2021/4/12 8:00,15562,2061,6438,1169,0,0,2983,48
2021/4/12 9:00,16565,2060,6417,1131,0,0,3942,57
2021/4/12 10:00,16807,2061,5603,1108,0,0,4506,59
2021/4/12 11:00,17024,2061,6426,1001,0,0,4256,72
2021/4/12 12:00,15981,2061,6135,999,0,0,3501,84
2021/4/12 13:00,16416,2061,6645,1024,0,0,2991,101
2021/4/12 14:00,16525,2061,7318,1123,0,0,2348,110
2021/4/12 15:00,16542,2061,8824,1298,0,0,1562,111
2021/4/12 16:00,16604,2061,8668,1655,0,0,846,109
2021/4/12 17:00,16331,2061,8318,2004,0,0,285,121
2021/4/12 18:00,16441,2061,8890,1985,0,0,11,123
2021/4/12 19:00,16005,2060,8646,2075,0,0,0,129
2021/4/12 20:00,15262,2060,8676,1936,0,0,0,136
2021/4/12 21:00,14578,2060,8504,1881,0,0,0,140
2021/4/12 22:00,13916,2060,8015,1650,0,0,0,144
2021/4/12 23:00,13233,2061,7571,1485,0,0,0,142
2021/4/13 0:00,12337,2062,6878,1253,0,0,0,160
2021/4/13 1:00,12107,2061,7689,1235,0,0,0,151
2021/4/13 2:00,12610,2061,7823,1265,0,0,0,156
2021/4/13 3:00,13110,2061,7821,1324,0,0,0,160
2021/4/13 4:00,13150,2060,7971,1329,0,0,0,156
2021/4/13 5:00,12973,2060,7997,1235,0,0,8,159
2021/4/13 6:00,13497,2060,8216,1250,0,0,243,174
2021/4/13 7:00,14462,2060,8421,1274,0,0,777,173
2021/4/13 8:00,16069,2061,9122,1535,0,0,1309,163
2021/4/13 9:00,16805,2060,9047,1599,0,0,1593,161
2021/4/13 10:00,16683,2060,8266,1657,0,0,1907,161
2021/4/13 11:00,17044,2060,8803,1605,0,0,1670,151
2021/4/13 12:00,16216,2060,8724,1444,0,0,1035,156
2021/4/13 13:00,16846,2059,8937,1430,0,0,955,159
2021/4/13 14:00,16768,2059,8635,1708,0,0,905,159
2021/4/13 15:00,16480,2060,8419,1843,0,0,726,164
2021/4/13 16:00,16726,2061,8665,1840,0,0,504,163
2021/4/13 17:00,16553,2061,8684,1991,0,0,239,152
2021/4/13 18:00,16483,2061,8600,1981,0,0,27,140
2021/4/13 19:00,15951,2062,8041,1978,0,0,0,138
2021/4/13 20:00,15227,2061,8090,1910,0,0,0,100
2021/4/13 21:00,14527,2060,7650,1939,0,0,0,97
2021/4/13 22:00,13862,2060,6992,1909,0,0,0,79
2021/4/13 23:00,13180,2061,6825,1642,0,0,0,55
2021/4/14 0:00,12377,2060,6526,1661,0,0,0,39
2021/4/14 1:00,12092,2061,7057,1729,0,0,0,55
2021/4/14 2:00,12648,2060,7325,1715,0,0,0,84
2021/4/14 3:00,13186,2060,7172,1652,0,0,0,90
2021/4/14 4:00,13117,2061,6928,1824,0,0,0,107
2021/4/14 5:00,12801,2062,6724,1676,0,0,39,115
2021/4/14 6:00,13269,2061,7138,1661,0,0,474,115
2021/4/14 7:00,14252,2062,6918,1652,0,0,1145,114
2021/4/14 8:00,15778,2062,7633,1697,0,0,2002,106
2021/4/14 9:00,16732,2062,7502,1943,0,0,2693,96
2021/4/14 10:00,16825,2062,7278,2015,0,0,3333,106
2021/4/14 11:00,17004,2062,8163,1849,0,0,3289,131
2021/4/14 12:00,15876,2062,7126,1842,0,0,2620,138
2021/4/14 13:00,16722,2061,8168,1861,0,0,2102,137
2021/4/14 14:00,16816,2061,9403,1962,0,0,1539,129
2021/4/14 15:00,16673,2062,9427,1998,0,0,1076,144
2021/4/14 16:00,16703,2062,8523,2122,0,0,719,147
2021/4/14 17:00,16506,2062,8322,2308,0,0,351,141
2021/4/14 18:00,16693,2061,8894,2274,0,0,32,142
2021/4/14 19:00,16540,2062,8489,2228,0,0,0,145
2021/4/14 20:00,15927,2062,8293,2122,0,0,0,144
2021/4/14 21:00,15298,2062,7597,2083,0,0,0,129
2021/4/14 22:00,14601,2062,7006,1999,0,0,0,115
2021/4/14 23:00,13856,2062,6794,2018,0,0,0,105
2021/4/15 0:00,12957,2061,6319,1905,0,0,0,104
2021/4/15 1:00,12724,2062,6591,1875,0,0,0,98
2021/4/15 2:00,13328,2063,7251,1932,0,0,0,91
2021/4/15 3:00,13897,2063,7633,2052,0,0,0,83
2021/4/15 4:00,14019,2062,7524,2048,0,0,0,84
2021/4/15 5:00,14002,2062,7381,1976,0,0,35,77
2021/4/15 6:00,14532,2063,7414,1824,0,0,668,64
2021/4/15 7:00,14947,2063,6656,1787,0,0,1907,53
2021/4/15 8:00,16100,2063,6420,1768,0,0,3081,30
2021/4/15 9:00,17061,2063,6028,1759,0,0,4028,25
2021/4/15 10:00,17221,2063,6749,1638,0,0,4639,20
2021/4/15 11:00,17161,2065,7054,1546,0,0,4788,21
2021/4/15 12:00,16206,2067,5755,1484,0,0,4669,22
2021/4/15 13:00,16754,2066,6482,1575,0,0,4322,17
2021/4/15 14:00,16565,2066,6654,1784,0,0,3827,15
2021/4/15 15:00,16495,2066,7869,1883,0,0,2717,13
2021/4/15 16:00,16492,2066,9146,1935,0,0,1438,11
2021/4/15 17:00,16283,2110,8386,1990,0,0,547,8
2021/4/15 18:00,16547,2123,8453,2099,0,0,46,10
2021/4/15 19:00,16334,2148,8043,2193,0,0,0,19
2021/4/15 20:00,15693,2171,8164,2056,0,0,0,39
2021/4/15 21:00,15011,2187,7980,2033,0,0,0,49
2021/4/15 22:00,14270,2212,7921,1924,0,0,0,47
2021/4/15 23:00,13648,2237,7509,1832,0,0,0,45
2021/4/16 0:00,12705,2262,7671,1642,0,0,0,43
2021/4/16 1:00,12419,2289,7829,1560,0,0,0,38
2021/4/16 2:00,13013,2313,8730,1577,0,0,0,29
2021/4/16 3:00,13492,2338,8714,1570,0,0,0,33
2021/4/16 4:00,13468,2360,8524,1573,0,0,0,36
2021/4/16 5:00,13233,2372,8219,1529,0,0,39,60
2021/4/16 6:00,13831,2367,8089,1437,0,0,395,73
2021/4/16 7:00,14766,2364,8471,1501,0,0,756,77
2021/4/16 8:00,16077,2364,8710,1779,0,0,1441,102
2021/4/16 9:00,17028,2363,9137,1892,0,0,1971,103
2021/4/16 10:00,16982,2363,8691,1886,0,0,2050,109
2021/4/16 11:00,16804,2363,7662,1905,0,0,2183,104
2021/4/16 12:00,16161,2364,8779,1608,0,0,2273,116
2021/4/16 13:00,16854,2364,9173,1664,0,0,2186,129
2021/4/16 14:00,16828,2368,9003,1829,0,0,2107,127
2021/4/16 15:00,16770,2390,9082,1919,0,0,1630,123
2021/4/16 16:00,16570,2416,8314,1998,0,0,764,106
2021/4/16 17:00,16366,2441,8684,2080,0,0,300,107
2021/4/16 18:00,16395,2465,8748,2160,0,0,34,97
2021/4/16 19:00,15977,2487,8115,2143,0,0,0,94
2021/4/16 20:00,15352,2489,7839,2018,0,0,0,94
2021/4/16 21:00,14656,2488,7504,1899,0,0,0,100
2021/4/16 22:00,14121,2487,7172,1778,0,0,0,109
2021/4/16 23:00,13550,2486,7223,1748,0,0,0,119
2021/4/17 0:00,12651,2486,6763,1627,0,0,0,126
2021/4/17 1:00,12257,2488,6872,1540,0,0,0,127
2021/4/17 2:00,12725,2488,7481,1702,0,0,0,120
2021/4/17 3:00,13227,2490,7525,1764,0,0,0,107
2021/4/17 4:00,13159,2488,7579,1777,0,0,0,106
2021/4/17 5:00,12698,2493,7438,1736,0,0,6,94
2021/4/17 6:00,12611,2515,6914,1696,0,0,171,99
2021/4/17 7:00,13364,2540,7236,1740,0,0,363,99
2021/4/17 8:00,14573,2565,8330,1709,0,0,423,87
2021/4/17 9:00,15480,2590,8615,1771,0,0,413,66
2021/4/17 10:00,15770,2616,8493,1806,0,0,446,40
2021/4/17 11:00,15879,2641,8391,1712,0,0,487,32
2021/4/17 12:00,15570,2667,8097,1753,0,0,537,26
2021/4/17 13:00,15484,2691,7998,1826,0,0,579,21
2021/4/17 14:00,15154,2699,7674,1834,0,0,604,37
2021/4/17 15:00,14939,2699,7461,1952,0,0,699,49
2021/4/17 16:00,14973,2699,7825,2085,0,0,557,37
2021/4/17 17:00,14916,2699,7854,2234,0,0,305,24
2021/4/17 18:00,15270,2699,7985,2415,0,0,39,14
2021/4/17 19:00,15252,2699,7749,2423,0,0,0,10
2021/4/17 20:00,14672,2702,7449,2414,0,0,0,8
2021/4/17 21:00,14003,2700,6782,2366,0,0,0,24
2021/4/17 22:00,13258,2701,6180,2244,0,0,0,58
2021/4/17 23:00,12702,2702,6254,2206,0,0,0,104
2021/4/18 0:00,11893,2702,5733,2149,0,0,0,157
2021/4/18 1:00,11630,2702,5897,2101,0,0,0,182
2021/4/18 2:00,12096,2702,5953,2088,0,0,0,179
2021/4/18 3:00,12614,2702,6200,2089,0,0,0,158
2021/4/18 4:00,12647,2702,6205,2103,0,0,0,138
2021/4/18 5:00,12159,2702,5775,2137,0,0,50,121
2021/4/18 6:00,11861,2701,5518,2041,0,0,610,125
2021/4/18 7:00,12138,2701,4898,1971,0,0,1578,139
2021/4/18 8:00,12846,2701,4322,1995,0,0,2729,149
2021/4/18 9:00,13841,2717,4792,1988,0,0,3385,154
2021/4/18 10:00,13724,2742,4429,2003,0,0,3100,174
2021/4/18 11:00,13737,2767,4624,2000,0,0,3029,190
2021/4/18 12:00,13683,2792,5032,1967,0,0,2834,194
2021/4/18 13:00,13700,2817,5130,1949,0,0,2662,191
2021/4/18 14:00,13615,2842,5288,1951,0,0,2536,189
2021/4/18 15:00,13567,2869,5143,1892,0,0,1881,185
2021/4/18 16:00,13947,2894,5917,1986,0,0,1212,185
2021/4/18 17:00,14690,2917,6356,2069,0,0,507,170
2021/4/18 18:00,15317,2944,6671,2249,0,0,57,161
2021/4/18 19:00,15565,2959,6791,2326,0,0,0,156
2021/4/18 20:00,15137,2960,6940,2304,0,0,0,138
2021/4/18 21:00,14448,2960,6556,2242,0,0,0,124
2021/4/18 22:00,13603,2960,6151,1970,0,0,0,127
2021/4/18 23:00,12991,2960,5824,1954,0,0,0,126
2021/4/19 0:00,12167,2961,5708,1914,0,0,0,120
2021/4/19 1:00,11887,2961,5955,1895,0,0,0,128
2021/4/19 2:00,12491,2962,6000,1930,0,0,0,130
2021/4/19 3:00,12978,2962,6323,1969,0,0,0,126
2021/4/19 4:00,13118,2962,6393,2068,0,0,0,115
2021/4/19 5:00,13160,2963,6603,1927,0,0,53,90
2021/4/19 6:00,13886,2963,6450,1918,0,0,711,68
2021/4/19 7:00,14887,2963,5645,1940,0,0,1919,61
2021/4/19 8:00,16275,2962,5757,1988,0,0,3093,63
2021/4/19 9:00,17352,2963,5124,1942,0,0,3986,68
2021/4/19 10:00,17516,2962,4784,1926,0,0,4545,72
