DATE_TIME,エリア需要〔MWh〕,原子力〔MWh〕,火力〔MWh〕,水力〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕,太陽光実績〔MWh〕,風力実績〔MWh〕
2019/4/2 13:00,19431,4130,10304,555,0,0,2168,87
2019/4/2 14:00,19399,4130,10873,736,0,0,1817,75
2019/4/2 15:00,19378,4131,11215,1103,0,0,1403,70
2019/4/2 16:00,19685,4131,11778,1490,0,0,904,61
2019/4/2 17:00,19788,4131,11978,1815,0,0,329,51
2019/4/2 18:00,20164,4130,12115,1823,0,0,12,55
2019/4/2 19:00,20006,4131,12273,1784,0,0,0,53
2019/4/2 20:00,19331,4130,12220,1669,0,0,0,49
2019/4/2 21:00,18621,4130,12165,1254,0,0,0,45
2019/4/2 22:00,17749,4131,12072,866,0,0,0,49
2019/4/2 23:00,16892,4129,11757,666,0,0,0,51
2019/4/3 0:00,15854,4129,11688,455,0,0,0,38
2019/4/3 1:00,15479,4130,11884,423,0,0,0,34
2019/4/3 2:00,15808,4130,12069,395,0,0,0,37
2019/4/3 3:00,15980,4129,12023,394,0,0,0,44
2019/4/3 4:00,15829,4130,11919,386,0,0,0,47
2019/4/3 5:00,15742,4131,11869,388,0,0,6,50
2019/4/3 6:00,16995,4131,11578,390,0,0,403,45
2019/4/3 7:00,18159,4132,11337,467,0,0,1384,45
2019/4/3 8:00,19577,4131,11394,859,0,0,2310,45
2019/4/3 9:00,20260,4132,10829,951,0,0,3103,51
2019/4/3 10:00,20061,4132,10054,968,0,0,3234,56
2019/4/3 11:00,19751,4132,10420,821,0,0,3238,57
2019/4/3 12:00,18541,4131,9972,598,0,0,3215,58
2019/4/3 13:00,19117,4131,9905,583,0,0,3130,57
2019/4/3 14:00,18803,4131,9330,684,0,0,2789,52
2019/4/3 15:00,18520,4131,9837,1131,0,0,2312,47
2019/4/3 16:00,18635,4131,10972,1468,0,0,1493,39
2019/4/3 17:00,18713,4132,11258,1786,0,0,540,30
2019/4/3 18:00,19242,4131,11776,1793,0,0,17,27
2019/4/3 19:00,19316,4131,11729,1788,0,0,0,28
2019/4/3 20:00,18864,4131,11647,1690,0,0,0,28
2019/4/3 21:00,18267,4131,11739,1313,0,0,0,26
2019/4/3 22:00,17470,4131,11518,881,0,0,0,27
2019/4/3 23:00,16634,4130,11127,591,0,0,0,26
2019/4/4 0:00,15641,4131,10656,409,0,0,0,27
2019/4/4 1:00,15325,4129,10644,392,0,0,0,28
2019/4/4 2:00,15726,4129,10642,559,0,0,0,29
2019/4/4 3:00,15880,4127,10721,553,0,0,0,30
2019/4/4 4:00,15727,4126,10823,383,0,0,0,28
2019/4/4 5:00,15698,4128,10857,363,0,0,9,28
2019/4/4 6:00,16843,4129,10888,435,0,0,461,29
2019/4/4 7:00,17775,4130,10155,833,0,0,1516,35
2019/4/4 8:00,18982,4129,9983,1108,0,0,2548,38
2019/4/4 9:00,19499,4130,8978,1204,0,0,3407,38
2019/4/4 10:00,19203,4130,7435,1114,0,0,4033,36
2019/4/4 11:00,19040,4130,8404,585,0,0,4366,36
2019/4/4 12:00,17809,4130,7866,460,0,0,4369,37
2019/4/4 13:00,18319,4130,8169,457,0,0,4070,39
2019/4/4 14:00,17997,4131,7719,526,0,0,3511,35
2019/4/4 15:00,17706,4132,8394,703,0,0,2675,31
2019/4/4 16:00,17883,4132,9226,1516,0,0,1651,33
2019/4/4 17:00,17836,4131,9684,1802,0,0,586,39
2019/4/4 18:00,18312,4130,10246,1902,0,0,20,39
2019/4/4 19:00,18280,4130,10441,1893,0,0,0,37
2019/4/4 20:00,17698,4131,10320,1880,0,0,0,34
2019/4/4 21:00,17190,4132,10603,1397,0,0,0,39
2019/4/4 22:00,16496,4132,10718,959,0,0,0,38
2019/4/4 23:00,15575,4132,10343,683,0,0,0,35
2019/4/5 0:00,14527,4131,10090,461,0,0,0,29
2019/4/5 1:00,14273,4131,10142,395,0,0,0,27
2019/4/5 2:00,14792,4132,10570,369,0,0,0,28
2019/4/5 3:00,15077,4132,10710,367,0,0,0,27
2019/4/5 4:00,15019,4131,10567,467,0,0,0,30
2019/4/5 5:00,14915,4132,10431,500,0,0,10,30
2019/4/5 6:00,15707,4132,10384,508,0,0,456,30
2019/4/5 7:00,16324,4132,9543,964,0,0,1413,30
2019/4/5 8:00,17570,4132,9791,1254,0,0,2288,31
2019/4/5 9:00,18227,4132,9940,1289,0,0,2707,35
2019/4/5 10:00,18060,4133,10131,787,0,0,3142,37
2019/4/5 11:00,17939,4132,9851,552,0,0,3811,40
2019/4/5 12:00,16755,4132,8929,470,0,0,4030,42
2019/4/5 13:00,17549,4131,9521,538,0,0,3939,44
2019/4/5 14:00,17361,4132,9765,600,0,0,3254,52
2019/4/5 15:00,17004,4132,9800,743,0,0,2433,56
2019/4/5 16:00,17137,4132,9587,1375,0,0,1392,51
2019/4/5 17:00,16683,4132,9616,1602,0,0,421,44
2019/4/5 18:00,17142,4131,9969,1844,0,0,20,42
2019/4/5 19:00,17050,4131,10094,1812,0,0,0,40
2019/4/5 20:00,16562,4131,10240,1746,0,0,0,41
2019/4/5 21:00,16072,4131,10277,1492,0,0,0,43
2019/4/5 22:00,15360,4132,10235,1104,0,0,0,36
2019/4/5 23:00,14732,4131,9859,774,0,0,0,30
2019/4/6 0:00,13878,4131,8986,643,0,0,0,27
2019/4/6 1:00,13668,4132,9108,566,0,0,0,36
2019/4/6 2:00,14199,4131,9378,674,0,0,0,51
2019/4/6 3:00,14387,4130,9210,735,0,0,0,74
2019/4/6 4:00,14169,4129,9255,718,0,0,0,74
2019/4/6 5:00,13630,4130,8708,583,0,0,14,72
2019/4/6 6:00,13735,4130,7906,568,0,0,483,75
2019/4/6 7:00,14289,4130,7196,910,0,0,1355,71
2019/4/6 8:00,15087,4130,6812,999,0,0,2337,74
2019/4/6 9:00,15735,4130,6267,1020,0,0,3325,74
2019/4/6 10:00,15711,4130,5837,858,0,0,3897,67
2019/4/6 11:00,15560,4129,5534,636,0,0,4272,67
2019/4/6 12:00,15050,4130,5285,601,0,0,4349,57
2019/4/6 13:00,15146,4131,5941,590,0,0,4087,53
2019/4/6 14:00,14929,4130,6394,610,0,0,3518,45
2019/4/6 15:00,14755,4130,6613,680,0,0,2681,36
2019/4/6 16:00,14824,4131,7160,846,0,0,1643,32
2019/4/6 17:00,14838,4131,7857,1314,0,0,577,30
2019/4/6 18:00,15398,4130,8537,1565,0,0,25,32
2019/4/6 19:00,15546,4130,8750,1538,0,0,0,42
2019/4/6 20:00,15201,4130,8488,1474,0,0,0,49
2019/4/6 21:00,14603,4131,8360,1074,0,0,0,48
2019/4/6 22:00,13883,4130,8211,900,0,0,0,41
2019/4/6 23:00,13360,4130,8464,782,0,0,0,34
2019/4/7 0:00,12678,4131,8524,701,0,0,0,35
2019/4/7 1:00,12453,4131,8462,686,0,0,0,32
2019/4/7 2:00,13045,4131,8606,710,0,0,0,28
2019/4/7 3:00,13345,4131,8204,712,0,0,0,26
2019/4/7 4:00,13095,4132,8297,691,0,0,0,26
2019/4/7 5:00,12590,4133,7508,556,0,0,17,34
2019/4/7 6:00,12521,4133,7188,446,0,0,526,37
2019/4/7 7:00,12881,4133,6540,440,0,0,1544,30
2019/4/7 8:00,13411,4133,5953,467,0,0,2545,30
2019/4/7 9:00,13816,4134,5431,521,0,0,3358,32
2019/4/7 10:00,13871,4133,4743,539,0,0,3982,38
2019/4/7 11:00,13789,4133,4708,560,0,0,4305,46
2019/4/7 12:00,13671,4132,4805,556,0,0,4367,39
2019/4/7 13:00,13594,4133,4899,542,0,0,4059,42
2019/4/7 14:00,13565,4132,5279,561,0,0,3412,45
2019/4/7 15:00,13605,4132,5959,592,0,0,2488,44
2019/4/7 16:00,13788,4131,6397,942,0,0,1423,35
2019/4/7 17:00,14184,4130,7142,1197,0,0,460,27
2019/4/7 18:00,14899,4131,7963,1385,0,0,24,29
2019/4/7 19:00,15004,4131,8299,1382,0,0,0,31
2019/4/7 20:00,14658,4131,8378,1278,0,0,0,28
2019/4/7 21:00,14065,4132,8154,1008,0,0,0,32
2019/4/7 22:00,13329,4132,8094,850,0,0,0,27
2019/4/7 23:00,12747,4132,7669,709,0,0,0,39
2019/4/8 0:00,12112,4132,7570,663,0,0,0,38
2019/4/8 1:00,11972,4131,7781,672,0,0,0,35
2019/4/8 2:00,12648,4131,7914,676,0,0,0,50
2019/4/8 3:00,13042,4131,7962,781,0,0,0,56
2019/4/8 4:00,12939,4131,7844,767,0,0,0,81
2019/4/8 5:00,12782,4131,7961,601,0,0,15,89
2019/4/8 6:00,13662,4131,8150,584,0,0,523,50
2019/4/8 7:00,14695,4132,7853,510,0,0,1604,44
2019/4/8 8:00,16196,4132,8264,522,0,0,2549,43
2019/4/8 9:00,17027,4131,8233,534,0,0,3369,48
2019/4/8 10:00,17187,4131,7153,473,0,0,4091,42
2019/4/8 11:00,17234,4130,7628,451,0,0,4410,41
2019/4/8 12:00,16310,4130,7100,447,0,0,4276,47
2019/4/8 13:00,16999,4130,7678,469,0,0,3645,55
2019/4/8 14:00,16876,4130,7987,481,0,0,2848,76
2019/4/8 15:00,16761,4130,8868,604,0,0,2109,81
2019/4/8 16:00,16848,4130,9030,979,0,0,1416,78
2019/4/8 17:00,16652,4131,8741,1512,0,0,546,72
2019/4/8 18:00,16812,4131,9088,1754,0,0,26,97
2019/4/8 19:00,16696,4131,8956,1776,0,0,0,114
2019/4/8 20:00,16187,4130,8910,1642,0,0,0,115
2019/4/8 21:00,15632,4130,8820,1230,0,0,0,118
2019/4/8 22:00,15058,4130,9059,1080,0,0,0,109
2019/4/8 23:00,14256,4129,9141,869,0,0,0,94
2019/4/9 0:00,13389,4118,8740,736,0,0,0,84
2019/4/9 1:00,13173,4061,8984,722,0,0,0,86
2019/4/9 2:00,13754,4086,9389,708,0,0,0,85
2019/4/9 3:00,14133,4115,9394,776,0,0,0,98
2019/4/9 4:00,14151,4123,9413,783,0,0,0,92
2019/4/9 5:00,14126,4125,9349,719,0,0,22,72
2019/4/9 6:00,14910,4127,9270,578,0,0,559,62
2019/4/9 7:00,15581,4128,8763,501,0,0,1617,66
2019/4/9 8:00,16876,4127,8438,474,0,0,2583,75
2019/4/9 9:00,17647,4129,8216,462,0,0,3410,71
2019/4/9 10:00,17613,4128,7957,414,0,0,4057,73
2019/4/9 11:00,17553,4129,8123,402,0,0,4404,69
2019/4/9 12:00,16559,4129,8166,407,0,0,4438,66
2019/4/9 13:00,17204,4129,8133,420,0,0,4156,57
2019/4/9 14:00,16981,4129,8451,479,0,0,3574,47
2019/4/9 15:00,16781,4129,8502,615,0,0,2710,45
2019/4/9 16:00,16970,4129,9282,965,0,0,1662,39
2019/4/9 17:00,16848,4130,9259,1529,0,0,579,41
2019/4/9 18:00,17290,4129,9912,1710,0,0,25,33
2019/4/9 19:00,17229,4130,9833,1767,0,0,0,30
2019/4/9 20:00,16713,4130,9664,1755,0,0,0,34
2019/4/9 21:00,16070,4130,9695,1243,0,0,0,34
2019/4/9 22:00,15318,4131,9814,1042,0,0,0,46
2019/4/9 23:00,14487,4130,9626,874,0,0,0,56
2019/4/10 0:00,13528,4130,9167,688,0,0,0,62
2019/4/10 1:00,13293,4075,9662,650,0,0,0,55
2019/4/10 2:00,13866,4057,9514,636,0,0,0,68
2019/4/10 3:00,14298,4082,9534,613,0,0,0,97
2019/4/10 4:00,14364,4108,9716,675,0,0,0,99
2019/4/10 5:00,14270,4126,9703,630,0,0,15,85
2019/4/10 6:00,15538,4128,10069,651,0,0,280,79
2019/4/10 7:00,16945,4129,10589,693,0,0,411,84
2019/4/10 8:00,18949,4129,11790,906,0,0,399,80
2019/4/10 9:00,20191,4129,12581,1007,0,0,364,71
2019/4/10 10:00,20111,4129,12333,988,0,0,399,68
2019/4/10 11:00,19916,4131,12326,882,0,0,506,59
2019/4/10 12:00,18724,4131,11604,688,0,0,602,51
2019/4/10 13:00,19348,4130,12031,726,0,0,584,37
2019/4/10 14:00,19192,4131,11848,740,0,0,501,37
2019/4/10 15:00,19075,4131,11643,839,0,0,566,55
2019/4/10 16:00,19220,4131,11733,1067,0,0,398,57
2019/4/10 17:00,19039,4131,11579,1428,0,0,188,65
2019/4/10 18:00,18972,4130,11507,1421,0,0,27,82
2019/4/10 19:00,18432,4130,11170,1356,0,0,0,86
2019/4/10 20:00,17808,4130,10819,1392,0,0,0,79
2019/4/10 21:00,17021,4131,10630,1098,0,0,0,77
2019/4/10 22:00,16180,4130,10612,914,0,0,0,93
2019/4/10 23:00,15189,4130,10472,843,0,0,0,98
2019/4/11 0:00,14042,4130,9993,823,0,0,0,102
2019/4/11 1:00,13769,4130,10318,823,0,0,0,98
2019/4/11 2:00,14249,4129,10368,804,0,0,0,95
2019/4/11 3:00,14554,4109,10348,876,0,0,0,102
2019/4/11 4:00,14501,3921,10390,849,0,0,0,103
2019/4/11 5:00,14573,3695,10474,770,0,0,27,101
2019/4/11 6:00,15432,3469,10327,737,0,0,552,95
2019/4/11 7:00,16299,3260,9464,812,0,0,1408,94
2019/4/11 8:00,17707,3149,9630,824,0,0,2187,99
2019/4/11 9:00,18538,3074,9978,801,0,0,2678,95
2019/4/11 10:00,18581,2957,10034,687,0,0,2976,92
2019/4/11 11:00,18463,2955,10387,578,0,0,2968,93
2019/4/11 12:00,17281,2955,8775,573,0,0,3290,94
2019/4/11 13:00,17925,2955,9135,576,0,0,3472,92
2019/4/11 14:00,17693,2955,9326,614,0,0,3033,88
2019/4/11 15:00,17622,2956,10249,753,0,0,2075,83
2019/4/11 16:00,17630,2955,11109,1143,0,0,919,82
2019/4/11 17:00,17852,2956,11473,1692,0,0,274,80
2019/4/11 18:00,18476,2956,11637,1919,0,0,16,71
2019/4/11 19:00,18250,2956,11535,1910,0,0,0,61
2019/4/11 20:00,17609,2956,11429,1681,0,0,0,59
2019/4/11 21:00,17063,2956,11664,1185,0,0,0,56
2019/4/11 22:00,16203,2956,11384,910,0,0,0,58
2019/4/11 23:00,15233,2956,10823,794,0,0,0,59
2019/4/12 0:00,14146,2955,9964,708,0,0,0,66
2019/4/12 1:00,13895,2955,10038,691,0,0,0,54
2019/4/12 2:00,14391,2955,10712,633,0,0,0,51
2019/4/12 3:00,14575,2956,10761,708,0,0,0,52
2019/4/12 4:00,14631,2956,10825,674,0,0,0,49
2019/4/12 5:00,14620,2956,10690,542,0,0,25,44
2019/4/12 6:00,15467,2956,10693,553,0,0,450,41
2019/4/12 7:00,16203,2956,9996,823,0,0,1249,34
2019/4/12 8:00,17452,2956,9710,1115,0,0,2033,31
2019/4/12 9:00,18175,2957,10060,1142,0,0,2378,32
2019/4/12 10:00,18065,2957,10063,696,0,0,2834,35
2019/4/12 11:00,17972,2957,9704,489,0,0,3583,39
2019/4/12 12:00,16854,2956,8575,473,0,0,3738,55
2019/4/12 13:00,17705,2956,9615,487,0,0,3385,64
2019/4/12 14:00,17478,2957,10047,543,0,0,2421,63
2019/4/12 15:00,17249,2957,10172,643,0,0,1794,59
2019/4/12 16:00,17203,2957,10371,1119,0,0,1296,66
2019/4/12 17:00,17059,2957,10469,1656,0,0,556,66
2019/4/12 18:00,17460,2956,10666,1927,0,0,34,56
2019/4/12 19:00,17457,2957,10790,1847,0,0,0,49
2019/4/12 20:00,16921,2956,10528,1724,0,0,0,48
2019/4/12 21:00,16423,2957,10570,1216,0,0,0,54
2019/4/12 22:00,15782,2957,10246,1012,0,0,0,51
2019/4/12 23:00,15090,2956,10062,872,0,0,0,39
2019/4/13 0:00,14142,2955,9725,717,0,0,0,36
2019/4/13 1:00,13867,2956,9693,691,0,0,0,39
2019/4/13 2:00,14348,2955,9884,742,0,0,0,38
2019/4/13 3:00,14634,2955,10135,752,0,0,0,41
2019/4/13 4:00,14497,2956,10068,701,0,0,0,37
2019/4/13 5:00,14021,2958,9739,656,0,0,36,29
2019/4/13 6:00,14258,2959,9489,574,0,0,664,29
2019/4/13 7:00,14567,2959,8140,569,0,0,1745,30
2019/4/13 8:00,15272,2959,8064,498,0,0,2740,31
2019/4/13 9:00,15779,2958,7907,449,0,0,3578,33
2019/4/13 10:00,15760,2958,7435,438,0,0,4177,35
2019/4/13 11:00,15675,2959,7110,448,0,0,4487,38
2019/4/13 12:00,15151,2959,6764,447,0,0,4484,41
2019/4/13 13:00,15100,2958,7201,458,0,0,4182,41
2019/4/13 14:00,14888,2958,7442,463,0,0,3428,45
2019/4/13 15:00,14672,2958,8268,512,0,0,2122,53
2019/4/13 16:00,14609,2959,8775,775,0,0,1008,61
2019/4/13 17:00,14842,2958,8976,1318,0,0,286,65
2019/4/13 18:00,15699,2958,9455,1582,0,0,21,71
2019/4/13 19:00,15854,2958,9426,1592,0,0,0,76
2019/4/13 20:00,15568,2958,9388,1476,0,0,0,72
2019/4/13 21:00,14926,2958,9333,1149,0,0,0,62
2019/4/13 22:00,13997,2958,9254,837,0,0,0,62
2019/4/13 23:00,13392,2958,8902,738,0,0,0,53
2019/4/14 0:00,12713,2958,8469,686,0,0,0,53
2019/4/14 1:00,12518,2958,8397,635,0,0,0,56
2019/4/14 2:00,12980,2958,8535,671,0,0,0,64
2019/4/14 3:00,13314,2958,8679,672,0,0,0,65
2019/4/14 4:00,13126,2959,8687,675,0,0,0,65
2019/4/14 5:00,12549,2959,8417,623,0,0,33,69
2019/4/14 6:00,12361,2960,7889,628,0,0,394,80
2019/4/14 7:00,12638,2960,7525,638,0,0,860,86
2019/4/14 8:00,13315,2959,8168,672,0,0,1128,90
2019/4/14 9:00,13859,2959,8383,694,0,0,953,93
2019/4/14 10:00,14119,2959,8482,666,0,0,803,88
2019/4/14 11:00,14225,2959,8556,648,0,0,767,82
2019/4/14 12:00,14305,2959,8769,594,0,0,778,96
2019/4/14 13:00,14294,2959,8873,574,0,0,643,103
2019/4/14 14:00,14248,2959,9034,602,0,0,435,86
2019/4/14 15:00,14339,2959,9236,658,0,0,346,74
2019/4/14 16:00,14708,2959,9406,899,0,0,225,61
2019/4/14 17:00,15429,2959,9968,1119,0,0,112,66
2019/4/14 18:00,16076,2959,10212,1238,0,0,13,60
2019/4/14 19:00,15967,2959,10195,1238,0,0,0,46
2019/4/14 20:00,15536,2959,10040,1132,0,0,0,36
2019/4/14 21:00,14870,2959,9924,991,0,0,0,35
2019/4/14 22:00,13992,2959,9715,885,0,0,0,30
2019/4/14 23:00,13182,2959,9373,913,0,0,0,31
2019/4/15 0:00,12264,2959,9320,873,0,0,0,44
2019/4/15 1:00,12146,2959,9452,879,0,0,0,61
2019/4/15 2:00,12705,2958,9445,909,0,0,0,58
2019/4/15 3:00,13158,2959,8912,1078,0,0,0,77
2019/4/15 4:00,13145,2958,9208,1103,0,0,0,81
2019/4/15 5:00,13024,2958,9178,1082,0,0,46,91
2019/4/15 6:00,13898,2958,8996,1072,0,0,658,99
2019/4/15 7:00,15046,2958,8664,1114,0,0,1657,97
2019/4/15 8:00,16545,2958,8779,1114,0,0,2507,103
2019/4/15 9:00,17442,2958,8857,1118,0,0,3065,101
2019/4/15 10:00,17610,2958,8923,1115,0,0,3528,85
2019/4/15 11:00,17695,2958,8700,1131,0,0,3771,91
2019/4/15 12:00,16530,2958,8363,1139,0,0,3743,91
2019/4/15 13:00,17244,2957,8433,1214,0,0,3770,85
2019/4/15 14:00,17037,2958,8111,1230,0,0,3431,76
2019/4/15 15:00,16757,2958,8128,1260,0,0,2706,68
2019/4/15 16:00,16879,2958,8803,1571,0,0,1762,65
2019/4/15 17:00,16783,2958,9283,1826,0,0,710,59
2019/4/15 18:00,16999,2957,10013,1871,0,0,48,55
2019/4/15 19:00,16992,2958,10228,1823,0,0,0,56
2019/4/15 20:00,16474,2958,10172,1566,0,0,0,52
2019/4/15 21:00,15967,2957,10291,1307,0,0,0,51
2019/4/15 22:00,15266,2957,10023,1319,0,0,0,56
2019/4/15 23:00,14554,2957,9937,1147,0,0,0,52
2019/4/16 0:00,13638,2957,9304,1026,0,0,0,50
2019/4/16 1:00,13417,2957,9023,981,0,0,0,40
2019/4/16 2:00,14006,2957,9678,933,0,0,0,31
2019/4/16 3:00,14426,2957,9936,922,0,0,0,28
2019/4/16 4:00,14402,2957,9785,971,0,0,0,33
2019/4/16 5:00,14357,2957,9703,992,0,0,51,41
2019/4/16 6:00,15284,2957,9890,948,0,0,723,46
2019/4/16 7:00,15940,2957,8936,956,0,0,1761,41
2019/4/16 8:00,17004,2958,9164,956,0,0,2745,39
2019/4/16 9:00,17728,2958,9190,920,0,0,3606,38
2019/4/16 10:00,17723,2958,9070,899,0,0,4212,38
2019/4/16 11:00,17707,2958,8630,784,0,0,4503,37
2019/4/16 12:00,16606,2958,7367,706,0,0,4479,40
2019/4/16 13:00,17357,2958,8829,725,0,0,4180,39
2019/4/16 14:00,17178,2958,8643,752,0,0,3566,34
2019/4/16 15:00,16961,2958,9206,721,0,0,2558,38
2019/4/16 16:00,16847,2959,9861,1071,0,0,1435,47
2019/4/16 17:00,16548,2957,9797,1412,0,0,586,57
2019/4/16 18:00,16860,2957,10063,1547,0,0,47,66
2019/4/16 19:00,16800,2958,10454,1563,0,0,0,67
2019/4/16 20:00,16231,2957,10279,1456,0,0,0,66
2019/4/16 21:00,15666,2958,10456,1195,0,0,0,64
2019/4/16 22:00,14926,2958,10204,971,0,0,0,56
2019/4/16 23:00,14192,2957,9647,906,0,0,0,52
2019/4/17 0:00,13201,2956,9013,854,0,0,0,46
2019/4/17 1:00,13035,2903,9291,823,0,0,0,43
2019/4/17 2:00,13568,2889,9692,818,0,0,0,44
2019/4/17 3:00,13941,2913,9880,818,0,0,0,36
2019/4/17 4:00,13906,2938,9814,792,0,0,0,36
2019/4/17 5:00,13731,2953,9831,697,0,0,36,35
2019/4/17 6:00,14393,2957,9846,625,0,0,471,33
2019/4/17 7:00,15290,2957,9472,712,0,0,1049,34
2019/4/17 8:00,16707,2958,9623,1032,0,0,1704,34
2019/4/17 9:00,17315,2958,9679,1078,0,0,2290,32
2019/4/17 10:00,17096,2958,9079,853,0,0,2722,32
2019/4/17 11:00,17185,2958,8736,775,0,0,3110,33
2019/4/17 12:00,16373,2959,8429,751,0,0,3165,37
2019/4/17 13:00,17111,2957,9137,768,0,0,3084,37
2019/4/17 14:00,17379,2957,9670,959,0,0,2246,33
2019/4/17 15:00,17109,2957,10360,1035,0,0,1165,29
2019/4/17 16:00,17131,2957,10885,1315,0,0,527,26
2019/4/17 17:00,16962,2957,11004,1588,0,0,221,28
2019/4/17 18:00,17051,2958,11100,1692,0,0,26,37
2019/4/17 19:00,16784,2958,11008,1667,0,0,0,42
2019/4/17 20:00,16194,2958,10864,1554,0,0,0,43
2019/4/17 21:00,15481,2958,10837,1303,0,0,0,36
2019/4/17 22:00,14805,2957,10495,1064,0,0,0,32
2019/4/17 23:00,14085,2956,9853,998,0,0,0,30
2019/4/18 0:00,13148,2955,8723,990,0,0,0,32
2019/4/18 1:00,12892,2954,8508,984,0,0,0,36
2019/4/18 2:00,13466,2955,8958,980,0,0,0,34
2019/4/18 3:00,13874,2955,9114,992,0,0,0,34
2019/4/18 4:00,13791,2955,8886,989,0,0,0,31
2019/4/18 5:00,13552,2957,8530,991,0,0,68,33
2019/4/18 6:00,14170,2958,8592,932,0,0,774,31
2019/4/18 7:00,15016,2958,8582,747,0,0,1738,30
2019/4/18 8:00,16279,2958,8956,703,0,0,2692,30
2019/4/18 9:00,17193,2959,8674,714,0,0,3550,32
2019/4/18 10:00,17411,2958,8281,689,0,0,4221,33
2019/4/18 11:00,17466,2958,8275,636,0,0,4534,33
2019/4/18 12:00,16505,2958,7698,636,0,0,4397,33
2019/4/18 13:00,17204,2958,8566,696,0,0,3958,34
2019/4/18 14:00,17116,2958,9032,731,0,0,3360,40
2019/4/18 15:00,16847,2958,9173,983,0,0,2512,41
2019/4/18 16:00,16858,2958,9430,1392,0,0,1672,44
2019/4/18 17:00,16513,2957,9829,1759,0,0,707,50
2019/4/18 18:00,16533,2956,10146,1810,0,0,59,66
2019/4/18 19:00,16338,2957,10008,1697,0,0,0,71
2019/4/18 20:00,15680,2958,9787,1575,0,0,0,70
2019/4/18 21:00,15088,2958,9597,1383,0,0,0,75
2019/4/18 22:00,14389,2958,9333,1210,0,0,0,64
2019/4/18 23:00,13716,2958,8931,1100,0,0,0,52
2019/4/19 0:00,12860,2957,8625,927,0,0,0,44
2019/4/19 1:00,12618,2957,8716,915,0,0,0,40
2019/4/19 2:00,13203,2956,9287,828,0,0,0,37
2019/4/19 3:00,13605,2956,9606,667,0,0,0,28
2019/4/19 4:00,13506,2956,9544,620,0,0,0,26
2019/4/19 5:00,13205,2957,9327,635,0,0,66,26
2019/4/19 6:00,13699,2957,9099,613,0,0,620,27
2019/4/19 7:00,14738,2958,8765,696,0,0,1352,30
2019/4/19 8:00,16202,2958,8750,920,0,0,2247,31
2019/4/19 9:00,17314,2957,8719,1213,0,0,2999,41
2019/4/19 10:00,17434,2957,8675,1242,0,0,3173,45
2019/4/19 11:00,17440,2957,8632,1225,0,0,3146,42
2019/4/19 12:00,16385,2958,8538,907,0,0,2514,39
2019/4/19 13:00,17187,2957,9223,831,0,0,2096,42
2019/4/19 14:00,17188,2958,9521,994,0,0,1717,42
2019/4/19 15:00,16914,2958,9492,1294,0,0,1242,48
2019/4/19 16:00,16740,2958,9725,1486,0,0,834,71
