DATE,TIME,当日実績(万kW)
2021/6/10,0:00,807
2021/6/10,1:00,772
2021/6/10,2:00,785
2021/6/10,3:00,832
2021/6/10,4:00,869
2021/6/10,5:00,868
2021/6/10,6:00,847
2021/6/10,7:00,878
2021/6/10,8:00,978
2021/6/10,9:00,1088
2021/6/10,10:00,1147
2021/6/10,11:00,1197
2021/6/10,12:00,1170
2021/6/10,13:00,1230
2021/6/10,14:00,1221
2021/6/10,15:00,1193
2021/6/10,16:00,1176
2021/6/10,17:00,1130
2021/6/10,18:00,1115
2021/6/10,19:00,1087
2021/6/10,20:00,1024
2021/6/10,21:00,968
2021/6/10,22:00,919
2021/6/10,23:00,877
