DATE,TIME,当日実績(万kW),
2019/8/18,0:00,849,
2019/8/18,1:00,800,
2019/8/18,2:00,798,
2019/8/18,3:00,817,
2019/8/18,4:00,843,
2019/8/18,5:00,845,
2019/8/18,6:00,818,
2019/8/18,7:00,827,
2019/8/18,8:00,877,
2019/8/18,9:00,945,
2019/8/18,10:00,988,
2019/8/18,11:00,1001,
2019/8/18,12:00,1004,
2019/8/18,13:00,1003,
2019/8/18,14:00,1007,
2019/8/18,15:00,1002,
2019/8/18,16:00,1025,
2019/8/18,17:00,1062,
2019/8/18,18:00,1085,
2019/8/18,19:00,1085,
2019/8/18,20:00,1036,
2019/8/18,21:00,976,
2019/8/18,22:00,925,
2019/8/18,23:00,868,
,,,
