DATE,TIME,当日実績(万kW),
2019/5/20,0:00,706,
2019/5/20,1:00,688,
2019/5/20,2:00,724,
2019/5/20,3:00,791,
2019/5/20,4:00,827,
2019/5/20,5:00,828,
2019/5/20,6:00,809,
2019/5/20,7:00,841,
2019/5/20,8:00,910,
2019/5/20,9:00,995,
2019/5/20,10:00,1018,
2019/5/20,11:00,1036,
2019/5/20,12:00,995,
2019/5/20,13:00,1030,
2019/5/20,14:00,1028,
2019/5/20,15:00,1018,
2019/5/20,16:00,1016,
2019/5/20,17:00,995,
2019/5/20,18:00,985,
2019/5/20,19:00,953,
2019/5/20,20:00,909,
2019/5/20,21:00,864,
2019/5/20,22:00,831,
2019/5/20,23:00,789,
,,,
