DATE,TIME,当日実績(万kW),
2019/9/3,0:00,846,
2019/9/3,1:00,810,
2019/9/3,2:00,813,
2019/9/3,3:00,853,
2019/9/3,4:00,884,
2019/9/3,5:00,893,
2019/9/3,6:00,893,
2019/9/3,7:00,933,
2019/9/3,8:00,1051,
2019/9/3,9:00,1167,
2019/9/3,10:00,1230,
2019/9/3,11:00,1284,
2019/9/3,12:00,1247,
2019/9/3,13:00,1312,
2019/9/3,14:00,1329,
2019/9/3,15:00,1311,
2019/9/3,16:00,1316,
2019/9/3,17:00,1284,
2019/9/3,18:00,1261,
2019/9/3,19:00,1216,
2019/9/3,20:00,1144,
2019/9/3,21:00,1075,
2019/9/3,22:00,1014,
2019/9/3,23:00,946,
,,,
