DATE,TIME,当日実績(万kW),
2019/6/20,0:00,773,
2019/6/20,1:00,748,
2019/6/20,2:00,770,
2019/6/20,3:00,816,
2019/6/20,4:00,858,
2019/6/20,5:00,862,
2019/6/20,6:00,844,
2019/6/20,7:00,865,
2019/6/20,8:00,946,
2019/6/20,9:00,1046,
2019/6/20,10:00,1100,
2019/6/20,11:00,1150,
2019/6/20,12:00,1128,
2019/6/20,13:00,1171,
2019/6/20,14:00,1178,
2019/6/20,15:00,1180,
2019/6/20,16:00,1167,
2019/6/20,17:00,1124,
2019/6/20,18:00,1094,
2019/6/20,19:00,1076,
2019/6/20,20:00,1028,
2019/6/20,21:00,974,
2019/6/20,22:00,919,
2019/6/20,23:00,865,
,,,
