DATE,TIME,当日実績(万kW),
2019/6/7,0:00,811,
2019/6/7,1:00,791,
2019/6/7,2:00,812,
2019/6/7,3:00,862,
2019/6/7,4:00,901,
2019/6/7,5:00,895,
2019/6/7,6:00,901,
2019/6/7,7:00,949,
2019/6/7,8:00,1045,
2019/6/7,9:00,1141,
2019/6/7,10:00,1166,
2019/6/7,11:00,1167,
2019/6/7,12:00,1114,
2019/6/7,13:00,1148,
2019/6/7,14:00,1129,
2019/6/7,15:00,1099,
2019/6/7,16:00,1082,
2019/6/7,17:00,1039,
2019/6/7,18:00,1027,
2019/6/7,19:00,1003,
2019/6/7,20:00,958,
2019/6/7,21:00,906,
2019/6/7,22:00,879,
2019/6/7,23:00,834,
,,,
