DATE,TIME,当日実績(万kW),
2019/8/27,0:00,811,
2019/8/27,1:00,778,
2019/8/27,2:00,790,
2019/8/27,3:00,828,
2019/8/27,4:00,866,
2019/8/27,5:00,879,
2019/8/27,6:00,888,
2019/8/27,7:00,947,
2019/8/27,8:00,1049,
2019/8/27,9:00,1125,
2019/8/27,10:00,1145,
2019/8/27,11:00,1154,
2019/8/27,12:00,1091,
2019/8/27,13:00,1115,
2019/8/27,14:00,1131,
2019/8/27,15:00,1137,
2019/8/27,16:00,1149,
2019/8/27,17:00,1135,
2019/8/27,18:00,1130,
2019/8/27,19:00,1104,
2019/8/27,20:00,1053,
2019/8/27,21:00,1006,
2019/8/27,22:00,957,
2019/8/27,23:00,914,
,,,
