DATE,TIME,当日実績(万kW),
2019/7/21,0:00,832,
2019/7/21,1:00,796,
2019/7/21,2:00,800,
2019/7/21,3:00,836,
2019/7/21,4:00,868,
2019/7/21,5:00,854,
2019/7/21,6:00,823,
2019/7/21,7:00,833,
2019/7/21,8:00,896,
2019/7/21,9:00,951,
2019/7/21,10:00,975,
2019/7/21,11:00,1000,
2019/7/21,12:00,1005,
2019/7/21,13:00,997,
2019/7/21,14:00,995,
2019/7/21,15:00,992,
2019/7/21,16:00,994,
2019/7/21,17:00,1033,
2019/7/21,18:00,1057,
2019/7/21,19:00,1059,
2019/7/21,20:00,1027,
2019/7/21,21:00,972,
2019/7/21,22:00,925,
2019/7/21,23:00,877,
,,,
