DATE,TIME,当日実績(万kW)
2019/10/13,0:00,691
2019/10/13,1:00,669
2019/10/13,2:00,697
2019/10/13,3:00,749
2019/10/13,4:00,786
2019/10/13,5:00,777
2019/10/13,6:00,732
2019/10/13,7:00,715
2019/10/13,8:00,691
2019/10/13,9:00,721
2019/10/13,10:00,749
2019/10/13,11:00,786
2019/10/13,12:00,785
2019/10/13,13:00,777
2019/10/13,14:00,775
2019/10/13,15:00,787
2019/10/13,16:00,809
2019/10/13,17:00,849
2019/10/13,18:00,884
2019/10/13,19:00,860
2019/10/13,20:00,826
2019/10/13,21:00,781
2019/10/13,22:00,750
2019/10/13,23:00,715
