DATE,TIME,当日実績(万kW)
2023/6/23,0:00,795
2023/6/23,1:00,758
2023/6/23,2:00,770
2023/6/23,3:00,805
2023/6/23,4:00,849
2023/6/23,5:00,862
2023/6/23,6:00,843
2023/6/23,7:00,859
2023/6/23,8:00,929
2023/6/23,9:00,1024
2023/6/23,10:00,1046
2023/6/23,11:00,1096
2023/6/23,12:00,1076
2023/6/23,13:00,1126
2023/6/23,14:00,1115
2023/6/23,15:00,1101
2023/6/23,16:00,1100
2023/6/23,17:00,1073
2023/6/23,18:00,1063
2023/6/23,19:00,1038
2023/6/23,20:00,995
2023/6/23,21:00,937
2023/6/23,22:00,897
2023/6/23,23:00,859
