DATE,TIME,当日実績(万kW),
2019/8/31,0:00,823,
2019/8/31,1:00,777,
2019/8/31,2:00,780,
2019/8/31,3:00,817,
2019/8/31,4:00,848,
2019/8/31,5:00,846,
2019/8/31,6:00,812,
2019/8/31,7:00,814,
2019/8/31,8:00,870,
2019/8/31,9:00,946,
2019/8/31,10:00,966,
2019/8/31,11:00,983,
2019/8/31,12:00,970,
2019/8/31,13:00,962,
2019/8/31,14:00,958,
2019/8/31,15:00,942,
2019/8/31,16:00,952,
2019/8/31,17:00,943,
2019/8/31,18:00,961,
2019/8/31,19:00,954,
2019/8/31,20:00,912,
2019/8/31,21:00,876,
2019/8/31,22:00,840,
2019/8/31,23:00,806,
,,,
