DATE,TIME,当日実績(万kW),
2019/6/24,0:00,694,
2019/6/24,1:00,677,
2019/6/24,2:00,698,
2019/6/24,3:00,749,
2019/6/24,4:00,801,
2019/6/24,5:00,816,
2019/6/24,6:00,818,
2019/6/24,7:00,837,
2019/6/24,8:00,903,
2019/6/24,9:00,980,
2019/6/24,10:00,1047,
2019/6/24,11:00,1083,
2019/6/24,12:00,1064,
2019/6/24,13:00,1106,
2019/6/24,14:00,1103,
2019/6/24,15:00,1103,
2019/6/24,16:00,1101,
2019/6/24,17:00,1076,
2019/6/24,18:00,1048,
2019/6/24,19:00,1009,
2019/6/24,20:00,973,
2019/6/24,21:00,919,
2019/6/24,22:00,881,
2019/6/24,23:00,833,
,,,
