DATE,TIME,当日実績(万kW),
2019/7/3,0:00,818,
2019/7/3,1:00,787,
2019/7/3,2:00,802,
2019/7/3,3:00,840,
2019/7/3,4:00,887,
2019/7/3,5:00,880,
2019/7/3,6:00,873,
2019/7/3,7:00,915,
2019/7/3,8:00,1004,
2019/7/3,9:00,1080,
2019/7/3,10:00,1102,
2019/7/3,11:00,1108,
2019/7/3,12:00,1050,
2019/7/3,13:00,1075,
2019/7/3,14:00,1070,
2019/7/3,15:00,1065,
2019/7/3,16:00,1064,
2019/7/3,17:00,1045,
2019/7/3,18:00,1037,
2019/7/3,19:00,1016,
2019/7/3,20:00,980,
2019/7/3,21:00,944,
2019/7/3,22:00,905,
2019/7/3,23:00,865,
,,,
