DATE,TIME,当日実績(万kW)
2022/1/17,0:00,933
2022/1/17,1:00,936
2022/1/17,2:00,978
2022/1/17,3:00,1019
2022/1/17,4:00,1043
2022/1/17,5:00,1072
2022/1/17,6:00,1159
2022/1/17,7:00,1248
2022/1/17,8:00,1322
2022/1/17,9:00,1304
2022/1/17,10:00,1239
2022/1/17,11:00,1201
2022/1/17,12:00,1141
2022/1/17,13:00,1151
2022/1/17,14:00,1143
2022/1/17,15:00,1171
2022/1/17,16:00,1243
2022/1/17,17:00,1307
2022/1/17,18:00,1355
2022/1/17,19:00,1322
2022/1/17,20:00,1273
2022/1/17,21:00,1204
2022/1/17,22:00,1120
2022/1/17,23:00,1042
