DATE,TIME,当日実績(万kW),
2019/6/17,0:00,688,
2019/6/17,1:00,669,
2019/6/17,2:00,702,
2019/6/17,3:00,755,
2019/6/17,4:00,803,
2019/6/17,5:00,808,
2019/6/17,6:00,793,
2019/6/17,7:00,808,
2019/6/17,8:00,871,
2019/6/17,9:00,952,
2019/6/17,10:00,998,
2019/6/17,11:00,1050,
2019/6/17,12:00,1027,
2019/6/17,13:00,1072,
2019/6/17,14:00,1076,
2019/6/17,15:00,1065,
2019/6/17,16:00,1058,
2019/6/17,17:00,1047,
2019/6/17,18:00,1020,
2019/6/17,19:00,998,
2019/6/17,20:00,961,
2019/6/17,21:00,909,
2019/6/17,22:00,869,
2019/6/17,23:00,822,
,,,
