DATE,TIME,当日実績(万kW),
2019/6/16,0:00,710,
2019/6/16,1:00,689,
2019/6/16,2:00,713,
2019/6/16,3:00,769,
2019/6/16,4:00,805,
2019/6/16,5:00,787,
2019/6/16,6:00,739,
2019/6/16,7:00,719,
2019/6/16,8:00,722,
2019/6/16,9:00,760,
2019/6/16,10:00,795,
2019/6/16,11:00,843,
2019/6/16,12:00,874,
2019/6/16,13:00,842,
2019/6/16,14:00,809,
2019/6/16,15:00,817,
2019/6/16,16:00,829,
2019/6/16,17:00,860,
2019/6/16,18:00,875,
2019/6/16,19:00,885,
2019/6/16,20:00,867,
2019/6/16,21:00,823,
2019/6/16,22:00,780,
2019/6/16,23:00,737,
,,,
