DATE,TIME,当日実績(万kW)
2023/7/26,0:00,897
2023/7/26,1:00,843
2023/7/26,2:00,836
2023/7/26,3:00,851
2023/7/26,4:00,883
2023/7/26,5:00,911
2023/7/26,6:00,923
2023/7/26,7:00,991
2023/7/26,8:00,1150
2023/7/26,9:00,1298
2023/7/26,10:00,1373
2023/7/26,11:00,1429
2023/7/26,12:00,1430
2023/7/26,13:00,1474
2023/7/26,14:00,1494
2023/7/26,15:00,1486
2023/7/26,16:00,1497
2023/7/26,17:00,1460
2023/7/26,18:00,1405
2023/7/26,19:00,1359
2023/7/26,20:00,1285
2023/7/26,21:00,1207
2023/7/26,22:00,1132
2023/7/26,23:00,1059
