DATE,TIME,当日実績(万kW),
2019/8/17,0:00,832,
2019/8/17,1:00,789,
2019/8/17,2:00,777,
2019/8/17,3:00,801,
2019/8/17,4:00,828,
2019/8/17,5:00,840,
2019/8/17,6:00,823,
2019/8/17,7:00,866,
2019/8/17,8:00,966,
2019/8/17,9:00,1080,
2019/8/17,10:00,1131,
2019/8/17,11:00,1175,
2019/8/17,12:00,1208,
2019/8/17,13:00,1236,
2019/8/17,14:00,1226,
2019/8/17,15:00,1219,
2019/8/17,16:00,1239,
2019/8/17,17:00,1237,
2019/8/17,18:00,1204,
2019/8/17,19:00,1178,
2019/8/17,20:00,1109,
2019/8/17,21:00,1040,
2019/8/17,22:00,984,
2019/8/17,23:00,923,
,,,
