DATE,TIME,当日実績(万kW),
2019/7/27,0:00,959,
2019/7/27,1:00,895,
2019/7/27,2:00,887,
2019/7/27,3:00,900,
2019/7/27,4:00,927,
2019/7/27,5:00,927,
2019/7/27,6:00,914,
2019/7/27,7:00,964,
2019/7/27,8:00,1060,
2019/7/27,9:00,1164,
2019/7/27,10:00,1229,
2019/7/27,11:00,1230,
2019/7/27,12:00,1229,
2019/7/27,13:00,1226,
2019/7/27,14:00,1234,
2019/7/27,15:00,1225,
2019/7/27,16:00,1229,
2019/7/27,17:00,1238,
2019/7/27,18:00,1226,
2019/7/27,19:00,1204,
2019/7/27,20:00,1157,
2019/7/27,21:00,1108,
2019/7/27,22:00,1049,
2019/7/27,23:00,987,
,,,
