DATE,TIME,当日実績(万kW),
2019/7/20,0:00,888,
2019/7/20,1:00,840,
2019/7/20,2:00,854,
2019/7/20,3:00,882,
2019/7/20,4:00,909,
2019/7/20,5:00,908,
2019/7/20,6:00,889,
2019/7/20,7:00,914,
2019/7/20,8:00,1001,
2019/7/20,9:00,1072,
2019/7/20,10:00,1099,
2019/7/20,11:00,1105,
2019/7/20,12:00,1077,
2019/7/20,13:00,1086,
2019/7/20,14:00,1089,
2019/7/20,15:00,1079,
2019/7/20,16:00,1080,
2019/7/20,17:00,1083,
2019/7/20,18:00,1077,
2019/7/20,19:00,1063,
2019/7/20,20:00,1024,
2019/7/20,21:00,974,
2019/7/20,22:00,939,
2019/7/20,23:00,895,
,,,
