DATE,TIME,当日実績(万kW),
2019/4/3,0:00,847,
2019/4/3,1:00,861,
2019/4/3,2:00,910,
2019/4/3,3:00,964,
2019/4/3,4:00,990,
2019/4/3,5:00,1000,
2019/4/3,6:00,1028,
2019/4/3,7:00,1013,
2019/4/3,8:00,1004,
2019/4/3,9:00,1016,
2019/4/3,10:00,998,
2019/4/3,11:00,1011,
2019/4/3,12:00,973,
2019/4/3,13:00,982,
2019/4/3,14:00,954,
2019/4/3,15:00,934,
2019/4/3,16:00,934,
2019/4/3,17:00,965,
2019/4/3,18:00,1024,
2019/4/3,19:00,1062,
2019/4/3,20:00,1053,
2019/4/3,21:00,1018,
2019/4/3,22:00,978,
2019/4/3,23:00,924,
,,,
