DATE,TIME,当日実績(万kW),
2019/4/2,0:00,873,
2019/4/2,1:00,878,
2019/4/2,2:00,931,
2019/4/2,3:00,976,
2019/4/2,4:00,993,
2019/4/2,5:00,1008,
2019/4/2,6:00,1040,
2019/4/2,7:00,1024,
2019/4/2,8:00,1009,
2019/4/2,9:00,1019,
2019/4/2,10:00,991,
2019/4/2,11:00,992,
2019/4/2,12:00,956,
2019/4/2,13:00,980,
2019/4/2,14:00,945,
2019/4/2,15:00,929,
2019/4/2,16:00,948,
2019/4/2,17:00,980,
2019/4/2,18:00,1036,
2019/4/2,19:00,1070,
2019/4/2,20:00,1045,
2019/4/2,21:00,1007,
2019/4/2,22:00,958,
2019/4/2,23:00,906,
,,,
