DATE,TIME,当日実績(万kW)
2021/8/29,0:00,829
2021/8/29,1:00,786
2021/8/29,2:00,788
2021/8/29,3:00,816
2021/8/29,4:00,840
2021/8/29,5:00,843
2021/8/29,6:00,800
2021/8/29,7:00,813
2021/8/29,8:00,872
2021/8/29,9:00,975
2021/8/29,10:00,1049
2021/8/29,11:00,1108
2021/8/29,12:00,1142
2021/8/29,13:00,1145
2021/8/29,14:00,1138
2021/8/29,15:00,1147
2021/8/29,16:00,1160
2021/8/29,17:00,1204
2021/8/29,18:00,1197
2021/8/29,19:00,1169
2021/8/29,20:00,1084
2021/8/29,21:00,1011
2021/8/29,22:00,949
2021/8/29,23:00,884
