DATE,TIME,当日実績(万kW)
2019/12/14,0:00,919
2019/12/14,1:00,905
2019/12/14,2:00,951
2019/12/14,3:00,988
2019/12/14,4:00,995
2019/12/14,5:00,979
2019/12/14,6:00,973
2019/12/14,7:00,1010
2019/12/14,8:00,1045
2019/12/14,9:00,1028
2019/12/14,10:00,979
2019/12/14,11:00,948
2019/12/14,12:00,906
2019/12/14,13:00,902
2019/12/14,14:00,901
2019/12/14,15:00,899
2019/12/14,16:00,939
2019/12/14,17:00,1016
2019/12/14,18:00,1047
2019/12/14,19:00,1031
2019/12/14,20:00,1005
2019/12/14,21:00,969
2019/12/14,22:00,931
2019/12/14,23:00,890
