DATE,TIME,当日実績(万kW),
2019/5/27,0:00,709,
2019/5/27,1:00,692,
2019/5/27,2:00,720,
2019/5/27,3:00,775,
2019/5/27,4:00,813,
2019/5/27,5:00,817,
2019/5/27,6:00,812,
2019/5/27,7:00,829,
2019/5/27,8:00,904,
2019/5/27,9:00,966,
2019/5/27,10:00,990,
2019/5/27,11:00,1002,
2019/5/27,12:00,963,
2019/5/27,13:00,1003,
2019/5/27,14:00,1016,
2019/5/27,15:00,1010,
2019/5/27,16:00,1014,
2019/5/27,17:00,1004,
2019/5/27,18:00,1005,
2019/5/27,19:00,984,
2019/5/27,20:00,933,
2019/5/27,21:00,896,
2019/5/27,22:00,863,
2019/5/27,23:00,821,
,,,
