DATE,TIME,当日実績(万kW),
2019/6/27,0:00,822,
2019/6/27,1:00,791,
2019/6/27,2:00,802,
2019/6/27,3:00,844,
2019/6/27,4:00,884,
2019/6/27,5:00,888,
2019/6/27,6:00,886,
2019/6/27,7:00,919,
2019/6/27,8:00,1017,
2019/6/27,9:00,1114,
2019/6/27,10:00,1184,
2019/6/27,11:00,1212,
2019/6/27,12:00,1163,
2019/6/27,13:00,1188,
2019/6/27,14:00,1204,
2019/6/27,15:00,1198,
2019/6/27,16:00,1204,
2019/6/27,17:00,1173,
2019/6/27,18:00,1150,
2019/6/27,19:00,1121,
2019/6/27,20:00,1075,
2019/6/27,21:00,1016,
2019/6/27,22:00,965,
2019/6/27,23:00,916,
,,,
