DATE,TIME,当日実績(万kW),
2019/6/29,0:00,838,
2019/6/29,1:00,800,
2019/6/29,2:00,804,
2019/6/29,3:00,838,
2019/6/29,4:00,867,
2019/6/29,5:00,856,
2019/6/29,6:00,836,
2019/6/29,7:00,858,
2019/6/29,8:00,935,
2019/6/29,9:00,1021,
2019/6/29,10:00,1050,
2019/6/29,11:00,1061,
2019/6/29,12:00,1046,
2019/6/29,13:00,1057,
2019/6/29,14:00,1051,
2019/6/29,15:00,1055,
2019/6/29,16:00,1053,
2019/6/29,17:00,1060,
2019/6/29,18:00,1066,
2019/6/29,19:00,1059,
2019/6/29,20:00,1024,
2019/6/29,21:00,971,
2019/6/29,22:00,932,
2019/6/29,23:00,897,
,,,
