DATE,TIME,当日実績(万kW),
2019/6/6,0:00,810,
2019/6/6,1:00,781,
2019/6/6,2:00,800,
2019/6/6,3:00,845,
2019/6/6,4:00,878,
2019/6/6,5:00,873,
2019/6/6,6:00,857,
2019/6/6,7:00,882,
2019/6/6,8:00,969,
2019/6/6,9:00,1080,
2019/6/6,10:00,1127,
2019/6/6,11:00,1171,
2019/6/6,12:00,1148,
2019/6/6,13:00,1199,
2019/6/6,14:00,1205,
2019/6/6,15:00,1189,
2019/6/6,16:00,1178,
2019/6/6,17:00,1141,
2019/6/6,18:00,1114,
2019/6/6,19:00,1096,
2019/6/6,20:00,1044,
2019/6/6,21:00,980,
2019/6/6,22:00,932,
2019/6/6,23:00,881,
,,,
