DATE,TIME,当日実績(万kW),
2019/6/14,0:00,792,
2019/6/14,1:00,764,
2019/6/14,2:00,780,
2019/6/14,3:00,830,
2019/6/14,4:00,869,
2019/6/14,5:00,867,
2019/6/14,6:00,856,
2019/6/14,7:00,876,
2019/6/14,8:00,942,
2019/6/14,9:00,1021,
2019/6/14,10:00,1028,
2019/6/14,11:00,1031,
2019/6/14,12:00,990,
2019/6/14,13:00,1030,
2019/6/14,14:00,1042,
2019/6/14,15:00,1031,
2019/6/14,16:00,1023,
2019/6/14,17:00,998,
2019/6/14,18:00,989,
2019/6/14,19:00,974,
2019/6/14,20:00,936,
2019/6/14,21:00,890,
2019/6/14,22:00,862,
2019/6/14,23:00,820,
,,,
