DATE,TIME,当日実績(万kW),
2019/4/20,0:00,750,
2019/4/20,1:00,748,
2019/4/20,2:00,785,
2019/4/20,3:00,844,
2019/4/20,4:00,871,
2019/4/20,5:00,850,
2019/4/20,6:00,812,
2019/4/20,7:00,799,
2019/4/20,8:00,790,
2019/4/20,9:00,827,
2019/4/20,10:00,845,
2019/4/20,11:00,869,
2019/4/20,12:00,861,
2019/4/20,13:00,870,
2019/4/20,14:00,857,
2019/4/20,15:00,849,
2019/4/20,16:00,858,
2019/4/20,17:00,856,
2019/4/20,18:00,879,
2019/4/20,19:00,889,
2019/4/20,20:00,858,
2019/4/20,21:00,816,
2019/4/20,22:00,775,
2019/4/20,23:00,745,
,,,
