DATE,TIME,当日実績(万kW),
2019/7/12,0:00,846,
2019/7/12,1:00,807,
2019/7/12,2:00,810,
2019/7/12,3:00,851,
2019/7/12,4:00,891,
2019/7/12,5:00,895,
2019/7/12,6:00,886,
2019/7/12,7:00,917,
2019/7/12,8:00,1004,
2019/7/12,9:00,1093,
2019/7/12,10:00,1144,
2019/7/12,11:00,1189,
2019/7/12,12:00,1163,
2019/7/12,13:00,1201,
2019/7/12,14:00,1208,
2019/7/12,15:00,1188,
2019/7/12,16:00,1197,
2019/7/12,17:00,1158,
2019/7/12,18:00,1119,
2019/7/12,19:00,1100,
2019/7/12,20:00,1057,
2019/7/12,21:00,1010,
2019/7/12,22:00,955,
2019/7/12,23:00,903,
,,,
