DATE,TIME,当日実績(万kW),
2019/8/3,0:00,995,
2019/8/3,1:00,937,
2019/8/3,2:00,917,
2019/8/3,3:00,922,
2019/8/3,4:00,937,
2019/8/3,5:00,941,
2019/8/3,6:00,940,
2019/8/3,7:00,1003,
2019/8/3,8:00,1117,
2019/8/3,9:00,1248,
2019/8/3,10:00,1317,
2019/8/3,11:00,1360,
2019/8/3,12:00,1393,
2019/8/3,13:00,1406,
2019/8/3,14:00,1400,
2019/8/3,15:00,1390,
2019/8/3,16:00,1396,
2019/8/3,17:00,1375,
2019/8/3,18:00,1346,
2019/8/3,19:00,1302,
2019/8/3,20:00,1239,
2019/8/3,21:00,1166,
2019/8/3,22:00,1100,
2019/8/3,23:00,1029,
,,,
