DATE,TIME,当日実績(万kW),
2019/6/21,0:00,790,
2019/6/21,1:00,760,
2019/6/21,2:00,783,
2019/6/21,3:00,828,
2019/6/21,4:00,865,
2019/6/21,5:00,864,
2019/6/21,6:00,851,
2019/6/21,7:00,875,
2019/6/21,8:00,964,
2019/6/21,9:00,1043,
2019/6/21,10:00,1071,
2019/6/21,11:00,1110,
2019/6/21,12:00,1107,
2019/6/21,13:00,1171,
2019/6/21,14:00,1179,
2019/6/21,15:00,1187,
2019/6/21,16:00,1178,
2019/6/21,17:00,1139,
2019/6/21,18:00,1107,
2019/6/21,19:00,1078,
2019/6/21,20:00,1036,
2019/6/21,21:00,971,
2019/6/21,22:00,918,
2019/6/21,23:00,873,
,,,
