DATE,TIME,当日実績(万kW),
2019/7/4,0:00,805,
2019/7/4,1:00,781,
2019/7/4,2:00,804,
2019/7/4,3:00,848,
2019/7/4,4:00,882,
2019/7/4,5:00,885,
2019/7/4,6:00,864,
2019/7/4,7:00,884,
2019/7/4,8:00,967,
2019/7/4,9:00,1039,
2019/7/4,10:00,1074,
2019/7/4,11:00,1102,
2019/7/4,12:00,1083,
2019/7/4,13:00,1126,
2019/7/4,14:00,1143,
2019/7/4,15:00,1141,
2019/7/4,16:00,1155,
2019/7/4,17:00,1130,
2019/7/4,18:00,1104,
2019/7/4,19:00,1085,
2019/7/4,20:00,1042,
2019/7/4,21:00,997,
2019/7/4,22:00,946,
2019/7/4,23:00,888,
,,,
