DATE,TIME,当日実績(万kW),
2019/4/19,0:00,754,
2019/4/19,1:00,739,
2019/4/19,2:00,790,
2019/4/19,3:00,849,
2019/4/19,4:00,877,
2019/4/19,5:00,872,
2019/4/19,6:00,859,
2019/4/19,7:00,851,
2019/4/19,8:00,860,
2019/4/19,9:00,910,
2019/4/19,10:00,934,
2019/4/19,11:00,964,
2019/4/19,12:00,930,
2019/4/19,13:00,949,
2019/4/19,14:00,949,
2019/4/19,15:00,937,
2019/4/19,16:00,947,
2019/4/19,17:00,934,
2019/4/19,18:00,942,
2019/4/19,19:00,947,
2019/4/19,20:00,911,
2019/4/19,21:00,872,
2019/4/19,22:00,835,
2019/4/19,23:00,793,
,,,
