DATE,TIME,当日実績(万kW),
2019/4/17,0:00,749,
2019/4/17,1:00,745,
2019/4/17,2:00,801,
2019/4/17,3:00,854,
2019/4/17,4:00,882,
2019/4/17,5:00,878,
2019/4/17,6:00,867,
2019/4/17,7:00,862,
2019/4/17,8:00,886,
2019/4/17,9:00,907,
2019/4/17,10:00,921,
2019/4/17,11:00,928,
2019/4/17,12:00,888,
2019/4/17,13:00,913,
2019/4/17,14:00,914,
2019/4/17,15:00,905,
2019/4/17,16:00,923,
2019/4/17,17:00,928,
2019/4/17,18:00,946,
2019/4/17,19:00,957,
2019/4/17,20:00,923,
2019/4/17,21:00,882,
2019/4/17,22:00,851,
2019/4/17,23:00,804,
,,,
