DATE,TIME,当日実績(万kW),
2019/6/4,0:00,778,
2019/6/4,1:00,761,
2019/6/4,2:00,786,
2019/6/4,3:00,837,
2019/6/4,4:00,870,
2019/6/4,5:00,869,
2019/6/4,6:00,851,
2019/6/4,7:00,867,
2019/6/4,8:00,948,
2019/6/4,9:00,1027,
2019/6/4,10:00,1059,
2019/6/4,11:00,1083,
2019/6/4,12:00,1035,
2019/6/4,13:00,1085,
2019/6/4,14:00,1099,
2019/6/4,15:00,1085,
2019/6/4,16:00,1075,
2019/6/4,17:00,1060,
2019/6/4,18:00,1057,
2019/6/4,19:00,1028,
2019/6/4,20:00,984,
2019/6/4,21:00,932,
2019/6/4,22:00,893,
2019/6/4,23:00,846,
,,,
