DATE,TIME,当日実績(万kW),
2019/6/13,0:00,757,
2019/6/13,1:00,733,
2019/6/13,2:00,756,
2019/6/13,3:00,805,
2019/6/13,4:00,850,
2019/6/13,5:00,854,
2019/6/13,6:00,849,
2019/6/13,7:00,853,
2019/6/13,8:00,916,
2019/6/13,9:00,994,
2019/6/13,10:00,1051,
2019/6/13,11:00,1094,
2019/6/13,12:00,1061,
2019/6/13,13:00,1102,
2019/6/13,14:00,1110,
2019/6/13,15:00,1104,
2019/6/13,16:00,1091,
2019/6/13,17:00,1065,
2019/6/13,18:00,1048,
2019/6/13,19:00,1035,
2019/6/13,20:00,990,
2019/6/13,21:00,944,
2019/6/13,22:00,903,
2019/6/13,23:00,856,
,,,
