DATE,TIME,当日実績(万kW),
2019/4/24,0:00,751,
2019/4/24,1:00,749,
2019/4/24,2:00,788,
2019/4/24,3:00,848,
2019/4/24,4:00,875,
2019/4/24,5:00,860,
2019/4/24,6:00,838,
2019/4/24,7:00,853,
2019/4/24,8:00,911,
2019/4/24,9:00,961,
2019/4/24,10:00,969,
2019/4/24,11:00,989,
2019/4/24,12:00,941,
2019/4/24,13:00,973,
2019/4/24,14:00,979,
2019/4/24,15:00,969,
2019/4/24,16:00,969,
2019/4/24,17:00,965,
2019/4/24,18:00,970,
2019/4/24,19:00,970,
2019/4/24,20:00,933,
2019/4/24,21:00,881,
2019/4/24,22:00,844,
2019/4/24,23:00,803,
,,,
