DATE,TIME,当日実績(万kW),
2019/5/17,0:00,757,
2019/5/17,1:00,744,
2019/5/17,2:00,774,
2019/5/17,3:00,827,
2019/5/17,4:00,864,
2019/5/17,5:00,857,
2019/5/17,6:00,835,
2019/5/17,7:00,854,
2019/5/17,8:00,905,
2019/5/17,9:00,968,
2019/5/17,10:00,999,
2019/5/17,11:00,1024,
2019/5/17,12:00,999,
2019/5/17,13:00,1024,
2019/5/17,14:00,1040,
2019/5/17,15:00,1037,
2019/5/17,16:00,1018,
2019/5/17,17:00,1004,
2019/5/17,18:00,983,
2019/5/17,19:00,974,
2019/5/17,20:00,932,
2019/5/17,21:00,890,
2019/5/17,22:00,855,
2019/5/17,23:00,814,
,,,
