DATE,TIME,当日実績(万kW)
2021/1/19,0:00,971
2021/1/19,1:00,975
2021/1/19,2:00,1027
2021/1/19,3:00,1069
2021/1/19,4:00,1092
2021/1/19,5:00,1117
2021/1/19,6:00,1189
2021/1/19,7:00,1275
2021/1/19,8:00,1325
2021/1/19,9:00,1278
2021/1/19,10:00,1214
2021/1/19,11:00,1175
2021/1/19,12:00,1117
2021/1/19,13:00,1115
2021/1/19,14:00,1089
2021/1/19,15:00,1090
2021/1/19,16:00,1161
2021/1/19,17:00,1235
2021/1/19,18:00,1316
2021/1/19,19:00,1305
2021/1/19,20:00,1264
2021/1/19,21:00,1207
2021/1/19,22:00,1149
2021/1/19,23:00,1096
