DATE,TIME,当日実績(万kW),
2019/8/5,0:00,907,
2019/8/5,1:00,850,
2019/8/5,2:00,839,
2019/8/5,3:00,858,
2019/8/5,4:00,883,
2019/8/5,5:00,912,
2019/8/5,6:00,948,
2019/8/5,7:00,1046,
2019/8/5,8:00,1204,
2019/8/5,9:00,1335,
2019/8/5,10:00,1389,
2019/8/5,11:00,1440,
2019/8/5,12:00,1441,
2019/8/5,13:00,1481,
2019/8/5,14:00,1509,
2019/8/5,15:00,1499,
2019/8/5,16:00,1493,
2019/8/5,17:00,1469,
2019/8/5,18:00,1429,
2019/8/5,19:00,1394,
2019/8/5,20:00,1326,
2019/8/5,21:00,1250,
2019/8/5,22:00,1170,
2019/8/5,23:00,1087,
,,,
