DATE,TIME,当日実績(万kW),
2019/8/6,0:00,985,
2019/8/6,1:00,927,
2019/8/6,2:00,896,
2019/8/6,3:00,897,
2019/8/6,4:00,920,
2019/8/6,5:00,939,
2019/8/6,6:00,949,
2019/8/6,7:00,1009,
2019/8/6,8:00,1113,
2019/8/6,9:00,1179,
2019/8/6,10:00,1199,
2019/8/6,11:00,1222,
2019/8/6,12:00,1182,
2019/8/6,13:00,1214,
2019/8/6,14:00,1250,
2019/8/6,15:00,1240,
2019/8/6,16:00,1232,
2019/8/6,17:00,1218,
2019/8/6,18:00,1216,
2019/8/6,19:00,1195,
2019/8/6,20:00,1134,
2019/8/6,21:00,1080,
2019/8/6,22:00,1026,
2019/8/6,23:00,979,
,,,
