DATE,TIME,当日実績(万kW),
2019/5/15,0:00,749,
2019/5/15,1:00,737,
2019/5/15,2:00,771,
2019/5/15,3:00,831,
2019/5/15,4:00,860,
2019/5/15,5:00,853,
2019/5/15,6:00,821,
2019/5/15,7:00,827,
2019/5/15,8:00,870,
2019/5/15,9:00,928,
2019/5/15,10:00,957,
2019/5/15,11:00,1003,
2019/5/15,12:00,955,
2019/5/15,13:00,994,
2019/5/15,14:00,999,
2019/5/15,15:00,1006,
2019/5/15,16:00,1023,
2019/5/15,17:00,1007,
2019/5/15,18:00,983,
2019/5/15,19:00,980,
2019/5/15,20:00,938,
2019/5/15,21:00,889,
2019/5/15,22:00,852,
2019/5/15,23:00,810,
,,,
