DATE,TIME,当日実績(万kW),
2019/5/31,0:00,764,
2019/5/31,1:00,740,
2019/5/31,2:00,770,
2019/5/31,3:00,823,
2019/5/31,4:00,865,
2019/5/31,5:00,859,
2019/5/31,6:00,836,
2019/5/31,7:00,845,
2019/5/31,8:00,903,
2019/5/31,9:00,955,
2019/5/31,10:00,978,
2019/5/31,11:00,972,
2019/5/31,12:00,932,
2019/5/31,13:00,960,
2019/5/31,14:00,967,
2019/5/31,15:00,954,
2019/5/31,16:00,961,
2019/5/31,17:00,960,
2019/5/31,18:00,955,
2019/5/31,19:00,946,
2019/5/31,20:00,911,
2019/5/31,21:00,871,
2019/5/31,22:00,834,
2019/5/31,23:00,804,
,,,
