DATE,TIME,当日実績(万kW),
2019/7/6,0:00,818,
2019/7/6,1:00,784,
2019/7/6,2:00,796,
2019/7/6,3:00,834,
2019/7/6,4:00,864,
2019/7/6,5:00,852,
2019/7/6,6:00,818,
2019/7/6,7:00,833,
2019/7/6,8:00,896,
2019/7/6,9:00,970,
2019/7/6,10:00,1013,
2019/7/6,11:00,1065,
2019/7/6,12:00,1068,
2019/7/6,13:00,1074,
2019/7/6,14:00,1078,
2019/7/6,15:00,1063,
2019/7/6,16:00,1062,
2019/7/6,17:00,1065,
2019/7/6,18:00,1047,
2019/7/6,19:00,1026,
2019/7/6,20:00,990,
2019/7/6,21:00,947,
2019/7/6,22:00,896,
2019/7/6,23:00,845,
,,,
