DATE,TIME,当日実績(万kW),
2019/6/30,0:00,831,
2019/6/30,1:00,797,
2019/6/30,2:00,810,
2019/6/30,3:00,845,
2019/6/30,4:00,872,
2019/6/30,5:00,858,
2019/6/30,6:00,826,
2019/6/30,7:00,831,
2019/6/30,8:00,875,
2019/6/30,9:00,933,
2019/6/30,10:00,953,
2019/6/30,11:00,965,
2019/6/30,12:00,976,
2019/6/30,13:00,953,
2019/6/30,14:00,941,
2019/6/30,15:00,942,
2019/6/30,16:00,951,
2019/6/30,17:00,978,
2019/6/30,18:00,996,
2019/6/30,19:00,986,
2019/6/30,20:00,953,
2019/6/30,21:00,907,
2019/6/30,22:00,869,
2019/6/30,23:00,824,
,,,
