DATE,TIME,当日実績(万kW),
2019/7/18,0:00,885,
2019/7/18,1:00,853,
2019/7/18,2:00,854,
2019/7/18,3:00,892,
2019/7/18,4:00,927,
2019/7/18,5:00,926,
2019/7/18,6:00,933,
2019/7/18,7:00,991,
2019/7/18,8:00,1119,
2019/7/18,9:00,1190,
2019/7/18,10:00,1227,
2019/7/18,11:00,1259,
2019/7/18,12:00,1212,
2019/7/18,13:00,1249,
2019/7/18,14:00,1250,
2019/7/18,15:00,1244,
2019/7/18,16:00,1249,
2019/7/18,17:00,1228,
2019/7/18,18:00,1202,
2019/7/18,19:00,1163,
2019/7/18,20:00,1107,
2019/7/18,21:00,1049,
2019/7/18,22:00,993,
2019/7/18,23:00,945,
,,,
