DATE,TIME,当日実績(万kW),
2019/07/23,00:00,103,
2019/07/23,01:00,97,
2019/07/23,02:00,95,
2019/07/23,03:00,95,
2019/07/23,04:00,94,
2019/07/23,05:00,95,
2019/07/23,06:00,97,
2019/07/23,07:00,108,
2019/07/23,08:00,121,
2019/07/23,09:00,131,
2019/07/23,10:00,136,
2019/07/23,11:00,138,
2019/07/23,12:00,134,
2019/07/23,13:00,136,
2019/07/23,14:00,136,
2019/07/23,15:00,136,
2019/07/23,16:00,135,
2019/07/23,17:00,130,
2019/07/23,18:00,130,
2019/07/23,19:00,132,
2019/07/23,20:00,131,
2019/07/23,21:00,124,
2019/07/23,22:00,116,
2019/07/23,23:00,107,
