DATE,TIME,当日実績(万kW),
2019/04/07,00:00,69,
2019/04/07,01:00,66,
2019/04/07,02:00,68,
2019/04/07,03:00,70,
2019/04/07,04:00,70,
2019/04/07,05:00,67,
2019/04/07,06:00,64,
2019/04/07,07:00,66,
2019/04/07,08:00,72,
2019/04/07,09:00,74,
2019/04/07,10:00,80,
2019/04/07,11:00,83,
2019/04/07,12:00,86,
2019/04/07,13:00,81,
2019/04/07,14:00,79,
2019/04/07,15:00,84,
2019/04/07,16:00,85,
2019/04/07,17:00,88,
2019/04/07,18:00,90,
2019/04/07,19:00,93,
2019/04/07,20:00,91,
2019/04/07,21:00,87,
2019/04/07,22:00,82,
2019/04/07,23:00,76,
