DATE,TIME,当日実績(万kW),
2019/07/14,00:00,105,
2019/07/14,01:00,99,
2019/07/14,02:00,97,
2019/07/14,03:00,96,
2019/07/14,04:00,95,
2019/07/14,05:00,93,
2019/07/14,06:00,93,
2019/07/14,07:00,99,
2019/07/14,08:00,109,
2019/07/14,09:00,114,
2019/07/14,10:00,119,
2019/07/14,11:00,124,
2019/07/14,12:00,127,
2019/07/14,13:00,128,
2019/07/14,14:00,129,
2019/07/14,15:00,129,
2019/07/14,16:00,129,
2019/07/14,17:00,130,
2019/07/14,18:00,130,
2019/07/14,19:00,133,
2019/07/14,20:00,132,
2019/07/14,21:00,128,
2019/07/14,22:00,121,
2019/07/14,23:00,114,
