DATE,TIME,当日実績(万kW),
2019/06/17,00:00,81,
2019/06/17,01:00,78,
2019/06/17,02:00,77,
2019/06/17,03:00,79,
2019/06/17,04:00,80,
2019/06/17,05:00,81,
2019/06/17,06:00,82,
2019/06/17,07:00,90,
2019/06/17,08:00,100,
2019/06/17,09:00,105,
2019/06/17,10:00,105,
2019/06/17,11:00,107,
2019/06/17,12:00,102,
2019/06/17,13:00,105,
2019/06/17,14:00,103,
2019/06/17,15:00,100,
2019/06/17,16:00,98,
2019/06/17,17:00,95,
2019/06/17,18:00,95,
2019/06/17,19:00,96,
2019/06/17,20:00,94,
2019/06/17,21:00,90,
2019/06/17,22:00,88,
2019/06/17,23:00,84,
