DATE,TIME,当日実績(万kW),
2019/08/08,00:00,102,
2019/08/08,01:00,94,
2019/08/08,02:00,94,
2019/08/08,03:00,93,
2019/08/08,04:00,94,
2019/08/08,05:00,95,
2019/08/08,06:00,96,
2019/08/08,07:00,105,
2019/08/08,08:00,121,
2019/08/08,09:00,129,
2019/08/08,10:00,133,
2019/08/08,11:00,131,
2019/08/08,12:00,127,
2019/08/08,13:00,130,
2019/08/08,14:00,130,
2019/08/08,15:00,127,
2019/08/08,16:00,129,
2019/08/08,17:00,125,
2019/08/08,18:00,124,
2019/08/08,19:00,126,
2019/08/08,20:00,121,
2019/08/08,21:00,117,
2019/08/08,22:00,112,
2019/08/08,23:00,104,
