DATE,TIME,当日実績(万kW)
2019/11/07,00:00,71
2019/11/07,01:00,68
2019/11/07,02:00,68
2019/11/07,03:00,70
2019/11/07,04:00,71
2019/11/07,05:00,72
2019/11/07,06:00,73
2019/11/07,07:00,79
2019/11/07,08:00,88
2019/11/07,09:00,95
2019/11/07,10:00,98
2019/11/07,11:00,98
2019/11/07,12:00,99
2019/11/07,13:00,101
2019/11/07,14:00,101
2019/11/07,15:00,99
2019/11/07,16:00,98
2019/11/07,17:00,95
2019/11/07,18:00,98
2019/11/07,19:00,96
2019/11/07,20:00,93
2019/11/07,21:00,87
2019/11/07,22:00,81
2019/11/07,23:00,76
