DATE,TIME,当日実績(万kW),
2019/06/27,00:00,83,
2019/06/27,01:00,79,
2019/06/27,02:00,79,
2019/06/27,03:00,80,
2019/06/27,04:00,81,
2019/06/27,05:00,81,
2019/06/27,06:00,84,
2019/06/27,07:00,94,
2019/06/27,08:00,108,
2019/06/27,09:00,117,
2019/06/27,10:00,121,
2019/06/27,11:00,123,
2019/06/27,12:00,123,
2019/06/27,13:00,127,
2019/06/27,14:00,130,
2019/06/27,15:00,124,
2019/06/27,16:00,122,
2019/06/27,17:00,120,
2019/06/27,18:00,119,
2019/06/27,19:00,120,
2019/06/27,20:00,119,
2019/06/27,21:00,113,
2019/06/27,22:00,106,
2019/06/27,23:00,97,
