DATE,TIME,当日実績(万kW),
2019/06/09,00:00,94,
2019/06/09,01:00,89,
2019/06/09,02:00,87,
2019/06/09,03:00,88,
2019/06/09,04:00,88,
2019/06/09,05:00,87,
2019/06/09,06:00,85,
2019/06/09,07:00,90,
2019/06/09,08:00,99,
2019/06/09,09:00,108,
2019/06/09,10:00,110,
2019/06/09,11:00,112,
2019/06/09,12:00,114,
2019/06/09,13:00,111,
2019/06/09,14:00,110,
2019/06/09,15:00,105,
2019/06/09,16:00,103,
2019/06/09,17:00,105,
2019/06/09,18:00,108,
2019/06/09,19:00,112,
2019/06/09,20:00,111,
2019/06/09,21:00,106,
2019/06/09,22:00,100,
2019/06/09,23:00,94,
