DATE,TIME,当日実績(万kW),
2019/04/30,00:00,78,
2019/04/30,01:00,75,
2019/04/30,02:00,74,
2019/04/30,03:00,76,
2019/04/30,04:00,77,
2019/04/30,05:00,76,
2019/04/30,06:00,74,
2019/04/30,07:00,80,
2019/04/30,08:00,90,
2019/04/30,09:00,96,
2019/04/30,10:00,102,
2019/04/30,11:00,106,
2019/04/30,12:00,107,
2019/04/30,13:00,107,
2019/04/30,14:00,108,
2019/04/30,15:00,106,
2019/04/30,16:00,106,
2019/04/30,17:00,104,
2019/04/30,18:00,105,
2019/04/30,19:00,108,
2019/04/30,20:00,105,
2019/04/30,21:00,101,
2019/04/30,22:00,95,
2019/04/30,23:00,89,
