DATE,TIME,当日実績(万kW),
2019/06/03,00:00,86,
2019/06/03,01:00,82,
2019/06/03,02:00,81,
2019/06/03,03:00,83,
2019/06/03,04:00,83,
2019/06/03,05:00,83,
2019/06/03,06:00,85,
2019/06/03,07:00,94,
2019/06/03,08:00,107,
2019/06/03,09:00,116,
2019/06/03,10:00,111,
2019/06/03,11:00,111,
2019/06/03,12:00,109,
2019/06/03,13:00,113,
2019/06/03,14:00,120,
2019/06/03,15:00,119,
2019/06/03,16:00,120,
2019/06/03,17:00,116,
2019/06/03,18:00,113,
2019/06/03,19:00,114,
2019/06/03,20:00,113,
2019/06/03,21:00,107,
2019/06/03,22:00,99,
2019/06/03,23:00,92,
