DATE,TIME,当日実績(万kW),
2019/06/06,00:00,87,
2019/06/06,01:00,82,
2019/06/06,02:00,82,
2019/06/06,03:00,83,
2019/06/06,04:00,83,
2019/06/06,05:00,84,
2019/06/06,06:00,86,
2019/06/06,07:00,97,
2019/06/06,08:00,112,
2019/06/06,09:00,121,
2019/06/06,10:00,125,
2019/06/06,11:00,128,
2019/06/06,12:00,127,
2019/06/06,13:00,130,
2019/06/06,14:00,132,
2019/06/06,15:00,131,
2019/06/06,16:00,127,
2019/06/06,17:00,122,
2019/06/06,18:00,120,
2019/06/06,19:00,123,
2019/06/06,20:00,122,
2019/06/06,21:00,116,
2019/06/06,22:00,109,
2019/06/06,23:00,100,
